Entry,M_d1_A,M_d3_A,M_d6_A,O_d1_A,O_d3_A,O_d6_A,O_d7_A,O_d8_A,Past_d1_A,Past_d2_A,Past_d3_A,Past_d6_A,Past_d7_A,Pstr_d7_A
Q9HG01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9HGI4,0,0,0,0,0,0,0,0,62,92,28,32,3,0
Q9HGI7,0,0,0,0,0,0,0,0,275,218.879,119,145,26,0
Q9HGL3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9HGM6,1,1,0,0,0,0,0,0,503,386,209,145,36,0
Q9HGM9,0,0,5,0,0,0,0,0,295,317,129,44,31,0
Q9HGN1,0,0,0,0,0,0,0,0,55,48,32,2,5,0
Q9HGQ2,0,0,0,0,0,0,0,0,5,19,6,0,2,0
Q9HLN1,0,0,0,0,0,0,0,0,56,78.001,16,35,9,0
Q9HU55,0,0,0,0,0,0,0,0,348.078,234.218,83.493,86.611,22.107,0
Q9HU72,0,0,0,0,0,0,0,0,6,11,4,8,2,0
Q9HUG8,0,0,0,0,0,0,0,0,55,34,22,2,4,0
Q9HUI8,0,0,0,0,0,0,0,0,2,12,2,0,0,0
Q9HUI9,0,0,0,0,0,0,0,0,18,30,43,23,11,0
Q9HW09,0,0,0,0,0,0,0,0,21,24,3,0,2,0
Q9HWG9,0,0,0,0,0,0,0,0,49,98,17,19,4,0
Q9HX48,0,0,0,0,0,0,0,0,2,7,3,0,2,0
Q9HYV6,0,0,0,0,0,0,0,0,10,25,13,8,11,0
Q9HZ00,0,0,0,0,0,0,0,0,585,534,209,189,80,0
Q9HZP5,0,0,0,0,0,0,0,0,65,31,16,11,2,0
Q9HZP6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9I0R8,0,0,0,0,0,0,0,0,49,56,36,17,11,0
Q9I1H3,0,0,0,0,0,0,0,0,334,417,165,91,23,0
Q9I262,0,0,0,0,0,0,0,0,102,108,21,14,12,0
Q9I2A0,0,0,0,0,0,0,0,0,1,2,11,0,0,0
Q9I2Q2,0,0,0,0,0,0,0,0,12,0,3,0,0,0
Q9I2Y2,0,0,0,0,0,0,0,0,53,52,23,11,7,0
Q9I3S3,0,0,0,0,0,0,0,0,211,231,107,161,25,0
Q9I485,0,0,0,0,0,0,0,0,0,2,0,0,0,0
Q9I492,0,0,0,0,0,0,0,0,6,5,3,6,8,0
Q9I4C8,0,0,0,0,0,0,0,0,1868.077,1476.063,635,1097,124,0
Q9I4V0,0,0,0,0,0,0,0,0,160,170,111,68,17,0
Q9I4X3,0,0,0,0,0,0,0,0,84,35,35,9,3,0
Q9I636,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9I6Q3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9I6Z0,0,0,0,0,0,0,0,0,87,116,19,17,12,0
Q9I7I7,0,0,0,0,0,0,0,0,10,5,6,0,0,0
Q9I830,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9I8B3,0,0,0,0,0,0,0,0,12.853,15.24,5.001,0,2,0
Q9I8D0,0,0,0,0,0,0,0,0,20,22,10,3,3,0
Q9I926,0,0,0,0,0,0,0,0,8,17,3,0,0,0
Q9I993,0,0,0,0,0,0,0,0,594.999,424,139.429,313.998,19,0
Q9I9B9,0,0,0,0,0,0,0,0,650,645,254,274,51,0
Q9I9H8,0,0,0,0,0,0,0,0,17,23,5,2,2,0
Q9IAJ6,0,0,0,0,0,0,0,0,76,69,44,59,7,0
Q9IAL8,0,0,0,0,0,0,0,0,60,43,29,32,10,0
Q9IBD1,0,0,0,0,0,0,0,0,81.861,145.542,50,54,18,0
Q9J4Z5,0,0,0,0,0,0,0,0,374.567,370,182.001,104,22,0
Q9J4Z6,0,0,0,0,0,0,0,0,12.993,10.847,7.831,3.999,1.998,0
Q9J505,0,0,0,0,0,0,0,0,5,0,5,0,4,0
Q9J516,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9J569,0,0,0,0,0,0,0,0,131,132.87,37,37,8,0
Q9J5A7,0,0,0,0,0,0,0,0,182,181,112,42,4,0
Q9J5H8,0,0,0,0,0,0,0,0,197,159,70.277,53,11,0
Q9J5I9,0,0,0,0,0,0,0,0,8,14,8,0,0,0
Q9JHI8,0,0,0,0,0,0,0,0,15.928,21.753,10.05,32.333,0,0
Q9JHP7,0,0,0,0,0,0,0,0,18,32,5,0,2,0
Q9JHR7,0,0,0,0,0,0,0,0,39,32,40,5,3,0
Q9JHW1,0,0,0,0,0,0,0,0,70,88,35,18,15.862,0
Q9JHW4,0,0,0,0,0,0,0,0,23,30,7,12,6,0
Q9JI13,0,0,0,0,0,0,0,0,16,36.495,2,5,5,0
Q9JI51,0,0,0,0,0,0,0,0,24,17,5,0,6,0
Q9JI74,0,0,0,0,0,0,0,0,454,326,108,275,36,0
Q9JI90,0,0,0,0,0,0,0,0,553.329,491.447,218.003,333.779,34.974,0
Q9JIS7,0,0,0,0,0,0,0,0,293,367,159,80,45,0
Q9JJ09,0,0,0,0,0,0,0,0,388,335,193,135,24,0
Q9JJ11,0,0,0,0,0,0,0,0,861,762,215,272,73,0
Q9JJ59,0,0,0,0,0,0,0,0,244,212,78,67,23,0
Q9JJ79,0,0,0,0,0,0,0,0,370.49,202.642,96,80,13,0
Q9JJ80,0,0,0,0,0,0,0,0,72,120,49,7,12,0
Q9JJK2,0,0,0,0,0,0,0,0,1,7,0,0,0,0
Q9JJS0,0,0,0,0,0,0,0,0,214,192,132,18,9,0
Q9JK25,2,0,0,0,0,0,0,0,136.248,148,89,39,26,0
Q9JK42,0,0,0,0,0,0,0,0,4,5,17,0,6,0
Q9JKA7,0,0,0,0,0,1,0,0,473,574,228,120.889,42,0
Q9JKA8,0,0,0,0,0,0,0,0,308,383,163,55,32,0
Q9JKA9,0,0,0,0,0,0,0,0,261,275,90,61,11,0
Q9JKB0,0,0,0,0,0,0,0,0,258,221,64,8,6,0
Q9JKB8,0,0,0,0,0,0,0,0,403,540,145,156,58,0
Q9JKK8,0,0,0,0,0,0,0,0,171,236,95,73,28,0
Q9JKR5,0,0,0,0,0,0,0,0,90,179,63,8,14,0
Q9JLG8,0,0,0,0,0,0,0,0,249.009,296.824,109.74,81.398,23.175,0
Q9JLI7,0,0,0,0,0,0,0,0,622.126,525.371,253.445,291,55,0
Q9JLK3,0,0,0,0,0,0,0,0,96,93,33,6,16,0
Q9JLY7,0,0,0,0,0,0,0,0,1669,1615,609,802,113,0
Q9JM15,0,0,0,0,0,0,0,0,496,308.786,132.033,213.886,15.128,0
Q9JM83,0,0,0,0,0,0,0,0,1614.659,1406.541,647.123,465.997,167,0
Q9JMC3,0,0,0,0,0,0,0,0,32,79,39,0,6,0
Q9JMD3,0,0,0,0,0,0,0,0,113,97,33,24,18,0
Q9JMK2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9JVB6,0,0,0,0,0,0,0,0,3,2,0,9,3,0
Q9JYF7,0,0,0,0,0,0,0,0,46,73,24,24,23,0
Q9K0I2,7,0,0,0,0,0,0,0,1889.222,653.528,328.801,462.033,34.229,0
Q9K498,0,0,0,0,0,0,0,0,154.854,138,75,89.291,5,0
Q9K5P0,0,0,0,0,0,0,0,0,102,117,48,18,13,0
Q9K993,0,0,0,0,3,0,0,0,1821,1503,648,651,135,0
Q9K9G5,0,0,5,0,0,0,0,0,421,398,156,212,47,0
Q9K9G8,0,0,0,0,0,0,0,0,67,52,24,43,3,0
Q9KAH5,0,0,0,0,0,0,0,0,37,54,6,15,0,0
Q9KED3,0,0,0,0,0,0,0,0,15,18,13,3,0,0
Q9KG32,0,0,0,0,0,0,0,0,39,66,37,33,12,0
Q9KN00,1,0,0,0,0,0,0,0,232,207.385,108,122.952,2,0
Q9KQH0,0,0,0,0,0,0,0,0,3,0,0,0,1,0
Q9KQH7,0,0,0,0,0,0,0,0,355,337,190,83,23,0
Q9KUX4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9KVD5,0,0,0,0,0,0,0,0,39,51,8,10,9,0
Q9KWN0,0,0,0,0,0,0,0,0,103.998,150,19,29,8,0
Q9KWN1,0,0,0,0,0,0,0,0,0.983,0,0,0,0,0
Q9KWU4,0,0,0,0,0,0,0,0,356,313,129,180,30,0
Q9KX40,0,0,0,0,0,0,0,0,1310,1043,411,724,71,0
Q9L4K0,0,0,0,0,0,0,0,0,35,19,8,8,9,0
Q9L4Q7,0,0,0,0,0,0,0,0,46,49,17,14,7,0
Q9L6B8,0,0,0,0,0,0,0,0,10,11,3,0,2,0
Q9L7R4,0,0,0,0,0,0,0,0,80,126.106,39,16,0,0
Q9L9F2,0,0,0,0,0,0,0,0,3,2,0,0,1,0
Q9L9G0,0,0,0,0,0,0,0,0,1840.838,325.715,110.384,919.782,6,0
Q9LBG2,0,0,0,0,0,0,0,0,255.046,221.475,69.087,49,24,0
Q9LD55,0,0,0,0,0,0,0,0,443.208,339.307,197.889,146,11,0
Q9LD90,0,0,0,0,0,1,0,0,137,145,67,59,21,0
Q9LDC0,0,0,0,0,0,0,0,0,50.94,58,37,0,11,0
Q9LDH3,0,0,0,0,0,0,0,0,75.667,99,43,14,9,0
Q9LDI3,0,0,0,0,0,0,0,0,253.281,273,128.026,33,51,0
Q9LDK9,0,0,0,0,0,0,0,0,65,78,29,1,0,0
Q9LDY2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LDY5,0,0,0,0,0,0,0,0,15,12,2,9,7,0
Q9LE82,0,0,0,0,0,0,0,0,220,273,92,49,31,0
Q9LEB4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LEK8,0,0,0,0,0,0,0,0,29,46,21,35,4,0
Q9LEN0,0,0,0,0,0,0,0,0,58,82,26,0,2,0
Q9LER0,0,0,0,0,0,0,0,0,1,13,0,0,2,0
Q9LEU4,0,0,0,0,0,0,0,0,43.379,71,15,16,1,0
Q9LEV7,0,0,0,0,0,0,0,0,58.035,79.303,32,26,9,0
Q9LEW8,0,0,0,0,0,0,0,0,1,8,6,0,1,0
Q9LEY9,0,0,0,0,0,0,0,0,59,59,32,51,3,0
Q9LF61,0,0,0,0,0,0,0,0,68.015,83,29,14,5,0
Q9LF98,0,0,0,0,0,0,0,0,1.565,45.616,0,0,0,0
Q9LFB8,0,0,0,0,0,0,0,0,163,149,107,27,8,0
Q9LFC5,0,0,0,0,0,0,0,0,15,4,3,0,0,0
Q9LFE0,5,0,0,0,0,0,0,0,472,541,240,207,69,0
Q9LFE3,0,0,0,0,0,0,0,0,1438.408,1276.43,624,1377.977,115,0
Q9LFG8,0,0,0,2,0,0,0,0,732.2,635.935,264.412,250.659,52,0
Q9LFH6,0,0,0,0,0,0,0,0,146,215,138,18,32,0
Q9LFM5,0,0,0,0,0,0,0,0,154.671,112.931,48.758,84.523,3.932,0
Q9LFN3,0,0,0,0,0,0,0,0,164,225,134,45,16,0
Q9LFP3,0,0,0,0,0,0,0,0,101,126,45,8,32,0
Q9LFV6,0,0,0,0,0,0,0,0,10.951,8,0,0,1,0
Q9LG23,0,0,0,0,0,0,0,0,8,17,3,0,0,0
Q9LG26,0,0,0,0,0,0,0,0,52,50,0,9,0,0
Q9LGZ2,0,0,0,0,0,0,0,0,17,36,15,1,3,0
Q9LH39,0,0,0,0,0,0,0,0,27.443,24.588,7,2,0,0
Q9LH76,0,0,0,0,0,0,0,0,44.141,19.908,0,3.28,3,0
Q9LHD2,0,0,0,0,0,0,0,0,162,368,144,62,63,0
Q9LHE5,0,0,1,0,0,0,0,0,314,331,91,77,24,0
Q9LHG8,0,0,0,0,0,0,0,0,36,23,8,5,1,0
Q9LHG9,1,0,0,0,0,0,0,0,797,726,346,859,129,0
Q9LHH7,0,0,0,0,0,0,0,0,65,103,21,21,14,0
Q9LHN7,1,0,0,0,0,0,0,0,398,369,151,128,46,0
Q9LIA4,0,0,0,0,0,0,0,0,911,610,262,565,49,0
Q9LIB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LIC2,0,0,7,0,0,0,0,0,758,724,294,174,87,0
Q9LID0,0,0,0,0,0,0,0,0,55.109,100.297,34.872,27.47,10.271,0
Q9LID6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LIG0,0,0,0,0,0,0,0,0,1288,988,495.849,636,64,0
Q9LIQ7,0,0,0,0,0,0,0,0,729,852,267,1057,51,0
Q9LIR6,0,0,0,0,0,0,0,0,15,15,9,0,0,0
Q9LIR9,0,0,0,0,0,0,0,0,28,40,17,0,7,0
Q9LJ45,0,0,0,0,0,0,0,0,1.053,0,0,0,0,0
Q9LJ87,0,0,0,0,0,0,0,0,64,83,35,10,5,0
Q9LJD8,0,0,0,0,0,0,0,0,126,118.256,64,21,5,0
Q9LJL3,0,0,0,0,0,0,0,0,1017,679,349,274,38,0
Q9LJN8,0,0,0,0,0,0,0,0,5,21.261,16.002,11,1,0
Q9LJU2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LJU7,0,0,0,0,0,0,0,0,25,34,15,7,3,0
Q9LJX4,0,0,0,0,0,0,0,0,7819,5527,2198,5398,320,0
Q9LJX8,0,0,0,0,0,0,0,0,1397,1392,571,421,170,0
Q9LK03,0,0,0,0,0,4,0,0,106,102.999,40,24,2,0
Q9LK09,0,0,0,0,0,0,0,0,259.43,212.976,90.575,112.1,22.674,0
Q9LK16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LK23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LK25,0,0,0,0,0,0,0,0,257,243,106,88,13,0
Q9LK34,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LK43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LK65,0,0,0,0,0,0,0,0,46,49,29,13,5,0
Q9LK94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LKB9,0,0,2,0,0,0,0,0,1242,1032,516,258,50,0
Q9LKI7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LKJ1,0,0,0,0,0,0,0,0,140,137,45,35,16,0
Q9LKJ3,0,0,0,0,0,0,0,0,19.976,28.61,0,29.739,0,0
Q9LKU8,0,0,0,0,0,0,0,0,56.301,92.275,54.545,13.787,3.109,0
Q9LKW9,0,0,0,0,0,0,0,0,469.021,672.614,345.585,74,72,0
Q9LLY4,0,0,0,0,0,0,0,0,74,121,36,38,12,0
Q9LM02,0,0,0,0,0,0,0,0,242,188,80,150,42,0
Q9LM25,0,0,0,0,0,0,0,0,219,177,72,82,30,0
Q9LM92,0,0,0,0,0,0,0,0,545.006,469.003,173.232,235.288,102.032,0
Q9LMA1,0,0,0,0,0,0,0,0,175,211,56,84,22,0
Q9LMJ7,0,0,0,0,0,0,0,0,135,149,58,20,4,0
Q9LMR3,0,0,0,0,0,0,0,0,98,126,41,34,30,0
Q9LMT1,0,0,0,0,0,0,0,0,338,333,141,55,47,0
Q9LMT2,0,0,1,0,0,0,0,0,369,398,202,161,33,0
Q9LN20,0,0,0,0,0,0,0,0,69,79,12,6,5,0
Q9LN22,0,0,0,0,0,0,0,0,9,20,1,0,1,0
Q9LN62,0,0,0,0,0,0,0,0,27,24,8,0,6,0
Q9LN71,0,0,0,0,0,0,0,0,31,76,46,6,0,0
Q9LNB6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LND7,1,0,3,0,0,0,0,0,143,165,111,16,15,0
Q9LND8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LNF4,0,0,0,0,0,0,0,0,7,24,0,0,5,0
Q9LNQ4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LNV5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LP24,0,0,0,0,0,0,0,0,71.761,76.089,48.526,60.326,3.95,0
Q9LP45,0,0,0,0,0,0,0,0,442,400,145,254,34,0
Q9LPD9,0,0,0,0,0,0,0,0,3.451,0,9.092,0,0,0
Q9LPK5,0,0,0,0,0,0,0,0,30,45,23,25,3,0
Q9LPN5,0,0,0,0,0,0,0,0,27,53,25,14,3,0
Q9LPT6,0,0,0,0,0,0,0,0,28,27,13,12,14,0
Q9LPV5,3,0,0,4,0,0,0,1,21305.633,13008.867,5938.978,4582.306,1199.62,0
Q9LPX2,0,0,0,0,0,0,0,0,107,114,56,15,11,0
Q9LQ14,0,0,0,0,0,0,0,0,389.017,293.181,112,143,9,0
Q9LQ15,0,0,0,0,0,0,0,0,2,3,0,0,0,0
Q9LQ16,0,0,0,0,0,0,0,0,106.983,129.819,52,24,5,0
Q9LQK0,0,0,0,0,0,0,0,0,17,53,6,4,8,0
Q9LQN4,0,0,0,0,0,0,0,0,26,33,19,8,12,0
Q9LQX2,0,0,0,0,0,0,0,0,98.976,61.007,39,25,5,0
Q9LR64,0,0,0,0,0,0,0,0,553,593.014,263,242,35,0
Q9LR75,0,0,0,0,0,0,0,0,483.844,374,214,151.34,24.696,0
Q9LR78,0,0,0,0,0,5,0,0,397.933,442.571,166.007,76.008,43.012,0
Q9LRE5,0,0,0,0,0,0,0,0,246,270,113,30,48,0
Q9LRE6,0,0,0,0,0,0,0,0,242.426,256.45,73.915,42.982,5,0
Q9LRP2,0,0,0,1,0,0,0,0,317,428,231,67,20,0
Q9LRR7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LRZ4,0,0,0,0,0,0,0,0,44,39,15,0,9,0
Q9LRZ5,0,0,0,0,0,0,0,0,19,61,29,18,0,0
Q9LS39,0,0,0,0,0,0,0,0,14,13,0,0,0,0
Q9LSD0,0,0,0,0,0,0,0,0,38,31,30,18,5,0
Q9LSE4,0,0,0,0,0,0,0,0,381,256,75,67,27,0
Q9LSH2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LSJ2,0,0,0,0,0,0,0,0,284,150,51,43,13,0
Q9LSJ5,0,0,0,0,0,0,0,0,0,0,2,0,0,0
Q9LSJ6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LSL9,0,0,0,0,0,0,0,0,8,20.455,6,0,8,0
Q9LSM9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LSV0,0,0,0,0,0,0,0,0,181,203,77,108,27,0
Q9LSW8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LSX4,0,0,0,0,0,0,0,0,242,293,105,128,51,0
Q9LT02,0,0,0,0,0,0,0,0,98,117,43,23,11,0
Q9LT25,0,0,0,0,0,0,0,0,44,42,15,5,5,0
Q9LT31,0,0,0,0,0,0,0,0,26,24.213,8,0,1,0
Q9LT35,0,0,0,0,0,0,0,0,199,180,55,21,11,0
Q9LT68,0,0,1,0,0,0,0,0,2256,1728,805,582,108,0
Q9LT77,0,0,0,0,0,0,0,0,37.994,60.948,32,18,6,0
Q9LT81,0,0,0,0,0,0,0,0,133.352,244.119,78,69,17,0
Q9LTD8,0,0,0,0,0,0,0,0,58,60,46,3,2,0
Q9LTI3,0,0,0,0,0,0,0,0,19,41,7,0,11,0
Q9LTR9,0,0,0,0,0,0,0,0,207,171,77,40,8,0
Q9LTS6,0,0,0,0,0,0,0,0,64,35,10,24,8,0
Q9LTW0,0,0,0,0,0,0,0,0,55,96,47,16,7,0
Q9LTX3,0,0,0,0,0,0,0,0,71,59,15,13,9,0
Q9LTX4,0,0,0,0,0,0,0,0,51,75,23,8,2,0
Q9LU10,0,0,0,0,0,0,0,0,43,30,16,14,9,0
Q9LU46,0,0,0,0,0,0,0,0,208,222,109,164,29,0
Q9LU47,0,0,0,0,0,0,0,0,75,67,23,9,1,0
Q9LU60,0,0,0,0,0,0,0,0,6,7,1,7,1,0
Q9LU89,0,0,0,0,0,0,0,0,250,193,103,99,19,0
Q9LUD4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LUE3,0,0,0,0,0,0,0,0,1139,724,334,1331,49,0
Q9LUQ6,18,0,0,0,0,19,17,4,1857.237,1741.303,1026.141,1517.913,329.836,0
Q9LUT0,0,0,0,0,0,0,0,0,83,61,41,3,7,0
Q9LUT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LUZ4,0,0,0,0,0,0,0,0,33,21,7,4,1,0
Q9LV03,0,0,0,0,0,0,0,0,170.994,153,74,20,30,0
Q9LV09,0,0,0,0,0,0,0,0,80,126.607,41,10,21,0
Q9LV93,0,0,0,0,0,0,0,0,369,419,208,94,22,0
Q9LVA7,0,0,0,0,0,0,0,0,226,218,90.857,109,19,0
Q9LVD0,0,0,0,0,0,0,0,0,29,45,29,58,8,0
Q9LVE2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LVE4,0,0,0,0,0,0,0,0,1355.302,1147.377,605.003,375.427,65,0
Q9LVH5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LVJ0,0,0,0,0,0,0,0,0,350,474.999,166.22,163,67,0
Q9LVN7,0,0,0,0,0,0,0,0,375.574,329.55,131.085,133.018,36,0
Q9LVQ8,0,0,0,0,0,0,0,0,274,158,81,43,17,0
Q9LW07,0,0,0,0,0,0,0,0,4,6,0,0,0,0
Q9LW15,0,0,0,0,0,0,0,0,844.999,673,243,305,98,0
Q9LW57,0,0,0,0,0,0,0,0,3,9,9,0,6,0
Q9LW62,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LW77,0,0,0,0,0,0,0,0,89,60,32,71,21,0
Q9LX27,0,0,0,0,0,0,0,0,281.173,301,89.014,127,46,0
Q9LX29,0,0,0,0,0,0,0,0,11,3,5,7,0,0
Q9LX31,1,0,0,0,0,0,0,0,699,870,367,542,130,0
Q9LXC9,0,0,0,0,0,1,0,0,1438.853,1436.006,473.9,827.025,171,0
Q9LXF8,0,0,0,0,0,0,0,0,2363,2067.001,659,1077.999,113,0
Q9LXG1,3,2,4,0,0,9,0,0,4598,4663,2792,4276,734,0
Q9LXH0,0,0,0,0,0,0,0,0,383.913,183.429,43.771,17.98,20.442,0
Q9LXV4,0,0,0,0,0,0,0,0,113,104,57,33,13,0
Q9LXY6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LY23,0,0,0,0,0,0,0,0,86.935,131.5,51.27,21,10,0
Q9LY50,0,0,0,0,0,0,0,0,58,55.918,20,45,8,0
Q9LY51,0,0,0,0,0,0,0,0,150,127,61,29,24,0
Q9LY75,0,0,0,0,0,0,0,0,35,81,15,20,24,0
Q9LY77,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LYA9,0,0,0,0,0,0,0,0,85,82,54,35,7,0
Q9LYG9,0,0,0,0,0,0,0,0,70,76,40,2,6.691,0
Q9LYJ9,0,0,0,0,0,0,0,0,646.999,713,278,435,61,0
Q9LYK2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LYN7,1,0,0,0,0,0,0,0,2031.454,1428.133,562.576,915,65.151,0
Q9LYP1,0,0,0,0,0,0,0,0,102,113,41,24,11,0
Q9LYR2,0,0,0,0,0,0,0,0,280.38,197.502,139.452,62.276,22.74,0
Q9LYR5,0,0,0,0,0,0,0,0,628,717,222,313,106,0
Q9LYS2,0,0,0,0,0,0,0,0,69,64,31,0,1,0
Q9LYT1,0,0,0,0,0,0,0,0,1.99,1.924,0,0,3.159,0
Q9LYT2,0,0,0,0,0,0,0,0,75,136,66,24,25,0
Q9LYU8,0,0,4,0,0,0,0,0,67,59,11,6,0,0
Q9LYW5,0,0,0,0,0,0,0,0,64,55,21,32,19,0
Q9LYZ9,0,0,0,0,0,0,0,0,59,37,17,17,17,0
Q9LZ82,0,0,0,0,0,0,0,0,827.983,975.106,348.67,200,121,0
Q9LZ98,0,0,0,0,0,0,0,0,518.564,441.861,134.109,266.355,40.818,0
Q9LZA6,0,0,0,0,0,0,0,0,110,75,31,33,9,0
Q9LZG0,0,0,0,0,0,0,0,0,145,128,43,44,12,0
Q9LZJ6,0,0,0,0,0,0,0,0,7,10,4,2,0,0
Q9LZK5,0,0,0,0,0,0,0,0,39,76,18,0,1,0
Q9LZQ9,0,0,0,0,0,0,0,0,285,273,90,18,36,0
Q9LZS3,0,0,0,0,0,0,0,0,134,114,47,22,8,0
Q9LZV8,0,0,0,0,0,0,0,0,82,85,42.142,11,11,0
Q9LZX6,0,0,0,0,0,0,0,0,388,350,89,127,42,0
Q9LZX8,0,0,0,0,0,0,0,0,111,162,59,15,14,0
Q9LZZ9,0,0,0,0,0,0,0,0,33,41,47,0,7,0
Q9M041,0,0,0,0,0,0,0,0,626,536.3,193,263,19,0
Q9M076,0,0,0,0,0,0,0,0,135,88.892,83,36,5,0
Q9M081,0,0,0,0,0,0,0,0,67,65,20,25,3,0
Q9M0E5,0,0,0,0,0,0,0,0,1,15,0,0,0,0
Q9M0N1,0,0,0,0,0,0,0,0,15,21,4,0,4,0
Q9M0R7,0,0,0,0,0,0,0,0,183,171,30,82,19,0
Q9M0S5,0,0,0,0,0,3,0,0,3360.264,1961.55,913,1273.806,155,0
Q9M0V0,0,0,0,0,0,0,0,0,97,99,32,36,17,0
Q9M0Y6,0,0,0,0,0,0,0,0,56,52,42,9,18,0
Q9M0Y8,0,0,0,0,0,0,0,0,170,178,61,62,16,0
Q9M0Z3,0,0,0,0,0,0,0,0,89,45,27,16,1,0
Q9M1C7,0,0,0,0,0,0,0,0,34,37,19,9,0,0
Q9M1H3,0,0,0,0,0,0,0,0,466,577,211,226,70,0
Q9M1K2,0,0,0,0,0,0,0,0,1283.178,1643.043,708.809,324,221.305,0
Q9M1R1,0,0,0,0,0,0,0,0,396,381.494,145,54.195,61,0
Q9M1R2,0,0,0,0,0,0,0,0,44,66,43,34,1,0
Q9M1V8,0,0,0,0,0,0,0,0,32,42,19,7,5,0
Q9M1X2,0,0,0,0,0,0,0,0,61,52,41,4,0,0
Q9M291,0,0,0,0,0,0,0,0,23,17,9,9,0,0
Q9M2D2,0,0,0,0,0,0,0,0,54.011,88.398,45,5,6,0
Q9M2F1,0,0,0,0,0,0,0,0,576.935,387,220,526,64,0
Q9M2G7,0,0,0,0,0,0,0,0,142,165,61,30,14,0
Q9M2P2,0,0,0,0,0,0,0,0,249,262,121,66,70,0
Q9M2P7,0,0,0,0,0,0,0,0,1896,1528,569,1120,135,0
Q9M2T2,0,0,0,0,0,0,0,0,215.817,194.206,87,84,19,0
Q9M2T9,0,0,0,0,0,0,0,0,229,204,71,49,25,0
Q9M2V9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9M2Z1,0,0,0,0,0,0,0,0,12,11,11,2,1,0
Q9M304,0,0,0,0,0,0,0,0,590.772,253.162,135.404,210.459,14,0
Q9M306,0,0,0,0,0,0,0,0,11,8,5,0,0,0
Q9M354,0,0,0,0,0,0,0,0,286,297,104,191,42,0
Q9M390,0,0,0,0,0,0,0,0,76.999,93.002,43,17,15,0
Q9M3G7,0,0,0,0,0,0,0,0,24,14,3,0,3,0
Q9M3H5,0,0,0,0,0,0,0,0,338,288,138,207,40,0
Q9M4A1,0,0,0,0,0,0,0,0,4,2,7,0,2,0
Q9M4B5,0,0,0,0,0,0,0,0,50.998,40.85,14,6,13.492,0
Q9M4G4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9M571,0,0,1,0,0,0,0,0,373.378,318.469,120.003,144,10,0
Q9M5A9,0,0,0,0,0,0,0,0,3134.985,2307,1044,922,318,0
Q9M622,0,0,0,0,0,0,0,0,71,61,25,16,4,0
Q9M682,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9M7I2,0,0,0,0,0,0,0,0,118,167,43,6,23,0
Q9M7K8,0,0,0,0,0,0,0,0,2055.01,1954.667,839.002,1120.467,208.944,0
Q9M7R0,0,1,3,0,0,0,0,0,788.134,824.443,308.145,250.345,119,0
Q9M888,0,0,0,0,0,0,0,0,643,543,236,284,38,0
Q9M8D3,0,0,0,0,0,0,0,0,591,284,128,114,3,0
