Entry,M_d1_C,M_d3_C,M_d6_C,O_d1_C,O_d3_C,O_d6_C,O_d7_C,O_d8_C,Past_d1_C,Past_d2_C,Past_d3_C,Past_d6_C,Past_d7_C,Pstr_d7_C
O60188,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O60218,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O60242,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O60285,0,0,0,0,0,0,0,0,0,0,0,0,0,11
O60291,2,1,0,74,122,180,66,158,0,0,0,0,0,0
O60303,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O60306,0,1,0,0,1,0,0,0,0,2,0,0,0,0
O60308,105,182,104,56,97,283,169,347,0,0,0,0,0,0
O60318,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O60343,0,0,1,0,0,5,0,0,0,0,0,0,0,0
O60447,6,12,20,161,226,200,109,199,0,0,0,0,0,0
O60488,0.836,5.445,0,5.086,22.661,25.024,12.978,18.511,0,0,0,0,0,0
O60508,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O60568,1,0,3,60,76,83,52,107,0,0,0,0,0,0
O60573,0,1,0,0,1,2,0,0,0,0,0,0,0,0
O60610,0,5,4,1,4,1,0,2,0,0,0,0,0,0
O60658,0,0,0,6,1,8,4,5,1,0,0,0,0,0
O60673,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O60683,0,0,1,0,0,0,0,0,0,0,0,0,0,0
O60721,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O60729,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O60741,1,5,2,0,2,17,5,25,0,0,0,0,0,0
O60840,3,5,1,12,22,23,6,22,0,0,0,0,0,0
O60911,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O60942,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O61065,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O61374,47,60,36,0,0,0,0,0,0,0,0,0,0,0
O61394,0,0,2,6.268,0,0,0,1.504,0,0,0,0,0,0
O61585,0,0,1,0,0,0,0,0,0,0,0,0,0,0
O61967,0,0,3,2,0,2,0,3,0,0,2,0,0,0
O62193,1,0,0,0,0,0,1,4,0,0,0,0,0,0
O62760,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O62761,1,0,1,0,0,0,0,2,0,0,0,0,0,0
O62829,7,1,0,0,7,12,0,0,0,0,0,0,0,0
O62830,59,130,37,4,0,2,0,3,0,0,0,0,0,0
O64175,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O64411,0,0,3,0,0,0,0,0,0,0,0,0,0,0
O64474,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O64527,1,6,1,0,0,0,0,0,0,0,0,0,0,0
O64530,1,3,0,1,0,0,1,0,0,0,0,0,0,0
O64624,1,3,1,1,14,1,9,9,0,0,0,0,0,0
O64629,32,32,28,2,4,0,1,4,0,0,0,0,0,0
O64642,403,420,372.011,534,797,554,398,574,0,0,0,0,0,0
O64644,54,49,34,540,581,499,465,392,0,0,0,0,0,0
O64730,107,61,100,11,18,15,11,14,0,0,0,0,0,0
O64740,0,1,9,0,0,0,0,0,0,0,0,0,0,0
O64748,0,0,0,0,1,0,0,0,0,0,0,0,0,0
O64750,2,1,0,0,1,0,0,1,0,0,0,0,0,0
O64815,0,3,0,0,1,0,0,4,0,0,0,0,0,0
O64882,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O64943,2,1,3,2.078,2.19,2.055,0,2.045,0,0,0,0,0,0
O65001,199,423,222,194.98,406,494,487,404,0,0,1,0,0,0
O65039,816,885,905.372,2302,2955,2442,2628,1646,0,2,0,0,0,0
O65082,802,1046,720,573,824,868,1108,603,0,0,0,0,0,0
O65084,0,0,0,0,0,9,0,2,0,0,0,0,0,0
O65278,0,0,0,1,1,0,1,3,0,0,0,0,0,0
O65315,0,0,1,20,30,35,30,41,0,0,0,0,0,0
O65390,6,9,6,0,4,4,0,6,0,0,0,0,0,0
O65413,120.207,260.672,69.614,8.792,0,0,0,0,0,0,0,0,0,0
O65418,6,9,14,9,12,16,5,17,0,3,0,0,0,0
O65426,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O65493,160,162,163,0,1,0,4,3,0,0,0,0,0,0
O65502,3,3,0,1,3,5,0,1,0,0,0,0,0,0
O65581,1957.673,2796.329,1763.807,1490.944,2733.554,4239.889,3354.008,3241.432,0,2,9,0,0,0
O65583,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O65639,0,0,0,1,0,0,0,0,0,0,0,0,0,0
O65677,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O65729,2619,2485.011,1924,6473,8751,6031,12674,3836,0,1,0,1,0,10
O65731,4.924,0,1.125,6.289,6.409,9.41,26.492,4.871,0,0,0,0,0,0
O66043,2,0,0,0,2,0,0,0,0,0,0,0,0,0
O66114,0,0,0,0,4,0,0,0,0,0,0,0,0,0
O66515,2178.078,3144.406,2088.305,1456.766,3074.287,4512.889,4009.906,3671.201,0,1,4,0,0,0
O66821,65,50,80,54,89,68,20,121,0,0,0,0,0,0
O66921,2,1,7,1,1,0,0,17,0,0,0,0,0,0
O66923,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O67109,2,11,6,0,0,2,0,0,0,0,0,0,0,0
O67327,227,165,237,362,552,414,220,345,0,0,0,0,0,0
O67359,8,6,8,1,0,0,0,0,0,0,0,0,0,0
O67533,119,86,124,139,154,168,125,186,0,0,0,0,0,0
O67611,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O67638,2,3,4,0,9,1,0,3,0,0,0,0,0,0
O67716,16,18,20,184,342,121,215,91,0,0,2,5,0,0
O67781,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O67820,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O67849,0,0,0,0,0,1,0,1,0,0,0,0,0,0
O68008,0,3,0,0,0,0,0,0,0,0,0,0,0,0
O69060,0,0,0,18,7,12,16,12,0,0,0,0,0,0
O69462,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O70089,332,292,361,728,1269,833,921,655,0,0,0,0,0,0
O70157,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O70249,0,0,1,0,1,0,1,1,0,0,0,0,0,0
O70310,0,0,0,0,4,0,0,13,0,0,0,0,0,0
O70351,0,0,0,0,7,4,6,1,0,0,0,0,0,0
O70362,0,0,5,0,0,0,0,0,0,0,0,0,0,0
O70439,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O70445,4.544,0,2,1,0,8,0,9,0,0,0,0,0,0
O70472,6,0,5,16,27,49,8,77,0,0,0,0,0,0
O70475,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O70489,2,4,5,16,44,38,35,76,0,0,0,0,0,0
O70496,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O70507,44.584,35.868,23.453,15,25,48.609,20,83.675,0,0,0,0,0,0
O70511,124,152,68,150,334,623,311,635,0,0,0,0,0,6
O70571,1,5,0,1,0,0,0,1,0,0,0,0,0,0
O70595,3,1,2,4,25,10,0,7,0,0,0,0,0,0
O70628,0,2,0,0,0,1,0,0,0,0,0,0,0,0
O73700,225,275,238,178,404,393,132,424,0,0,0,0,0,0
O73787,0,0,3,0,0,6,0,4,0,0,0,0,0,0
O73875,3,0,0,0,0,0,0,0,0,0,0,0,0,0
O73888,0,2,0,0,1,0,0,0,0,0,0,0,0,0
O73944,0,0,0,1,0,0,0,1,0,0,0,0,0,0
O74113,1,4,7,9,23,8,4,13,0,0,0,0,0,0
O74180,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O74319,10,14,5,0,0,0,0,0,0,0,0,0,0,0
O74327,0,0,0,5,10,7,10,24,0,0,0,0,0,0
O74349,0,0,5,1,26,5,9,27,0,0,0,0,0,0
O74377,3,6,2,5,0,2,13,1,0,0,0,0,0,0
O74382,0,1,0,1,5,4,0,3,0,0,0,0,0,0
O74396,4,0,0,1,0,0,0,1,0,0,0,0,0,0
O74402,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O74405,0,0,0,1,0,0,0,0,0,0,0,0,0,0
O74411,0,0,0,0,0,0,0,2,0,0,0,0,0,0
O74413,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O74431,3,6,15,30,67,25,10,85,0,2,0,4,0,0
O74445,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O74456,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O74465,23,14,20,429,593,616,383,741,0,0,1,0,0,0
O74467,47,63,44,3,0,2,7,15,0,0,0,0,0,0
O74475,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O74476,16,25,22.785,0,0,2,0,0,0,0,0,0,0,0
O74477,0,0,0,0,0,0,1,0,0,0,0,0,0,0
O74480,0,0,1,0,1,0,1,0,0,0,0,0,0,0
O74489,15,15,27,0,4,0,0,5,2,0,0,0,0,0
O74493,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O74507,0,0,3,0,1,0,0,0,0,0,0,0,0,0
O74534,47,44,57,2,4,5,9,6,0,0,0,0,0,0
O74545,0,5,3,5,1,4,7,6,0,0,0,0,0,0
O74546,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O74553,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O74777,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O74803,3,2,7,0,0,0,0,1,0,0,0,0,0,10
O74805,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O74810,14,7,13,8,13,16,8,19,0,0,0,0,0,0
O74832,4,3,6,0,0,0,0,0,0,0,0,0,0,0
O74835,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O74841,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O74850,4,3,7,0,0,0,0,1,0,0,0,0,0,0
O74855,56,60,53,12,16,14,19,80,0,0,0,0,0,0
O74856,0,0,4,0,4,0,0,6,0,0,0,0,0,0
O74857,10,2,6,5,9,2,6,3,0,0,0,0,0,0
O74862,1,0,0,0,0,1,0,0,0,0,0,0,0,0
O74888,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O74935,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O74945,0,0,0,0,3,4,0,0,0,3,0,0,0,0
O74955,0,0,3,0,0,0,0,4,0,0,0,0,0,0
O74959,221,241,238,116,184,142,137,195,0,0,1,0,0,0
O74965,0,4,0,3,2,9,12,19,0,0,0,0,0,0
O74975,10.665,2.882,27.981,10.735,37.468,29,13,20.669,0,0,0,0,0,0
O74976,17,29,12,702,992,926,985,965,0,0,0,0,0,0
O75001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O75064,0,0,0,0,11,8,1,13,0,0,0,0,0,0
O75161,3,5,2,3,1,0,13,9,0,0,0,0,0,0
O75175,2,1,0,4,8,7,0,5,0,0,4,0,0,0
O75179,1,6,4,30,15,12,5,25,0,0,0,0,0,0
O75197,18,23,8,2,5,8,2,5,0,0,0,0,0,0
O75343,3,4,15,2,7,7,7,27,0,0,0,0,0,0
O75351,0,0,0,0,3,0,0,0,0,0,0,0,0,0
O75355,1,0,0,0,0,0,0,0,0,0,0,0,0,0
O75366,9,1,0,4,8,6,4,6,0,0,0,0,0,0
O75386,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O75387,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O75400,43,31,16,2,4,1,0,0,0,0,0,0,0,0
O75417,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O75449,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O75533,0,0,0,0,2,2,0,3,0,0,0,0,0,0
O75582,0,0,0,0,1,0,0,0,0,0,0,0,0,0
O75602,832.977,1153.063,746.99,724,1451,1336.343,892,1331,0,0,0,0,0,0
O75643,2,2,0,20,54,101,55,130,0,1,0,0,0,0
O75694,95,142,96,6,9,7,22,7,0,2,0,0,0,0
O75762,51,20,59,1,4,0,1,3,0,0,0,0,0,0
O75808,427.479,656.993,342.143,109,139.169,133,96,224.049,0,0,0,0,0,0
O75832,1,0,5,2,3,0,0,0,0,0,0,0,0,0
O75864,0,13,0,0,0,0,0,0,0,0,0,0,0,0
O75880,1,0,5,0,3,0,2,4,0,0,0,0,0,0
O75884,7,10,17,0,0,0,0,0,0,0,0,0,0,0
O75899,25.895,153.599,62.579,149.365,144.277,119.949,0,105.138,0,0,0,0,0,0
O75912,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O76039,0,1,0,0,1,9,0,1,0,0,1,0,0,0
O76082,1,4,0,0,0,0,0,1,0,0,0,0,0,0
O76083,0,0,0,7,2,3,1,6,0,0,0,0,0,0
O76094,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O76360,0,0,0,0,0,0,0,0,0,2,0,0,0,0
O76512,1,0,3,0,1,1,0,7,0,0,0,0,0,0
O76767,53,50,61,27,63,44,51,47,0,0,0,0,0,0
O76924,3,0,1,39,120,64,70,59,0,0,0,0,0,0
O77264,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O77323,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O77404,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O77458,3,13,4,134,358,652,374,575,0,0,0,0,0,0
O77695,0,2,1,1,0,0,0,0,0,0,0,0,0,0
O77821,8,2,13,0,0,0,0,0,0,0,0,0,0,0
O78410,9,36,16,21,49,60,39,74,0,1,0,0,0,0
O78490,0,1,2,132,158,180,98,178,0,0,0,0,0,0
O78516,7,14,12,2,5,2,1,9,0,0,0,0,0,0
O80333,0,0,0,332,917,657,416,671,0,0,0,0,0,0
O80345,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O80358,0,0,0,3,0,0,0,0,0,0,0,0,0,0
O80362,0,0,1,2,0,0,0,0,0,0,0,1,0,0
O80396,13,1,8,120,185,65,89,117,0,0,0,0,0,0
O80449,0,0,0,0,0,2,0,10,0,0,0,0,0,0
O80480,0,3,0,0,0,0,0,0,0,0,0,0,0,0
O80513,208,232,128,107,313,279,219,355,0,0,0,0,0,0
O80548,1,3,0,0,2,2,9,4,0,4,0,0,0,0
O80585,0,0,0,58,144,173,137,120,0,0,0,0,0,0
O80642,0,0,0,0,0,0,0,2,0,0,0,0,0,0
O80668,5,12,9,22,14,30,6,20,0,0,0,0,0,0
O80685,0,0,0,44,43,82,12,52,0,0,0,0,0,0
O80695,0,0,0,0,2,0,0,3,0,0,0,0,0,0
O80725,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O80763,2,3,2,10,6,3,18,5,0,0,0,0,0,0
O80770,3,1,1,2,1,2,1,3,0,0,0,0,0,0
O80775,1,7,11,7,7,3,5,18,0,0,0,0,0,0
O80786,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O80796,2,1,4,5,1,0,0,0,0,0,0,0,0,0
O80832,1,3,0,2,0,0,0,1,0,0,0,0,0,0
O80840,28,24,30,43,108,41,8,56,0,0,0,0,0,0
O80845,0,0,0,1,0,0,0,0,0,0,0,0,0,0
O80871,2,9,7,1,0,1,0,1,0,0,0,0,0,0
O80885,0,0,0,73,100,49,53,81,0,0,0,0,0,0
O80925,101,113,120,92,178,93,47,98,0,0,0,0,0,0
O80934,0,0,0,0,0,0,0,2,0,0,0,0,0,0
O80958,11,13,5,19,11,11,1,15,0,1,0,0,0,0
O80977,0,0,0,0,5,0,0,0,0,0,0,0,0,0
O81072,0,4,1,1,3,0,8,12,0,0,0,0,0,0
O81123,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O81148,1,2,0,0,0,1,0,0,0,0,0,0,0,0
O81304,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O81332,5,4,1,1,7,2,0,8,0,0,0,0,0,0
O81635,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O81716,0,0,0,3,1,0,0,0,0,0,0,0,0,0
O81742,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O81845,0,0,0,1,0,0,0,2,0,0,0,0,0,0
O81852,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O81864,0,0,4,1,0,0,0,2,0,0,0,0,0,0
O81916,0,0,0,0,4,0,0,3,0,0,0,0,0,0
O82018,0,0,0,2,0,3,3,0,0,0,0,0,0,0
O82039,1,1,0,5,20,16,13,28,0,0,0,0,0,0
O82040,37,27,71,11,13,5,0,20,0,0,0,0,0,0
O82143,4,1,0,5,3,1,7,2,0,0,0,0,0,0
O82150,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O82171,193,328,207,5,19,0,5,5,0,1,0,0,0,0
O82175,0,0,0,29,79,54,44,84,0,0,0,0,0,0
O82199,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O82200,0,0,2,0,0,0,0,0,0,0,0,0,0,0
O82201,6,0,0,1,0,0,0,0,0,0,0,0,0,0
O82204,0,2,4,3,1,0,0,0,0,0,0,0,0,2
O82233,0,1,0,0,0,0,0,0,0,0,0,0,0,0
O82251,3,0,1,0,0,0,0,0,0,0,0,0,0,0
O82261,5,12,8,4,3,3,0,24,0,0,0,0,0,0
O82265,72.001,80.999,34,50.001,113,110,62,125.001,0,0,0,0,0,0
O82279,0,0,0,24,38,42,10,50,0,0,0,0,0,0
O82318,3,8,8,6,6,11,9,10,0,0,0,0,0,0
O82380,3,2,3.123,4,0,0,0,0,0,0,0,0,0,0
O82390,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O82392,3,11,18,8,17,9,9,21,0,5,0,0,0,0
O82413,350,401,452,286,385,494,573,322,0,0,0,0,0,0
O82422,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O82462,21,32,13,4,3,11,1,6,0,0,0,0,0,1
O82528,3,5,0,3076,3643,3470,4902.065,1766,1,0,4,0,0,0
O82531,634,749,486,490,970,752,896,651,0,0,0,0,0,0
O82637,15,27,14,1,11,11,3,6,0,0,0,0,0,0
O82659,13,20,12,42,111,118,80,179,0,0,0,0,0,0
O82756,6,15,8,5,0,0,8,0,0,0,0,0,0,0
O82782,2,7,7,9,4,5,3,6,0,0,0,0,0,0
O82796,0,0,0,24.134,15,28,0,10.701,0,0,0,0,0,0
O82797,3223,4022,3031,4074,6535.073,5448.999,7219,3743,0,0,4,0,0,0
O83041,0,0,0,1,1,0,0,0,0,0,0,0,0,0
O83075,0,2,7,0,0,3,5,3,0,0,0,0,0,0
O83553,3,12,0,0,1,1,0,2,0,0,0,0,0,0
O83578,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O83585,2,0,0,3,22,3,1,12,0,0,0,0,0,0
O84038,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O84548,0,0,0,0,0,0,0,1,0,0,0,0,0,0
O85304,0,2,3,9,7,5,1,17,0,0,0,0,0,0
O86271,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O86365,5,16,17,0,0,1,0,3,0,0,0,0,0,0
O86564,2,0,0,1,0,2,0,3,0,0,0,0,0,0
O87873,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O88022,1,1,2,38,74,45,18,69,0,0,0,0,0,0
O88202,0,0,0,0,0,0,0,1,0,0,0,0,0,0
O88342,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O88345,95,117,98,54,106,76,63,96,0,0,0,0,0,0
O88407,0,0,0,0,0,0,0,0,0,0,0,0,0,3
O88420,2,2,3,0,0,0,0,2,0,0,0,0,0,0
O88427,3,16,6,4,5,2,1,6,0,0,1,0,0,0
O88445,0,1,0,0,12,6,0,10,0,0,0,0,0,0
O88448,0,12.716,7,1,6,22,0,5,0,0,0,0,0,0
O88457,56,77,32,24,66,121,30,128,3,2,0,0,0,0
O88502,8,48,74,3,3,3,1,4,0,0,0,0,0,0
O88531,0,0,0,4.547,8.418,4,0,14.091,0,0,0,0,0,0
O88554,1,0,1,1,1,4,0,3,0,0,0,0,0,0
O88563,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O88587,2,1,0,3,27,7,0,10,0,0,0,0,0,0
O88600,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O88658,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O88703,0,0,0,105,127.022,148.04,86,236,0,0,0,0,0,0
O88704,2,23,2,16,41,22,7,53,0,0,0,0,0,0
O88705,3,7,0,6,0,0,0,22,0,0,0,0,0,0
O88751,41,43,55,12,4,1,4,6,0,1,0,0,0,0
O88764,5,7,1,1019.999,1725,1597,1850,1262,0,0,0,0,0,0
O88866,0,0,1,0,0,0,0,0,0,0,0,0,0,0
O88907,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O88986,6,5,13,0,0,1,0,2,0,0,0,0,0,0
O89017,2.038,1,0,58,91,93,80,51,0,0,0,0,0,7
O89019,1,0,2,358,891,418,566,348,0,0,0,0,0,0
O89107,0,0,0,0,16,11,0,15,0,0,0,0,0,0
O89114,1,26,12.193,29,52,32,10,54,0,0,0,0,0,0
O89116,97,112,148,199,226,221,107,135,0,0,0,0,0,0
