Entry,USVI_118_A,UVI_092_B,UVI_094_B,UVI_096_B,UVI_108_B,UVI_132_B,UVI_092_C,UVI_094_C,UVI_100_C,UVI_102_C,UVI_104_C,UVI_106_C,UVI_108_C,USVI_118_C,UVI_132_C,UVI_136_C,UVI_138_C,UVI_106_D,M_d6_A,Past_d1_A,Past_d2_A,Past_d3_A,Past_d6_A,Past_d7_A,M_d6_B,O_d1_B,O_d3_B,O_d6_B,O_d7_B,O_d8_B,Past_d7_B,Pstr_d7_B,M_d1_C,M_d3_C,M_d6_C,O_d1_C,O_d3_C,O_d6_C,O_d7_C,O_d8_C
P0CE10,42,15,27,72,0,0,0,0,0,9,0,3,8,3,3,0,0,6,0,187,220,77,33,28,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,7
P0CI65,73,271,168,574,9,0,5,1,5,36,15,20,36,4,82.032,58,34,1,0,308,297,104,65,37,0,0,0,0,0,0,0,44,7,17,5,8,21,7,17,8
P0CK96,91,41,32,63,1,0,1,2,4,17,10,12,17,5,104,55,21,13,0,248,241,116,70,30,0,0,0,0,0,0,0,5,79,116,74,17,33,2,11,9
P0CL18,49.026,51,58,114,2,0,0,0,1,5,0,7,1,1,93,36,38,0,0,146,234,50,30,31,0,0,0,0,0,0,0,26,2,2,2,13,6,0,0,0
P0CQ26,5,40,20,38,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,33,29,15,16,1,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
P0CQ76,93.001,25,30,66,3,0,0,0,20,60,21,53,76,0,41,13,7,0,0,260.096,249.081,60,55,21,0,0,0,0,0,0,0,6,0,8,0,0,10,1,0,5
P0CR38,61.153,211,158,358,9,5,1,0,9,10,9,11,12,8,1,0,0,14,0,320.24,177.436,74.395,93.632,8,0,0,0,0,0,0,0,62,1,0,1,4,15,10,5,4
P0CS14,32,71,66,148,2,0,0,1,3,11,2,14,6,2,37,16,16,1,0,201,203,76,53,35,0,0,0,0,0,0,0,12,7,3,10,11,15,6,10,9
P0CT61,1139,545,279,563.751,10,1,261,268,372,962,728.994,653,848,21,1038.981,580,484,38,2,2969,2536,1503,2740,593,0,0,0,0,0,0,0,75,2942.999,3362,2564,5021,7368,4816,12836.999,2624
P0CT78,1074,337,203,511,8,0,343,468,1112,2722.974,2415,2207,3052.934,42,381,202,239,60,4,2857.001,2351,1379,2125,470,0,0,0,0,0,0,0,117,3603,3615,2727.792,7577.947,12108,8305,15235,4676
P0CT84,1038,358.44,163.998,331.264,28,29,38,48,97,205,159,170.999,193,10,372,161,174,9.212,0,2461,2285.991,1303,2045.978,519.983,6,63,60,49,65,23,0,52,1122,1342,965,696,1261,588,1883,409
P0DJ14,138.465,484.001,317,714.002,18,10,195,272,64,160,135,148,111.043,25,152,72,68,75,0,618.806,524.518,229.205,426.093,73.742,2,0,4,0,0,0,0,89,3362,3555,2536,4441,5452,3989,9644.498,2517
P0DJ56,830.386,148,98,193,0,0,25,35,0,0,0,0,0,3,0,0,0,19.092,0,2038.446,1738.435,1045.533,1798.673,418.564,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0
P0DKC4,319,184,118,170,3,1,84,89,12,31,41,41,35,7,641.001,285,229,23,6,1779,1475,614,1450,136,0,0,0,0,0,0,0,10,786.387,1124.998,823,1171,1282,1118,1501,1002
P0DKH3,529.305,322.141,252.001,499.001,7,7,110,165,195,701.004,284.994,587.172,667,41,881,396,374,26,0,2145.879,1717.417,813.677,792.421,202.48,0,0,4,0,0,0,0,28,820,907.006,803,1413,2302,2520,2483,1848
P0DL09,112,26,30,73,4,0,43,65,0,0,1,9.134,4,3,54,29,18,8,0,333,495,217,103,78,0,0,0,0,0,0,0,41,5,3,6,853,1055,858,528,844
P0DMT5,57,158,70,180,2,1,11,3,18,47,36,58,108,1,152,72,69,0,0,136,187,82,51,50,0,0,0,0,0,0,0,52,127,114,111,144,179,137,74,123
P0DN22,108.942,40,22,52,3,0,0,0,9,15,12,30,13,4,9,2,0,2,0,289,231,143,194,29,0,0,0,0,0,0,0,18,0,1,8,0,1,3,7,3
P0DO23,161,0,0,1,0,0,0,0,0,4,0,11,1,3,34,13,13,1,2,649,628,226,352,71,0,0,0,0,0,0,0,0,0,0,0,3,3,1,4,4
P0DPA0,165,229,112,288.296,5,0,0,2,1,3,3,14,2,0,31.633,11,6,15,0,435.97,401,199.693,246,54,0,0,0,0,0,0,0,39,0,1,3,5,12,0,8,20
P0DPA1,4,2,6,26,0,0,3,6,27,140,54,61,90,0,1,3,0,0,0,12,17,7,0,1,0,0,0,0,0,0,0,0,7,17,14,11,36,25,3,39
P0DPD7,200,91,54,188,1,0,25,67,7,27,22,48,40,1,23,4,7,16,0,695,594,216,362,57,0,0,0,0,0,0,0,24,24,23,34,542,960,947,685,944
P0DPE0,36,23,11,44,0,0,0,0,0,19,0,10,19,0,12,7,15,4,0,115,136,92,19,34,0,0,0,0,0,0,0,2,50,64,34,0,4,1,4,7
P10090,17,44,43,126,1,0,0,0,1,4,8,1,2,1,0,1,2,3,0,258,275,101,39,22,0,0,0,0,0,0,0,5,3,18,3,0,0,0,0,0
P10475,192,64,81,244,6,0,17,26,3,12,0,4,4,2,19,1,1,2,0,476,418,156,385,21,0,1,7,16,7,12,0,0,7,8,10,114,298,516.981,358,406.92
P10477,95,43,62,142,2,0,0,0,0,4,0,1,0,0,1,0,0,9,0,643,471,202.088,260,28,0,0,0,0,0,0,0,0,3,1,6,0,0,0,1,0
P10733,84,60,29,68,1,0,0,0,0,0,0,4,1,2,0,6,6,3,0,161,197,84,88,67,0,0,0,0,0,0,0,7,1,0,2,4,0,0,0,2
P10768,78,21,28,119,3,0,0,4,0,0,0,2,3,7,6,10,1,2,0,172,193,65,88,41,0,0,0,0,0,0,0,5,0,0,2,3,14,0,0,8
P10770,3913.127,3690.982,2588,5535,2533,4292,0,0,0,0,0,0,0,0,0,0,0,144,14,20500,18798.007,8074.001,10000,1826.001,109,6057,11097,9427,10581,5530,0,394,0,0,0,0,0,0,0,0
P11144,2532.106,6051.736,4146.386,10865.688,187.091,9,957,1681,770,2210.446,1350,2955,2910.004,95,6252.979,2811,2804,483.957,4,13649.432,10447.882,3963.211,9294.758,734.646,18,2,1,13,6,5,0,963.509,18705,21726.063,18936,12706,16181,19584,20195,12736.083
P11179,115,283.003,214,418,12,0,5,18,0,1,1,5,1,1,5,2,4,6,0,269.229,200.785,112.663,63,45,0,0,0,0,0,0,0,53,0,0,1,245,386,308,240,180
P11883,46,69,64,202.336,1,0,3,7,20,24,42,11,19,1,42.181,25,27,2,0,108,148,89,53.847,12,0,0,0,0,0,0,0,22,81,65,60,16,34,40.559,18,57.174
P12311,5,23,10,22,0,0,1,0,8,2,3,10,10,6,13,6,0,0,0,14,15,4,0,0,0,0,0,0,0,0,0,0,8,6,12,4,4,0,1,0
P12368,0,64,83,160,4,0,0,0,0,0,0,1,0,0,4,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0
P12759,27,39,47,104,3,0,0,0,0,1,0,7,0,3,1,1,0,0,0,142.459,144.147,58.239,16.202,8.286,0,0,0,0,0,0,0,0,3,3,3,1,0,0,0,0
P13249,5,47,35,54,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,24,18,7,8,0,0,0,0,0,0,0,0,10,10,5,9,1,1,4,15,8
P13466,0,13,5,64,0,0,0,2,11,9,4,4,0,1,0,1,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,4,2,2,8,3,1,11
P13667,1.122,90,69,120.214,4,0,0,0,6,2,3,7,3,1,19,3,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,1,0,1,9,13,7,56
P13686,224,86,63,154,0,0,1,6,9,28,11,70,35,10,166,84,66,30,0,985,1279,398,327,92,0,0,0,0,0,0,0,12,2,2,4,2,3,10,5,9
P13723,14,0,2,2,0,0,0,3,2,0,3,0,4,0,11,4,4,0,0,65,27,12,13,1,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,6
P13952,38,33,29,112,0,0,0,0,1,0,0,2,1,1,5,2,0,0,0,195.595,214.455,68.915,34,10,0,0,0,0,0,0,0,7,24,27,36,0,0,0,0,1
P14002,303,583,431,1007,10,1,1,6,2,15,8.013,30,17,19,66,18,13,44,0,1188.115,997,569,369,176,0,0,0,0,0,0,0,111,18,28,27,3,36,6,0,25
P14100,173.38,25,24,73,0,0,2,13,4,46,11,21,8,3,33,2,13,3,0,758.577,698.255,273,156.417,68,0,0,0,0,0,0,0,0,15,19,7,2,11,2,0,21
P14285,306,30,55,88,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,1208,1075,475,583,88,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
P14318,0,42,52,57,8,0,9,16,12,53,41,39,44,2,65,54,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,31,55,98,129,122,65,115
P14686,497.056,313,301.194,681.422,6,0,1,4,36,109,58,121,144.856,4,25.968,24,5,29,1,2313,1703,646,607,130,0,0,0,0,0,0,0,32,32,18,23,34,43,39.881,33.541,27.515
P14735,139,201.58,128,396.799,12,3,1,3,40,216.667,82,198,222,8,40,18,8,4,0,514,515,219,119,66,0,0,0,0,0,0,0,86,30,34,42,3,10,7,1,8
P14749,1,254,166.003,422,8,0,0,2,24,20,13,49,18,1,1,3,1,0,0,10,12,5,4,0,0,0,0,0,0,0,0,64,4,6,16,3,14,6,1,7
P14832,3.954,182.914,106,249,1,0,0,0,0,0,0,18,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0
P14909,56,20,18,49,0,0,0,0,0,16.835,0,1,0,0,0,0,0,1,0,53,57,10,2,41,0,0,0,0,0,0,0,0,5,9,7,0,0,0,0,0
P15345,133.69,29,27,36,3,0,0,0,0,0,0,2,0,0,10,0,3,2,0,545.875,542,196,308,57,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1
P15381,259,69,81,141,2,0,26,41,0,2,3,4,0,2,206,87,58,3,0,954,958,488,206,90,0,0,0,0,0,0,0,2,286,402,201,280,481,691,268,779
P15395,136,68,91,147,0,0,1,0,30,146.038,56,3,3,12,9,2,7,0,0,767,407,256,250,14,0,0,0,0,0,0,0,10,0,0,1,1,1,1,0,6
P15398,35,81,53,137.652,1,0,0,1,49,174,126,152,164,4,19,7,8,6,0,126,182,60,36,17,0,0,0,0,0,0,0,3,2,0,0,5,1,4,1,5
P15555,319,301,241,557,10,1,1,1,0,0,1,0,0,3,29,16,9,0,0,1035,1012,326,516,132,0,0,0,0,0,1,0,29,18,29,31,0,6,6,0,0
P15567,106.585,115,79.251,205,4,0,0,0,4,11,8,21,15,7,3,0,3,0,0,775.401,431.642,170.554,291.391,22,0,0,0,0,0,0,0,10,2,2,9,0,0,0,4,0
P15623,75.248,55,36,113.224,1,0,31.926,48.169,20.064,73.505,27.111,130.139,72.59,1,398.455,202.914,160.501,3,0,667.783,568.374,166.706,192.342,17.387,0,0,0,0,0,0,0,0,1850.067,2734.298,1355.817,441.438,1016.108,751.533,559.483,815.019
P15847,5,29,9,12,3,0,11,6,28,79,76,76,99,0,86,32,57,2,0,40,57,16,0,10,0,0,0,0,0,0,0,8,53,61,104,273,406,192,177,261
P16100,272.998,247.02,204.573,511.376,10.23,0,3,6,0,4,2,4,4,11,0,3,0,7,0,1034.94,984.106,442.229,289.174,103.238,0,0,0,0,0,0,0,25.035,13,34,23,23,89,40,15,60
P16120,9.998,61,28,137,0,0,0,0,0,0,2,3,0,1,3,2,3,1,0,41,22.089,9,7,0,0,0,0,0,0,0,0,27,0,0,0,3,0,0,0,1
P16157,775.373,1040.98,809.003,2320,46,2,36,44,141,637.634,208.774,551,708.428,26,384,174,190,113.943,2,3274.56,3212.303,1365,1175.742,366.002,0,0,0,0,0,0,0,185,754.575,860,589,345.7,514,671.293,422,738.546
P16171,8,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15,13,7,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P16228,32,106,84,231,16,1,16,39,6,2,1,33,14,16,105,76,45,34,0,192,221,139,17,31,0,0,0,0,0,0,0,70,5,1,0,198,469,430,348,403
P16273,141,124,68,228,0,0,30,59,60,182,123,187,218,7,143,134,86,2,0,663,591,206,206,54,0,0,0,0,0,0,0,33,321,329,308,261,540,514,317,595
P16340,174.979,93,54,123,2,0,3,0,2,3,1,0,2,0,20,4,4,1,0,1298.545,938.997,368.246,490.198,94.765,0,0,0,0,0,0,0,21,0,0,2,1,5,0,3,2
P16543,32,27,32,21,0,0,0,0,14,30,29,58,52,0,15,10,10,0,0,68,64,18,17,22,0,0,0,0,0,0,0,0,64,93,66,20,10,21,7,28
P16876,212.551,0,0,6.764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,951.953,852.127,298.649,815.52,47,0,0,0,0,0,0,0,1.859,0,0,0,0,0,0,0,0
P16924,151,136,77,174,2,0,0,0,0,1,0,0,1,0,3,0,0,3,0,281,288,88,152,81,0,0,0,0,0,0,0,20,2,0,0,0,0,0,0,0
P17439,37,9,3,1,0,0,45,104,118,510,190,418,447,3,165,60,35,0,0,118,121,44,74,13,0,0,0,0,0,0,0,10,509,705,422,698,1123,1227,1084,1150
P17608,30,93.028,33,98,3,0,0,0,0,2,0,1,3,0,37,13,7,0,0,170,177,57.796,34,6,0,0,0,0,0,0,0,27,0,0,0,0,0,6,0,2
P17859,86,28,58,137,3,0,0,0,0,0,0,7,0,0,0,0,0,3,0,675,410,235,235,19,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
P18266,19,8,19,24,0,0,0,0,26,106,27,119,125,0,30,1,8,3,0,40,92,36,15,10,0,0,0,0,0,0,0,0,21,19,48,2,1,6,4,11
P18294,349.726,69,70,102,4,0,0,1,12,33,7,22,27,5,26,4,5,8.026,0,1154.532,1214.415,446.553,364.206,127,0,0,0,0,0,0,0,9,19,36,51,4,10,12,8,13
P18773,180,161,122,331,5,1,0,0,6,31,12,17,13,0,55,29,24,13,0,426,437,152,100,84,0,0,0,0,0,0,0,17,2,1,6,3,8,0,1,3
P19485,371,313.244,235.439,721.104,17,1,16,36,55,264,52,195,216,18,494,178.707,113,39,0,2124.996,2163.801,1143.583,371,155,0,0,0,0,0,0,0,84,427,519,403,270,431,407,279,520
P19515,130,98,56,186,1,0,1,2,0,10,1,18,14,0,6,0,2,2,0,450.009,425,222,161,66,0,0,0,0,0,0,0,23,50,79,39,16,29,22,13,27
P20901,13,7,10,40,0,0,0,0,0,1,0,1,2,2,0,2,3,0,0,0,3,26,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
P20904,1.003,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P21187,6.58,175.546,158.839,391.714,2,0,0,2,0,7,0,0,0,2,4,0,0,0,0,155.517,79.685,30.688,59.636,2.836,0,0,0,0,0,0,0,72.685,0,0,0,0,11,0,2,0
P21448,60.994,322,218,588.236,12,0,0,1,86,188,128,186,225,7,22,5,13,15,0,311,134,63,65,2,0,0,0,0,0,0,0,22.141,2,0,0,0,0,0,0,2
P21524,19.384,5,6.971,13.087,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,89.365,41.907,32.992,33.233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P21567,7,105,89,252,5,0,2,3,2,3,1,9,9,3,25,14,16,1,0,17,14,15,7,4,0,0,0,0,0,0,0,11,3,5,0,0,7,0,0,4
P21616,261.837,0,0,0,0,0,34,56.089,54.986,399.865,95.029,348.112,396.55,13.434,41.737,23.831,6.563,16.249,0,1275,765,298,306,31,0,0,8,2,4,14,0,0,385.96,1008.945,329.683,151.547,413.472,503.045,429.476,491.965
P21775,0,98.001,69.191,223.154,4,0,0,0,0,9.744,0,0.979,4.263,4.104,72.444,137.68,172.885,9.689,0,0,0,0,0,0,0,0,0,0,0,0,0,10,346.302,633.134,151.018,2.392,0,0,275.589,5.693
P22002,117,260,184,569,9,0,12,22,10,30,5,64,38,9,81,38,44,12,0,555,604.97,244,190,79,0,0,0,0,0,0,0,35,66,51,60,28,50,70,15,78
P22045,170,0,0,0,0,0,1,2.047,12.104,12.327,3,34.006,10.111,1,32.62,18.936,8.816,1,0,797,655,298,308,96,0,0,0,0,0,0,0,0,21,23.644,5,52.466,57.924,63.298,19.681,28.37
P22105,134.126,148,114,334.591,5,0,2,3,21.186,262.725,20.118,113.153,234.037,4,150.003,66,39,28.671,0,508.605,635.001,308.198,163.309,65.308,0,0,0,0,0,0,0,18,0,5,6,15.577,26,25,0,45
P22274,1304.134,270.541,133.372,386.625,4,0,14,20,14,144,35,129,140,0,129,64,47,0,0,5545.254,4620.408,2001.123,5048.41,406.445,0,1,0,0,0,0,0,34.003,78,81,61,77,180,274,109,233
P22462,77,3,11,42,2,0,0,0,0,1,1,16,1,0,3,2,2,4,0,238,243,81,104,20,0,0,0,0,0,0,0,0,2,1,5,0,0,8,1,6
P22543,12,22,23,64,5,0,0,1,1,9,3,3,3,3,2,2,1,6,0,68,48,11,7,6,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,3
P22630,70,62,54,109,0,0,0,9,0,2,6,10,2,0,42,17,12,2,0,589,349,144,109,22,0,0,0,0,0,0,0,21,20,31,25,39,80,124,50,143
P22696,144,372,271.161,680,11,1,16,25.03,48.007,120,111,142,214,16,97,54.721,44,23,0,479,509,201,113,91,0,0,0,0,0,0,0,146,296.623,291.071,280.741,294.476,367.234,332.728,188.076,312.312
P22734,14,23,9,38,0,0,0,0,8,15,23,2,0,0,0,4,1,1,0,49,28.359,16,28,21.641,0,0,0,0,0,0,0,0,1,0,0,0,6,1,0,6
P23231,7,26,26,69,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,21,18,4,0,4,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0
P23286,138,26,5,126,2.778,0,0,3,5,21,10,34,13,5,61,14,21,12,0,390,384,138,63,110,0,0,0,0,0,0,0,4,1,5,6,6,19,16,4,60
P23403,307,630,338,666,112,3,143,76,80,262,182,211,264,31,434,251,236,49,0,864,892,491,717,103,320,3,1,0,6,0,0,82,1322,1644,1096,2800,4876,2586,6064,1643
P23538,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P23548,16,30,11,31,0,0,1,0,10,21,18,14,28,2,16,4,2,13,0,91,87,30,30,3,0,0,0,0,0,0,0,0,21,31,23,2,2,1,0,4
P23678,51,3,3,5,0,0,1,4,0,24,5,8,12,1,25,0,12,12,0,137,101,46,41,7,0,0,0,0,0,0,0,0,1,1,5,1,5,3,4,14
P23903,6,98,65,123,0,0,0,0,0,0,0,14,0,0,0,2,0,1,0,17,12,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
P24044,43.344,139,92,230,4,0,11,21,9,31,4,62,21,2,85,35,36,25,0,154,197.999,49,38,45,0,0,0,0,0,0,0,27,4,7,8,127,296,257,153,335
P24724,2,43,28,81,1,0,0,0,0,0,0,4,0,0,0,0,0,1,0,13,10,14,6,5,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
P25071,255.639,185,146,420,4,0,10,13,83,251,140,334,316,9,298,134,117,29,0,792.79,855.573,491.337,198.011,145,0,0,0,0,0,0,0,34,32,35,34,93,96,186,100,234
P25323,155,289,291.749,608,4,1,28,50,73,344,135,266,319,5,546.987,291,188,36,0,829,828,361,112,98,0,0,0,0,0,0,0,75,565,579,513,414,886,888,437,986
P25407,77,84.004,65,146,6,0,1,0,1,0,0,2,1,1,42,18,10,0,0,390,401,185,77,41,0,0,0,0,0,0,0,17,8,31,8,3,1,4,2,3
P25631,0,7,2,36,6,0,0,0,0,2,0,0,0,0,5,0,0,1,0,3,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,9,0
P25776,214,197,191.79,349,3,0,4,0,6,8,2,21,6,25,93,65,29,3.97,0,770,626,283,499,49,0,0,0,0,0,0,0,11,2,6,4,14,18,21,28,10
P25796,142,161.256,115,278.476,6,1,0,0,0,0,0,17,0,0,0,0,0,7,0,215,287.316,160.514,29,18,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0
P25807,46,209,126.773,445,5,0,0,1,0,7,1,1,0,3,44,24,24,1,0,242,246,116,41,13,0,3,0,0,0,0,0,15,83,80,121,4,4,10,1,6
P25822,2273.872,82.617,88.749,299,5,0,3,1,5,43,6,22,21,20,44,19,18,41.011,0,13161.916,9576.544,4131.056,8175.291,467.923,0,0,0,0,0,0,0,7,13,8,20,6,8,13,5,18
P26302,325.983,210.638,153,444.805,2,0,89.241,150,8,21,20,29.771,27.117,13,31.589,15,22,33,3,2451,2078.49,960,992,190,0,1,0,0,0,0,0,22,147,166.964,269,1044.029,2032.258,2115.799,1862.114,2057.515
P26398,6,17.263,11.687,45.236,0,0,0,0,1,0,4,1,0,0,75,61,28,0,0,38,49,24,12,15,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
P26624,70,76,78,88.211,8,0,0,3,0,1,0,0,0,6,1,0,0,13,0,127,69,25,42,18,0,0,0,0,0,0,0,16,61,105,62,0,4,1,0,1
P26646,8.689,5,6,11,0,0,4,0,0,0,0,5,0,0,0,0,0,2,0,33,45.096,14,18,0,0,0,0,0,0,0,0,9,0,0,7,2,0,0,0,0
P26651,283.78,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,1183.083,952.656,365.14,387.35,68.043,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,0
P26882,69,218,185,530,9,0,7,14,27,56,58,45,48,9,97,64,50,7,0,223,376,167,60,46,0,0,0,0,0,0,0,67,24,33,21,63,133,55,38,96
P27034,85,24,34,93,0,1,0,0,6,17,1,25,13,0,0,0,0,2,0,392.885,404,219,123,37,0,0,0,0,0,0,0,13,0,0,0,0,1,0,0,0
P27166,52,234,134,307,12,0,0,0,13,17,11,1.005,0,0,191,83.997,75,5,0,201,177,47,79,36,0,0,0,0,0,0,0,58,36,43,35,3,0,1,0,1
P27237,23,7,15,17,0,0,0,0,0,0,0,5,0,0,3,2,0,0,0,141,134,50,39,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P27398,88.249,221,149,361,14,0,0,0,4,13,9,14,14,1,9,1,7,14,0,316.007,398.264,167.008,89.942,41.639,0,0,0,0,0,0,0,35,1,0,1,2,8,10,1,7
P27456,75,51,30,109,0,0,0,1,6,2,0,1,8,0,33,8,7,3,2,397,394,163,157,45,0,0,0,0,0,0,0,8,24,11,9,23,38,22,13,41
P27514,1,65.001,49.012,109.021,1,0,0,0,0,0,0,0,2,2,5,0,1,10,0,4,4,4,0,5,0,0,0,0,0,0,0,3.001,9,9,11,0,1,0,0,0
P27643,81.001,144.481,152.604,887.001,8,0,0,0,9,37,14,32,25,2,125,70,58,22,0,379.998,399,192,51,27,0,0,0,0,0,0,0,63,8,10,16,6,20,11,4,44
P27694,111,455,305,782,11,0,1,0,3,3,0,27,5,0,2,5,1,0,0,321,279,185,197,47,0,0,0,0,0,0,0,53,4,16,1,8,19,16,21,19
P27730,63,13,14,20,0,0,7,28,0,1,0,0,5,2,22,4,11,7,0,86,124,31,21,21.771,0,0,0,0,0,0,0,7,0,0,0,154,426,369,307,452
P27766,61,419,315,712,9,0,1,9,0,2,2,0,0,0,12,9,1,24,0,204,226,115,132,47,0,0,0,0,0,0,0,35,92,96,78,9,27,4,0,18
P27808,47,144,102,230,5,0,5,6,3,4,2,8,4,0,42,26,7,5,0,117,157,55,32,40,0,0,0,0,0,0,0,33,1,0,3,68,108,108,108,114
P27821,125,1,4,0,1,0,18,15,31,57,46,35,66,0,993,520,431,3,0,274,458,149,40,39,0,0,0,0,0,0,0,0,372,702,439,214,376,359,364,246
P27884,16,4,8,14,0,0,19,18,20,90.45,33,69.998,115,7,113,49,33,13,0,182,149,78,12,20,0,0,0,0,0,0,0,0,88.656,132.333,131.883,271.551,300.025,391.03,191.744,392.288
P27932,30,155,105,271,10,0,0,0,1.276,6.752,2,6,8,11,10.204,3,11,0,0,180,238,87,38,13,0,0,0,0,0,0,0,35,76,79,60,0,7,1.473,3,8.775
P28178,260.42,171,119,337,0,0,29,72,76,226,93,115,152,5,99,38,43,9,2,709.01,769.812,559,438,80.918,0,0,0,0,0,0,0,31,293,379,205,254,692,564,302,923
P28644,29.386,205,139,348,2,0,2,5,1,0,0,0,2,1,14,14,10,0,0,63.003,54.287,32,20,9.482,0,0,2,0,0,0,0,26,0,1,1,0,6,5,5,5
P28734,55,80,61,192,1,0,82,198,2,13,6,38,22,9,518,242,189,1,0,343,241,128,141,40,0,0,0,0,0,0,0,10,107,207,57,2102,2905,1621,1536,1882
P28741,0,1,0,3,0,0,0,0,0,0,1,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P28745,64.333,137,110,249,7,0,1,5,1,1.134,9,3,4,5,27,8,3.4,4,0,260.627,232.717,126.293,72.086,45.757,0,0,0,0,0,0,0,32,14,23,22,3,48,18,47,41
P28774,45,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,328.459,377.706,244.352,162.43,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P29068,100,49,15,106,0,0,1,2,0,3,0,0,0,1,24,11,10,4,0,274,190,102,130,30,0,0,0,0,0,0,0,10,0,0,0,0,2,2,0,2
P29311,34,20,11,39,0,0,23,32,0,3,0,4,0,0,4,6,2,6,0,113,98,53,40,17,0,0,0,0,0,0,0,0,1,1,4,190,560,671,441,671
P29341,52,148.789,79.851,333.646,5,0,0,1,0,0,0,7,1,2,120.591,57,37,30,0,671.171,578.773,275,104,50,0,0,0,3,0,0,0,18,145.067,257.496,141.995,0,1,0,0,0
P29610,110,62,39,86,4,0,30,29,11,53,41,68,71,3,123,89,53,5,0,308,327,177,100,41,0,0,0,0,0,0,0,5,152,175,118,391,646,591,524,536
P29618,5,23,16,60,0,0,1,0,0,1,0,4,0,0,4,0,0,7,0,89,98,32,5,1,0,0,0,0,0,0,0,8,7,1,0,0,7,0,0,5
P29957,367,188.999,120,410,7,4,26,29,57,298,120,234,248,2,154,80,52,26,7,2051.451,1700.001,769.365,925,150,0,0,0,0,0,0,0,41,306,483,293,204,417,427,375,570
P30044,322,1,0,4,2,0,128,227,86,338,182,337,499,18,1276,782,643,22,0,1381,1190,456,700,205,0,0,0,0,0,0,0,0,1603.999,1916,1638.984,1302,2397,2464,2801,2260
P30176,28,88,51,90,2,0,0,1,1,3,5,5,2,8,20,6,7,0,0,46,49,18,9,13,0,0,0,0,0,0,0,2,26,42,19,0,0,1,8,4
P30182,56,8.425,21,67.376,3,0,33,63,2,4,4,2,3,5,197,71,49,23,0,419,477,203,59,51,0,0,0,0,0,0,0,0,5,12,12,407,741,756,284,1190
P30268,0,11,37,45,0,0,0,0,0,9,4,8,0,0,9,5,2,2,0,10,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,4,0,9
P30352,35,92,64,169,2,0,4,0,0,9,5,7,4,0,17,1,5,4,0,118,92,37,70,27,0,0,0,0,0,0,0,31,5,8,30,41,82,23,33,47
P30536,12,36,14,45,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,39.717,25.694,17,7,8.619,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,4
