Entry,UVI_092_B,UVI_094_B,UVI_096_B,UVI_100_B,UVI_102_B,UVI_104_B,UVI_106_B,UVI_108_B,USVI_118_B,UVI_132_B,UVI_136_B,UVI_138_B
A6MVX9,42,34,110,0,0,1,2,1,1,0,0,0
A6MW06,137,92,199,0,0,0,0,6,0,0,0,0
A6MW33,187,103,253,0,0,0,0,4,6,0,0,0
A6N6J5,111,115,311,0,0,0,0,7,0,0,0,0
A6NCI4,214,174,375,0,3,0,0,3,1,0,0,4
A6NDY0,51,38,66,0,1,0,0,0,0,0,0,0
A6NFX1,149,106,203,0,4,0,0,5,1,0,0,0
A6NHC0,52,32,87,0,0,0,0,0,0,0,0,0
A6NI72,169,136.517,252.001,0,1,0,1,7,2,0,0,0
A6NIM6,76,43.689,95,0,0,0,0,0,0,0,0,0
A6NNX1,8,10,28,0,0,0,5,4,0,11,10,8
A6P3B2,29,26,101,0,0,0,0,1,1,0,0,0
A6PWD2,43,14,103,0,1,0,0,1,0,0,0,0
A6QP05,104,96,235,0,0,0,0,1,2,0,0,0
A6QP72,38,34,46,0,2,0,0,0,0,0,0,0
A6QP81,13,2,10,0,0,0,0,0,0,0,0,0
A6QPE7,32,29,64,0,0,1,0,2,1,0,0,0
A6QPN6,44,33,57,0,0,0,0,2,0,0,0,0
A6QQ60,75,62,114,0,0,0,0,0,0,0,0,0
A6QQU6,140.276,157.775,402.3,0,10,0,1,2,1,0,0,0
A6QR09,0,0,0,0,0,0,0,0,0,0,0,0
A6QR55,6.225,0,0,0,0,0,0,0,0,0,0,1
A6R3L3,28,39,94,0,0,0,0,2,0,0,0,0
A6R7B8,102,65.019,194,0,2,0,0,1,1,1,0,0
A6SZN9,0,0,0,0,0,0,0,0,0,0,0,0
A6T4R6,12,3,7,0,0,0,0,0,0,0,0,0
A6TEB3,91,42,69,0,1,0,0,3,0,2,0,0
A6ULQ4,22,10,41,0,0,0,0,2,0,0,0,0
A6V3Q8,15,7,19,0,0,0,0,0,0,0,0,0
A6VMR4,8,0,5,0,0,0,0,0,0,0,0,0
A6W0X8,8,7,37,0,0,0,0,0,0,0,0,0
A6WDF2,35,18,60,0,5,2,8,10,0,0,0,0
A6WE36,41.154,40.044,112.606,0,4,0,0,3,0,0,0,0
A6WW16,8,7,6,0,0,0,1,0,0,0,0,0
A6X0K5,7,11,26,0,0,0,1,0,0,0,0,0
A6X7E7,15,4,28,0,0,0,0,0,0,0,0,0
A6XIG6,15,8,31,0,0,0,0,0,0,0,0,0
A6YG69,328,154,393,0,0,0,2,5,0,0,0,0
A6ZRX0,110,92,163,0,0,0,0,6,1,1,0,0
A6ZTB4,5,7,17,0,0,0,0,0,0,0,0,0
A7E2S9,15,29,30,0,0,0,0,0,0,0,0,0
A7E2V1,103.691,76,215.741,0,0,0,0,8.223,0,0,0,0
A7E316,7,15,19,0,0,0,0,2,0,0,0,0
A7EAY2,21,22,36,0,0,0,0,1,0,0,0,0
A7EKT5,12,22,66,0,0,0,0,0,0,0,0,0
A7EYW0,93,60,159,0,0,0,0,0,0,0,0,0
A7F045,6,11,30,0,0,0,2,1,0,0,0,0
A7F1E9,2,4,1,0,0,0,0,0,0,0,0,0
A7HM36,94,65,182,0,0,1,0,3,1,0,0,0
A7HQX9,138,101,210,0,0,0,0,1,3,0,0,0
A7HZ38,127,116.131,190.667,0,0,0,0,0,1,0,0,0
A7KAK6,32,24,30,0,0,0,0,6,0,0,0,0
A7L6A0,0,0,0,0,0,0,0,0,0,0,0,0
A7LXS9,50,51,122,0,0,0,0,0,1,0,0,0
A7LXT0,4,0,5.666,0,0,0,0,0,0,0,0,0
A7LXU0,0,0,0,0,0,0,0,0,0,0,0,0
A7MAZ3,49,26,75,0,0,0,0,0,0,0,0,0
A7MB16,0,0,0,0,0,0,0,0,0,0,0,0
A7MB73,10,22,17,0,0,0,0,4,0,0,0,0
A7MBE4,61,16,50,0,0,0,0,1,1,0,0,0
A7MBF6,61,47,123,0,0,0,0,3,0,0,0,0
A7MBI7,93,62.015,147,0,0,2,0,0,0,0,0,0
A7MBJ2,1,1,3,0,0,0,0,0,1,0,0,0
A7MBP4,41,47,99,0,0,0,0,12,0,0,0,0
A7MBS7,95,63,215.213,0,1,0,1,1,0,0,0,0
A7ME44,10,12,23,0,0,0,0,0,0,0,0,0
A7NS65,34,17,100,0,0,0,0,3,0,0,0,0
A7PQS0,343.505,266.841,1097.168,1,12.938,0,1.77,12.775,3.159,0,0,0
A7PZL3,37,70,128,0,0,0,1,4,2,0,0,0
A7RFT2,39,15,35,0,0,0,0,0,0,0,0,0
A7RIT9,250,207,441,0,2,0,0,5,5,0,4,0
A7RK30,1,5,3,0,0,0,0,1,0,0,0,0
A7RWD2,26,18,25,0,0,0,1,3,1,0,0,0
A7S1H9,50,29,27,0,1,0,0,0,0,0,0,0
A7S3I2,25,15,24,0,0,0,0,2,0,0,0,0
A7S6Y0,29,17,21,0,0,0,0,0,0,0,0,0
A7SDW5,51,44,112,0,0,1,0,2,1,0,0,0
A7SE05,2,8,18,0,0,0,0,0,0,0,0,0
A7SKJ3,40,36,71,0,0,0,0,0,0,0,0,0
A7SL20,19,4,24,0,0,0,1,0,0,0,0,0
A7STV9,11,6,27,0,0,0,0,0,0,0,0,0
A7SWH1,56,57,157,0,0,0,1,0,1,0,0,0
A7SXG9,3,4,7,0,0,0,0,0,0,1,0,0
A7SXK3,24,17,47,0,0,0,0,1,0,0,0,0
A7T167,29,26,35,0,1,0,0,0,0,0,0,0
A7TG13,55,35,137,0,0,0,0,1,0,0,0,0
A7TPV3,29,8,38,0,3,0,4,0,0,0,0,0
A7TSF4,21,32,37,0,0,0,0,4,0,0,0,0
A7TTT5,0,0,0,0,0,0,0,0,0,0,0,0
A7TZT2,154,115,274,0,7,0,0,3,1,1,0,0
A7UVN1,10,4,21,0,0,0,0,0,0,0,0,0
A7WM73,20,17,67,0,0,0,0,0,3,0,0,0
A7XRY8,3,0,4,0,0,0,0,0,0,0,0,0
A7XUJ6,13,30,108,0,0,0,0,1,0,0,0,0
A7YY53,59,55,120,0,0,0,0,0,0,0,1,0
A7Z061,36,25,68,0,0,0,0,0,3,0,0,0
A7Z1S6,0,0,0,0,0,0,0,0,0,0,0,0
A7Z4X7,18,7,11,0,0,0,0,0,0,0,0,0
A7Z6W2,34,14,23,1,0,0,0,0,1,0,0,0
A7Z975,68,63,143,0,1,0,0,5,0,0,0,0
A8A9H3,28,36,149,0,0,0,2,11,1,0,0,0
A8AJF8,13,1,6,1,1,0,0,3,5,1,0,0
A8ALD3,8,5,27,0,0,0,0,0,0,0,0,0
A8AQP0,16,15,30,0,0,0,0,0,0,0,0,0
A8CEP3,70,50,66,0,0,0,0,3,0,0,0,0
A8CVX7,6,4,30,0,0,0,0,0,0,0,0,0
A8E4L1,12,0,9,0,0,0,0,0,0,0,0,0
A8E4L3,4,0,11,0,0,0,0,0,0,0,0,0
A8F4F7,7.865,8.039,17.337,0,0,0,0,0,0,0,0,0
A8G744,161,81,205,1,0,0,0,3,3,0,0,0
A8GBA5,7,5,23,0,0,0,0,0,0,0,0,0
A8GG79,241,175,319,0,2,0,3,3,0,0,0,0
A8GLE9,32,39,45,0,0,0,0,3,0,0,0,0
A8HMZ4,77,78,223,0,0,0,0,2,7,0,0,0
A8HQ54,49,39,123,0,0,0,0,4,2,0,0,0
A8HS48,135.101,99,247,0,0,0,0,1,0,0,0,0
A8HUA1,102,217,462.41,0,2,0,0,16,0,0,0,0
A8I1Q0,78,61,133,0,3,0,1,0,0,0,0,0
A8I4E9,154.682,107.83,328.802,1,0,0,0,4,0,0,0,0
A8I9E8,28,25,53,0,0,0,0,1,1,0,0,0
A8IB22,149,124,327,0,4,0,0,4,0,0,0,0
A8IHT2,0,0,10.57,0,0,0,0,0,0,0,0,0
A8IHV3,19,23,32,0,0,0,0,1,1,0,0,0
A8IKV6,10,6,21,0,0,0,0,0,0,0,0,0
A8ILK1,221.073,126,366,0,0,0,5,1,0,0,0,0
A8IPQ8,52,31,81,0,0,0,0,1,1,0,0,0
A8IQE0,130,118,261.169,0,0,1,0,11,2,0,0,0
A8IQT2,0,0,0,0,0,0,0,1,0,0,0,0
A8IR43,26,25,81,0,0,0,0,2,0,0,0,0
A8ISN6,114,78,223.651,0,0,0,1,4,0,0,0,0
A8IW99,13,8,29,0,0,0,0,0,0,0,0,0
A8J0J0,61,25,65,0,0,0,0,4,0,0,0,0
A8J0N6,72,68.401,149,0,4,0,0,5,0,0,0,0
A8J3F6,3.459,0,24.122,0,0,0,0,0,0,0,0,0
A8J637,0,0,0,0,0,0,0,0,0,0,0,0
A8J6J0,88,64,128,0,0,0,0,4,1,0,0,0
A8JAM0,2,3,3,0,0,0,0,0,0,0,0,0
A8JAN3,63,34,144,2,0,0,0,3,0,0,0,0
A8JB22,182,151,270,0,6,0,0,2,0,1,0,0
A8JF70,179.001,161.069,450,0,2,0,0,16,2,0,0,0
A8JGB0,21,17,69,0,0,0,0,0,0,0,0,0
A8JID5,35,36,68,0,1,0,0,0,0,0,0,0
A8JQX3,87,45,124,0,3,0,2,0,1,0,0,0
A8KBL5,32,44,57,0,0,0,0,4,0,0,0,0
A8LHA4,5,29,39,0,0,0,0,0,0,0,0,0
A8M3K6,10,15,26,0,0,0,0,0,0,0,0,0
A8MG75,8,7,16,0,0,0,0,0,0,0,0,0
A8MJT5,11,11,27,0,0,0,0,0,2,0,0,0
A8MQ27,11,3,14,0,0,0,0,0,0,0,0,0
A8MR93,0,0,1,0,0,0,0,0,0,0,0,0
A8MWY0,71,49,127,0,0,0,0,1,1,0,0,0
A8NEP3,123,84,202,0,0,0,6,4,0,0,0,0
A8NJZ7,67,49,85,0,0,0,0,1,0,0,0,0
A8R7K9,0,4,9,0,0,0,0,0,0,0,0,0
A8W649,28,24,91,0,0,0,0,1,0,0,0,0
A8WE67,45,20,92,0,1,0,0,3,0,0,0,0
A8WGF4,37,48,108,0,0,0,0,0,0,0,0,0
A8WGF7,22,11,39,0,0,0,0,1,0,0,0,0
A8WGT1,82,67,125,0,1,0,0,1,1,0,0,0
A8WIP6,76,34,153,0,0,0,0,2,1,0,0,0
A8WMY3,15,15,27,0,0,0,0,0,0,0,0,0
A8WN56,85,80,147,0,1,0,2,0,0,0,0,0
A8WN62,18,3,36,0,0,0,0,1,0,0,0,0
A8WRV1,1,8,14,0,0,0,0,4,0,0,0,0
A8WXF6,152,95,258,0,1,1,0,8,2,1,0,0
A8WYE4,25,27,30,0,0,0,0,0,0,2,0,0
A8X0Z1,0,0,0,0,0,0,0,0,0,0,0,0
A8X6H1,67,23,89,0,0,0,0,5,1,0,0,0
A8XGH1,106,101,101,0,2,0,0,0,0,0,0,0
A8XXC7,8,10,21,0,0,0,6,0,0,0,0,0
A8XY95,0,4.838,2.793,0,0,0,0,0,0,0,0,0
A8Y1P7,90,72,212,1,4,0,0,0,0,0,0,0
A8Y4B2,92,101,131,0,0,0,0,0,0,0,0,0
A9A1T2,0,0,2,0,0,0,0,0,0,0,0,0
A9A3L9,26,14,19,0,0,0,0,0,0,0,0,0
A9BE84,36,28,77,0,0,0,2,0,0,0,0,0
A9BEU2,59,49,122,0,0,0,0,2,0,0,0,0
A9BF03,243.76,163.894,219.517,0,6,0,0,10,0,0,0,0
A9BHB5,107,50,134,0,0,0,1,0,0,0,0,0
A9BJC1,42,40,114,0,0,0,0,0,0,0,0,0
A9CJC9,175,158.999,389,0,2,0,0,23,1,0,0,0
A9JRD8,35,26,36,0,0,0,0,0,0,0,0,0
A9LIW2,39,65,165,0,0,0,0,0,0,0,0,0
A9LNK9,104,54,189.009,0,0,0,0,2,1,0,0,0
A9M752,0,0,0,0,0,0,0,0,0,0,0,0
A9MJT5,72,40,110,0,0,0,0,2,1,1,0,0
A9MPK6,5,12,41,0,0,0,0,0,0,0,0,0
A9NKD9,22,8,43,0,0,0,0,0,0,0,0,0
A9NUH8,1373.796,1090.374,2599.726,1,8.062,0,17.23,52.379,17.841,108,61,35
A9PCL4,144.927,123.483,206,0,0,0,0,10,1,0,2,0
A9RBS1,24,22,72.467,0,0,0,0,1,0,0,0,0
A9S3D3,4,2,2,0,0,0,0,0,0,0,0,0
A9S5R3,11,7,14,0,0,0,0,0,0,0,0,0
A9SIZ6,18,24,51,0,0,0,0,0,0,0,0,0
A9SMC8,427,295,822,0,0,0,3,10,2,1,0,0
A9UMG5,41,33,107,0,0,0,0,2,0,0,0,0
A9UNU6,84,96,182,0,5,0,0,5,0,0,0,0
A9UQ62,14,11,60,0,3,0,0,0,0,0,0,0
A9V2C1,32,25,47,0,1,0,0,4,1,0,0,0
A9V3C0,57,51,90,0,1,0,2,0,0,0,0,0
A9VE54,68,46,77,0,0,0,0,7,1,0,0,0
A9VHU0,9,7,18,0,0,0,0,1,0,0,0,0
A9W2R3,0,0,0,0,0,0,0,0,0,0,0,0
A9WGE3,11,6,8,0,0,0,0,0,0,0,0,0
A9WRT1,55,15,39,0,0,0,0,0,0,0,0,0
A9X1D0,13,14,27,0,0,0,0,0,0,0,0,0
B0BB15,28,21,61,0,0,0,0,0,2,0,0,0
B0BLT4,82,79,169,0,7,0,0,3,0,0,0,0
B0BMZ6,172.104,135,286.405,0,2,0,0,2.083,0,0,0,0
B0BN18,176,122,255,0,6,0,0,3,2,0,0,0
B0BNA9,6,6,18,0,0,0,0,0,0,0,0,0
B0BNE5,24,13,39,0,0,0,0,0,0,0,0,0
B0BNM1,0,0,0,0,0,0,0,0,0,0,0,0
B0BZL2,0,0,0,1,0,0,0,0,0,0,0,3
B0C1B5,70,13,97,0,0,0,0,0,0,0,0,0
B0C1D7,109,75,148,0,0,0,1,1,0,0,0,0
B0C2J3,20,6,24,0,0,0,0,0,0,0,0,0
B0C427,137,101,206,0,0,0,0,1,0,0,0,0
B0C4F3,11,4,11,0,0,0,0,0,2,0,0,0
B0CAD1,98,55.366,109,0,0,0,0,0,0,0,0,0
B0CFQ6,17.015,16,89.075,0,0,0,0,0,0,1,0,0
B0CM26,66.373,83,115.036,0,0,1,0,5,0,0,0,0
B0DOB5,1,6,30,0,0,0,0,0,0,0,0,0
B0DSN9,0,0,1,0,0,0,0,0,0,0,0,0
B0E2U2,8,2,19,0,0,0,0,0,0,0,0,0
B0G143,99,63,141,0,0,0,0,0,1,0,0,0
B0G159,156,144.972,313,0,0,0,4,2,0,0,0,0
B0G172,24,14,29,0,0,0,0,2,0,0,0,0
B0G180,23,13,51,0,0,0,0,0,0,0,0,0
B0JHB1,24,14,54,0,0,0,0,0,0,0,0,0
B0JI02,89,100,160,0,0,0,0,4,0,0,0,0
B0JJL5,25.763,38.91,110.122,0,0,0,0,0,0,0,0,0
B0JL12,11,10,21,0,0,0,0,0,0,0,0,0
B0JQT7,38,34,69,0,0,0,0,4,1,0,0,0
B0JXE2,56,36,91,0,1,0,0,1,0,0,0,0
B0JYW5,9,13,20,0,0,0,0,0,0,0,0,0
B0JYZ2,71,78,138,0,0,0,0,1,1,0,0,0
B0K0Y9,20,22,22,0,0,0,0,0,0,0,0,0
B0K530,86,48,127,0,0,0,0,1,0,0,0,0
B0K5S6,10,3,8,0,0,0,0,0,0,0,0,0
B0K625,37,22,75,1,0,0,0,1,0,0,3,0
B0R0B1,415.596,333.727,742.897,0,1,4,5,11,1,1,0,0
B0R0T1,130,91,260,0,1,0,0,7,1,2,0,0
B0RIH2,14,14,46,0,2,0,0,0,1,1,0,0
B0S1F7,16,21,75,0,0,0,0,0,0,0,0,0
B0S5D5,14,4,30,0,0,0,0,0,0,0,0,0
B0S6T2,374.827,234.23,466.968,2,3,4,3,30,6,2,0,0
B0SPQ8,0,0,1,0,0,0,0,0,0,0,0,0
B0SRF0,1,0,8,0,0,0,0,0,0,0,0,0
B0TXF5,33,24,80,0,0,0,1,12,0,0,0,0
B0UCL4,80.751,60.863,169.713,0,0,0,0,11,0,0,0,0
B0UPJ6,40,22,44,0,1,0,0,1,1,0,0,0
B0UWA7,106,99,120,0,1,0,0,1,0,0,0,0
B0UXP9,0,4.091,16.439,0,0,0,0,0,0,0,0,0
B0UXS1,43,18,81,0,0,0,1,0,0,0,0,0
B0X1V5,5,0,6,0,0,0,0,0,0,0,0,0
B0X4N1,26,13,30,0,0,0,0,0,0,0,0,0
B0XDC4,38,30,123,0,0,0,0,2,0,0,0,0
B0XN12,15,17,63,0,0,0,0,0,1,0,0,0
B0XT09,5.749,8.784,29.621,0,0,0.875,0,0,0,0,0,0
B0XT72,59,30,126,0,0,0,0,6,0,0,0,0
B0Y567,297.69,231,549.479,0,0,2,0,12,5,0,0,0
B0YBX0,171,130.541,225,0,0,0,0,5,3,0,0,0
B1AQJ2,9,21,26,0,0,0,0,0,0,0,0,0
B1AVH7,57,46,69,0,0,0,0,0,1,0,0,0
B1AZ99,10,11,9,0,0,0,0,1,0,0,0,0
B1H3D5,37,40,165,0,0,0,0,3,0,0,0,0
B1J0Q3,0,0,3,0,0,0,0,0,0,0,0,0
B1J4D7,38,30,133,0,0,0,3,1,1,0,0,0
B1J5W7,2,3,7,0,0,0,0,0,0,0,0,0
B1J606,0,0,0,0,0,0,0,0,0,0,0,0
B1JE82,9,1,18,0,0,0,0,0,1,0,0,0
B1JLQ5,49,18,35,0,0,1,0,4,0,1,0,0
B1LAW7,41,26,45,0,1,0,0,2,0,0,0,0
B1WBB4,11,5,22,0,0,0,0,0,0,0,0,0
B1WBP0,5,17.124,23.841,0,0,0,0,0,0,0,0,0
B1WC40,7,3,10,0,0,0,0,0,0,0,0,0
B1WQR5,0,0,0,0,0,0,0,0,0,0,0,0
B1XHY7,277.001,222,561,2,6,0,3,33,5,1,0,2
B1XJW1,3,16,9,0,0,0,0,0,0,0,0,0
B1XWR5,1,1,15,0,0,0,0,0,0,0,0,0
B1ZUS0,71,51,103,0,0,0,0,3,0,0,0,0
B2AE04,17.854,3,48.987,0,1,0,0,0,0,1,0,0
B2AWV6,0,0,3,0,0,0,0,0,0,0,0,0
B2GEP6,15,13,39,0,2,0,0,0,0,0,0,0
B2GUB3,146.872,134.735,347.026,0,0,0,2.158,6,2,0,0,0
B2GUS6,100,65,190,1,0,0,0,5,3,0,0,0
B2GUY0,24,11,37,0,0,0,0,0,0,0,0,0
B2HIL7,65,52,118,0,0,0,0,1,1,0,0,0
B2HLS4,14,10,28,0,0,1,0,0,0,0,0,0
B2IZP5,53.666,69,136.81,0,0,0,0,1,0,0,0,0
B2J3K2,118.028,67.662,166.744,1,3,0,0,3,0,0,3,0
B2RC85,150.345,120.652,289.768,0,0,0,0,7,0,0,0,0
B2RLV1,116.691,85.785,314.234,0,0,0,0,14.845,0,0,0,0
B2RQC6,5,2,34,0,0,0,0,0,0,0,0,0
B2RS91,21,20,46,0,0,0,0,0,1,0,0,0
B2RU33,10,12,32,0,0,0,0,6,0,0,0,0
B2RW38,94,58,172.59,1,0,0,0,2,0,0,0,0
B2RX14,11.055,21.742,110,0,0,0,0,2,0,0,0,0
B2RXR6,91,41,148,0,0,0,0,0,0,0,0,0
B2RY56,50.012,56.856,124.555,0,3,0,0,0,0,0,0,0
B2RYG6,24,12,59,0,0,0,0,1,0,0,0,0
B2RZ50,7,7,11,0,0,0,0,1,0,0,0,0
B2TLZ8,65,33,151,0,1,0,0,0,2,0,0,0
B2TMY2,1,4,5,0,0,0,0,0,0,0,0,0
B2TZL3,0,0,0,0,0,0,0,0,0,0,0,0
B2UQG6,193,135,247,0,0,0,0,10,1,3,0,0
B2V7U3,0,0,1,0,0,0,0,0,0,0,0,0
B2V8I4,5.142,0,0,0,0,0,0,0,0,0,0,0
B2VFC7,14,9,22,0,0,0,0,3,0,0,0,0
B2VH10,28,23,30,0,0,0,0,1,0,0,0,0
B2VH13,15,5,39,0,0,0,0,0,0,0,0,0
B2W572,63,43,119,0,1,0,0,1,2,0,0,0
B2XTU9,111,71,216,0,0,0,1,5,0,0,0,0
B2ZFP3,0,0,0,0,5,0,0,1,0,1,0,0
B2ZXD5,13,17,38,0,0,0,0,0,0,0,0,0
B3DH20,27,25,54,0,0,0,0,0,0,0,0,0
B3DHU2,7,26,55,0,6,0,0,1,0,0,0,0
B3DN87,7,12,24,0,0,0,0,0,0,0,0,0
B3DNN5,29,13,57,0,1,0,0,1,0,0,0,0
B3E099,97.253,49.686,106.085,0,3.145,0,2,21.608,2.578,0,0,0
B3E1Z4,21,10,5,0,0,0,0,0,0,0,0,0
B3ERN8,0,0,0,0,0,0,0,0,0,0,0,0
B3EUD6,0,0,0,0,0,0,0,0,0,0,0,0
B3EUG6,0,0,0,0,0,0,0,0,0,0,0,0
B3EWY9,1,0,2.996,0,0,0,0,0,0,0,0,0
B3EWZ3,36,37,90,0,2,0,0,2,0,0,0,0
B3EWZ6,105,81,337.33,0,0,0,3,0,2,0,0,0
B3FHT4,27,25,130,0,0,0,0,0,1,0,0,0
B3LF48,67.025,44,83,0,0,0,4,0,0,0,0,0
B3LFA3,107.004,63,118,1,0,0,0,1,0,0,0,0
B3M1E1,27,23,71,0,0,0,0,1,0,0,0,0
B3N6D9,23,20,44,0,0,0,0,0,0,0,0,0
B3NP10,4,1,2,0,0,0,0,0,0,0,0,0
B3PDE5,7,1,19,0,0,0,0,0,0,0,0,0
B3PYH7,6.642,11.308,25.583,0,0,0,0,0,0,0,0,0
B3QL00,111,141,388,0,2,0,0,2,2,0,0,0
B3QP89,2,0,3,0,0,0,0,0,0,0,0,0
B3QR64,154.958,101.001,199,0,1,0,0,7,0,0,0,0
B3QVL0,284,163,535,0,1,1,0,10,1,0,0,0
B3VQ24,1,0,4,0,0,0,0,0,0,0,0,0
B4E2M5,6,13,16,0,0,0,0,0,0,0,0,0
B4EYV7,0,0,0,0,0,0,0,0,1,0,0,0
B4F1L5,3,14,9,0,0,0,0,0,0,0,0,0
B4F6K2,18,9,7,0,0,0,0,0,0,0,0,0
B4F6W9,320.105,168.264,569.433,1,2,0,4,6.003,1,2,0,0
B4F753,62,54,202,0,3,0,0,3,1,0,0,0
B4FHY0,74,60,157,0,8,0,0,4,0,0,0,0
B4GEU5,37.214,23.188,81.923,0,0,0,0,1,1,0,0,0
B4GRJ2,14,18,46,0,0,0,0,2,0,0,0,0
B4GUZ2,140,61,176,2,0,0,1,1,0,0,0,0
B4H4X0,11,5,27,0,0,0,0,0,2,0,0,0
B4J3F1,139,92,274,0,0,0,0,6,0,0,0,0
B4JHI7,6,5,14,0,0,0,0,0,0,0,0,0
B4KSY3,21,29,64,0,0,0,0,1,1,0,0,0
B4L1Z2,0,0,1,0,0,0,0,0,0,0,0,0
B4L6Q5,37,21,29,0,0,0,0,3,0,0,0,0
B4MX21,56,43,135,0,0,0,0,0,0,0,0,0
B4N8G7,1,3,4,0,0,0,0,0,0,0,0,0
B4PY69,20,32,62,0,0,0,0,4,0,0,0,0
B4R9R7,36.358,56.72,138.417,0,0,0,1,4,0,0,0,0
B4RX40,35,14,65,0,0,0,0,0,0,0,0,0
B4RZM6,62,38,104,0,0,0,0,1,1,0,0,0
B4S4H8,94,88,120,0,0,1,0,4,0,0,0,0
B4SD86,7,0,6,0,0,0,0,0,0,0,0,0
B4TAV4,0,0,0,0,0,0,0,2,2,0,0,0
B4TJ42,15,4,31,0,0,0,0,0,1,0,0,0
B4TSL7,88,54,140,0,0,0,0,2,0,0,0,0
B4TVB1,75.492,47.562,124.219,0,0,0,0,0,0,0,0,0
B5BLW5,36,24,40,0,0,0,0,3,1,0,0,0
B5DF91,85,74,106,0,0,0,1,2,0,0,0,0
B5DG51,172,104.489,235,0,4,0,0,2,1,0,0,0
B5E5X4,37,31,58,0,0,0,0,1,0,0,0,0
B5FFK8,45,39,106,0,0,0,0,0,4,2,0,0
B5QVR2,99,111,184,0,0,0,2,6,0,6,0,0
B5RHV8,49,26,76,0,0,0,0,5,0,0,0,0
B5X186,7,2,24,0,0,0,0,0,0,0,0,0
B5X2B8,1,1,9,0,0,0,0,0,0,0,0,0
B5X4H8,16,26,18,0,0,0,0,0,0,0,0,0
B5X582,33,40,72,0,0,0,2,2,1,1,0,0
B5XAM2,35,26,43,0,2,0,0,0,1,0,0,0
B5XGE7,19,14,19,0,0,0,0,5,0,0,0,0
B5XNW7,35,20,61,0,0,0,0,0,0,0,0,0
B5XQ35,0,0,0,0,0,0,0,0,0,0,0,0
B5Y1L4,5,11,16,0,0,0,0,0,2,0,0,0
B5YEQ1,23,14,36,0,0,0,0,0,0,0,0,0
B5YF42,43,45,96,0,1,2,0,0,0,0,0,0
B5YHS4,13,18,42,0,0,0,0,0,0,0,0,0
B5YM03,0,0,0,0,0,0,0,0,0,0,0,0
B5YYA8,76,49,96,0,0,0,1,5,1,0,0,0
B6CZ56,21,24,49,0,0,0,0,3,0,0,0,0
B6EN06,0,0,0,0,0,0,0,0,0,0,0,0
B6H060,0,0,0,0,0,0,0,0,0,0,0,0
B6H6L7,62,63,127,0,2,0,0,5,2,0,0,0
B6HNK6,74,84,224.244,0,0,0,0,1,0,0,0,0
B6IRB5,139.158,117.867,273.401,0,1,0,0,4.083,0,0,0,0
B6IRR7,74,33,43,0,0,0,0,0,0,0,0,0
B6JEX9,21,22,39,0,0,0,0,0,0,0,0,0
B6JY16,125,50,112,0,0,0,0,1,1,0,0,0
B6KG46,0,0,0,0,0,0,0,0,0,0,0,0
B6SFA4,0,0,0,0,0,0,0,0,0,0,0,0
B6SHG7,17,12,23,0,0,0,0,0,0,0,0,0
B6SZW0,117,50,197,0,0,0,0,0,0,0,0,0
B6VMU9,12,26,33,0,0,0,0,0,0,0,0,0
B6ZJZ9,96,42,126,0,0,0,0,10,0,0,0,0
B7E7M8,70,54,148,0,0,0,2,1,0,0,0,0
B7F845,685.651,373.957,865,55,129,120,108,155.84,19,284,79,114
B7FAL5,3,0,2,0,1,1,2,2,2,0,0,0
B7FRE8,141,70,135,0,0,0,0,4,0,0,0,0
B7FSL4,60,46,173,0,0,0,0,5,0,0,0,0
B7FXW1,58,39,132,1,0,5,0,1,0,0,0,0
B7G3Y9,16,26,63,0,0,0,0,0,0,0,0,0
B7G620,63,87,245,0,3,0,1,10,1,0,0,0
B7IFE0,5,4,3,0,4,0,0,0,0,0,0,0
B7JN38,49,57,107,0,0,0,0,6,0,1,0,0
B7JZW9,0,0,0,0,0,0,0,0,0,0,0,0
B7K335,157,105,274,0,0,0,0,2,3,0,0,0
B7K4A4,91,83,148,0,1,0,0,1,0,0,0,0
B7LWR4,32,17,54,0,0,0,0,0,0,0,0,0
B7NF27,0,0,0,0,0,0,0,0,0,0,0,0
B7NS48,9,7.042,15,0,0,0,0,1,1,0,0,0
B7U540,7,7,44,0,0,0,0,0,0,0,0,0
B7VIZ5,0,0,1,0,0,0,0,0,0,0,0,0
B7VJ58,2,5,1,0,0,0,0,0,0,0,0,0
B7YZV4,1,7,29,0,0,0,2,1,0,0,0,0
B7ZC96,89,96,262.614,0,0,0,4,2,0,0,0,0
B7ZFT1,27,40,64,0,0,0,0,5,0,0,0,0
B7ZUF3,97,74,203,0,0,0,0,0,0,0,0,0
B7ZWR6,91.764,77.904,132.254,1,0,0,2,4,5,0,0,0
B8AAM2,12,6,14,0,0,0,0,0,0,0,0,0
B8BMI1,0,0,0,0,0,0,0,0,0,0,0,0
B8BQY5,1,8,4,1,0,0,0,0,0,0,0,0
B8CH52,17,14,43,0,0,0,0,0,1,0,0,0
B8CXL0,23,19,56.773,0,0,0,0,1,1,0,0,0
B8D065,33,30,75,0,0,0,0,1,0,0,0,0
B8D0C7,0,0,0,0,0,0,0,0,0,0,0,0
B8DZS1,10,2,23,0,0,0,0,0,0,0,0,0
B8E0B4,21,16,30,0,0,0,0,0,0,0,0,0
B8E968,1,0,0,0,0,0,0,0,0,0,0,0
B8EK41,8,4,1,0,1,0,0,0,0,0,0,0
