Entry,UVI_092_C,UVI_094_C,UVI_096_C,UVI_100_C,UVI_102_C,UVI_104_C,UVI_106_C,UVI_108_C,USVI_118_C,UVI_132_C,UVI_136_C,UVI_138_C
Q9H093,0,0,0,0,0,0,0,0,0,0,0,0
Q9H0A0,1,1,0,0,10,9,0,7,0,7,0,6
Q9H0B6,0,0,0,0,0,1,0,0,0,0,0,0
Q9H0C1,8,13,15,0,1,2,3,0,5,10,7,3
Q9H0C3,2,0,0,1,5,8,1,8,0,21,7,2
Q9H0C5,1,0,0,1,12,4,3,21,0,5,1,2
Q9H0C8,0,0,0,0,0,0,3,0,0,0,0,0
Q9H0F5,0,0,0,6,3,1,5,5,0,51,31,28
Q9H0J9,16.302,23,2,43,125,58,194,170,2,129,90,37
Q9H0R3,0,0,0,0,1,1,0,2,1,73,28,28
Q9H1A3,0,0,0,0,2,0,0,1,0,2,1,0
Q9H1A4,0,1,0,0,0,6,5,8,2,7,5,2
Q9H1D9,0,0,0,0,0,0,0,0,0,0,0,0
Q9H1H9,0,0,0,0,0,0,12,1,0,2,0,8
Q9H1I8,0,0,0,0,1,4,2,5,2,1,0,0
Q9H1N7,4,6,0,5,40,9,21,46,0,101,44,23
Q9H1Y0,0,0,0,0,0,0,0,0,0,25,19,8
Q9H221,0,0,0,0,0,0,0,0,0,0,0,0
Q9H223,0,0,0,0,0,0,12,0,0,0,0,0
Q9H252,2,1,0,3,17,3,6,14,0,2,2,10
Q9H270,0,0,0,0,0,0,4,0,0,0,0,0
Q9H2K2,6,11,0,7,29,8,49,26,13,58,20,23
Q9H2M9,0,0,0,0,0,0,1,0,0,0,0,0
Q9H2V7,2,18,0,3,15,12,25,14,1,0,0,2
Q9H2X9,0,0,0,0,0,0,1,0,0,0,0,0
Q9H330,0,0,0,0,0,0,7,0,0,0,0,0
Q9H3H3,0,0,0,41,6,112,132,186,1,0,0,0
Q9H3L0,0,0,0,0,0,0,0,0,0,0,0,0
Q9H3M0,0,0,0,2,0,0,0,3,0,1,2,0
Q9H3S3,0,0,0,3,0,2,0,1,9,12.957,13,5
Q9H490,0,0,0,0,0,0,2,0,0,0,0,0
Q9H4B4,0,0,0,0,0,0,2,0,0,0,0,0
Q9H4G4,0,0,0,0,0,0,0,3,0,0,0,0
Q9H4K1,0,8,0,10,48,26,71,32,7,11,3,2
Q9H4Z3,0,0,0,0,0,0,2,0,0,18,0,0
Q9H553,0,0,0,0,0,0,0,0,0,0,0,0
Q9H598,0,0,0,0,0,0,0,0,4,22,13,19
Q9H5I5,0,0,0,0,0,0,0,0,0,9.036,1.763,0
Q9H5Z1,0,0,0,0,3,0,1,0,0,9,2,2
Q9H672,0,0,0,0,0,0,0,0,0,0,0,0
Q9H6R3,0,0,0,0,0,0,0,0,0,0,0,0
Q9H6T0,0,0,0,0,0,0,0,0,0,0,0,0
Q9H6Z4,0,1,0,0,1,4,0,1,0,1,0,0
Q9H6Z9,0,0,0,0,4,0,2,1,0,4,1,1
Q9H773,0,0,0,0,0,0,1,0,0,0,0,0
Q9H7B4,0,1,0,10,23,9,12,16,7,13,16,15
Q9H7Z7,0,0,0,0,0,0,0,0,0,0,0,0
Q9H867,0,0,0,1,11,3,2,4,0,17,6,9
Q9H8H3,0,0,0,0,0,0,1,0,0,0,0,0
Q9H8M5,0,0,0,0,0,0,1,0,0,0,1,0
Q9H8X9,0,0,0,0,0,0,0,0,0,0,0,0
Q9H8Y5,0,5,0,0,3,0,0,0,2,4,0,3
Q9H8Y8,0,0,0,0,12,2,8,11,0,2,0,2
Q9H992,0,0,0,2,28,4,6,23,1,53,33,32
Q9H9B1,0,0,0,0,0,2,2,0,0,8,3,0
Q9H9G7,0,0,0,0,0,0,0,0,0,0,0,0
Q9H9Q2,0,0,0,0,13,12,11,13,0,15,1,2
Q9H9V9,0,0,0,2,0,0,2,2,0,5,0,0
Q9H9Y6,0,0,0,0,4,0,7,0,0,4,2,1
Q9HAB8,0,0,0,2,3,2,0,0,0,7,1,3
Q9HAS3,0,0,0,0,0,0,21,3,0,74,27,18
Q9HAT2,1,0,0,3,11,7,3,6,3,94,79,51
Q9HBH5,11,17,0,18,31,40,39,45,0,90,62,62
Q9HBR0,0,0,0,0,2,7,11,3,0,2,4,5
Q9HC29,2,0,0,2,3,3,5,13,3,75.502,17.49,20
Q9HC98,0,1,0,0,0,0,1,2,1,0,0,0
Q9HCB6,0,1,0,5,24,4,4,3,0,42,13,3
Q9HCC0,0,0,0,0,0,0,7,0,0,0,0,0
Q9HCD6,0,17,0,6,23,21,33,36,2,33,11,17
Q9HCF6,2,1,0,0,12,1,8,6,5,256,103,90
Q9HCI5,0,5,0,1,19,4,18,15,0,91,59,35
Q9HD40,0,0,0,0,9,3,1,0,0,3,1,0
Q9HD45,0,0,0,0,0,0,7,0,0,0,0,0
Q9HDY4,0,4,0,0,0,3,0,2,0,29,1,2
Q9HDZ5,8,21,0,0,0,0,5,0,0,2,3,2
Q9HE12,0,0,0,0,0,0,0,0,0,0,0,0
Q9HEH1,3,4,0,9,31,19,24,21,2,86,18,42
Q9HEM6,0,0,0,0,4,0,2,0,0,45,7,8
Q9HFV1,0,0,0,0,0,0,1,0,0,0,0,0
Q9HFY6,1,1,0,4,3,0,5,2,3,10,0,8
Q9HGI6,0,0,0,0,0,0,0,0,0,0,0,0
Q9HGI7,0,0,0,1,4,4,1,4,3,3,0,0
Q9HGM9,0,3,0,4.971,11,1,10,6,0,42.183,20,21
Q9HGN1,0,0,0,1,20,2,5,7,3,4,0,0
Q9HGN7,0,0,0,0,0,0,1,0,2,0,0,0
Q9HGQ2,0,0,0,0,0,1,1,0,0,4,0,0
Q9HGY7,0,0,0,0,0,0,0,0,0,2,0,0
Q9HJ83,0,0,0,0,0,0,4,1,0,0,0,0
Q9HLE2,0,0,0,0,1,0,2,0,0,7,6,4
Q9HLN1,0,0,0,0,0,0,3,0,0,0,0,0
Q9HPG5,20,30,0,62,191,84,194,208,0,216,88,50
Q9HTD7,0,0,0,0,0,0,3,0,0,0,0,0
Q9HU55,0,0,0,0,0,0,0,1,0,0,0,0
Q9HUX6,0,0,0,0,0,4,4,2,0,3,0,0
Q9HWG9,0,0,0,0,3,0,0,0,0,0,0,0
Q9HXV4,0,0,0,0,0,0,0,0,0,0,0,1
Q9HZ00,0,0,1,2,9,4,18,5,2,70,33,24
Q9HZ66,0,0,0,0,0,0,0,0,0,0,0,0
Q9HZP6,0,0,0,0,0,0,0,0,0,9,2,11
Q9HZQ2,0,2,0,15.284,91.005,20,74.004,68.611,0,0,0,0
Q9I0R8,0,0,0,0,1,0,0,1,0,17,5,6
Q9I2Q2,0,0,0,0,0,0,0,0,0,0,0,0
Q9I2V5,0,0,0,0,0,0,3,0,0,0,0,0
Q9I2Y2,0,0,0,17,22,28,39,54,5,12,12,1
Q9I485,0,0,0,0,3,0,4,1,0,1,0,0
Q9I4C8,26,19,40,0,16,4,5,13,5,43,36,21
Q9I4E1,11,2,0,7,36,7,19,33,0,42,21,20
Q9I4V0,7,55,0,66,318,73,246,330,0,47,17,35
Q9I526,0,0,0,0,0,0,3,0,0,0,0,0
Q9I596,1,0,0,3,2,0,5,0,1,3,2,0
Q9I6J2,2,4,0,32,149,52,131,158,0,89,62,38
Q9I7I7,0,0,0,0,0,0,0,0,0,0,0,0
Q9I7S6,0,0,0,0,0,0,4,0,0,0,0,0
Q9I7W5,0,0,0,0,0,3,0,3,0,7,3,2
Q9I830,2,3,0,3,31,2,24,15,0,69,29,36
Q9I8D1,0,0,0,0,0,0,0,0,0,0,0,0
Q9I8F9,0,0,0,1,7,3,3,0,3,0,0,1
Q9I969,0,0,0,0,0,0,2,1,2,10,6,6
Q9I9H8,0,0,0,0,3,2,0,1,0,3,0,0
Q9IAL8,0,0,0,1,0,3,2,0,0,4,3,1
Q9IBD1,0,0,0,0,0,0,0,0,0,0,0,0
Q9J4Z5,5,21,0,3,36,9,16,25,4,41,34.001,17
Q9J4Z6,0,0,0,0,0,0,12,0,0,0,0,0
Q9J504,0,0,0,0,0,0,0,0,2,1,0,1
Q9J569,14,22,1,25,227,32,129,175,0,188,65,52
Q9J5H5,0,0,0,0,0,0,2,0,0,0,0,0
Q9J5H7,0,0,0,0,0,0,0,0,0,0,0,0
Q9J5H8,0,0,0,42,191.979,61,137,155,5,46,16,14
Q9JHB4,0,0,0,0,0,0,0,0,0,4,0,5
Q9JHP7,0,0,0,0,2,3,0,0,0,10,8,5
Q9JHR7,1,0,0,0,0,3,1.488,0,0,1.342,0,0
Q9JHU4,28,3,14,0,0,0,0,0,0,0,0,0
Q9JHW0,0,0,0,0,0,0,16,0,0,0,0,0
Q9JHW4,0,0,0,0,4,0,0,0,0,6,3,0
Q9JI39,0,10.856,0,9.961,39.83,16.114,46.817,43.503,0,54.045,43.081,12.115
Q9JI69,0,0,0,0,0,0,5,0,0,0,0,0
Q9JI70,0,0,0,1,6,7,15,9,2,0,0,0
Q9JI90,1,7,0,6,4,17,10,19,2,43,10,5
Q9JII6,0,7,1,2,0,0,0,2,1,2,0,4
Q9JIS7,5,4,1,6,26,7,61,30,6,51.8,26,22
Q9JJ00,0,0,0,0,0,0,10,0,0,0,0,0
Q9JJ09,0,0,0,1,0,0,67,2,0,25,16,9
Q9JJ59,0,0,0,6,19,10,24,46,2,21,12,13
Q9JJ79,0,0,0,0,0,0,1,0,0,0,0,0
Q9JJ80,0,0,0,0,4,0,4,4,0,7,0,0
Q9JJK2,0,0,0,0,1,0,1,0,0,2,1,0
Q9JJT0,0,0,0,0,0,3,0,0,0,0,0,0
Q9JJX6,0,0,0,0,0,0,2,0,0,0,0,0
Q9JJZ8,2,1,0,19,130,34,77,107,0,68,33,21
Q9JJZ9,0,0,0,0,0,0,0,0,0,0,0,0
Q9JK42,0,0,0,0,0,0,10,0,0,0,0,0
Q9JK82,2,0,0,0,6.754,0,7,9.907,0,0,1,6
Q9JK91,0,0,0,0,4,2,0,1,2,8,0,5
Q9JK97,0,0,0,0,5,0,0,0,0,1,0,1
Q9JKA7,0,0,1,8,119,21,35,30,0,296,116,108
Q9JKA8,0,1,0,10,151,23,104,132,3,50,14,8
Q9JKA9,0,0,0,0,0,0,1,0,0,104,34,19
Q9JKB0,0,0,0,3.543,80,11.981,66,76,1.626,78,16.721,23.881
Q9JKB8,0,0,0,0,0,0,3,0,0,0,0,0
Q9JKU3,0,0,0,0,0,0,0,0,0,0,0,0
Q9JL04,0,0,0,0,0,0,0,0,0,0,0,0
Q9JL18,0,0,0,1,0,0,0,0,1,5,0,1
Q9JLG8,65,92,54,24,86,76,131,116,9,170,86,64
Q9JLI7,17,21,0,39,265,93,227.999,229.985,2,195.998,92,69.017
Q9JLK4,0,0,0,0,0,0,3,0,2,0,0,0
Q9JLV6,0,0,0,0,0,2,0,0,0,0,1,2
Q9JLY7,0,0,0,1,0,0,0,0,1,1,0,0
Q9JM15,0,1,0,1,10,2,1,6,0,0,7.644,12.937
Q9JM83,2,15,0,0,11.567,2,32.213,7.636,17,22.282,22.987,4
Q9JM98,46,69,3,102,331,203,221,341,1,499,217,158
Q9JMC3,0,0,0,0,0,0,4,0,0,6,6,1
Q9JMD3,0,1,0,1,6,6,5,1,2,6,3,1
Q9JMK8,0,0,0,0,0,0,6,0,0,0,0,0
Q9JUF2,6,7,0,0,1,0,31,2,0,13,9,6
Q9JVQ5,0,0,0,2,5,32,14,27,3,4,0,0
Q9JYI8,0,0,0,0,4,0,0,2,0,14,8,5
Q9K0I2,0,0,0,0,0,0,4,0,0,0,0,0
Q9K6K1,0,0,0,0,0,0,2,0,0,0,0,0
Q9K6Y7,5,3,0,10,6,15,19,42,2,36,13,5
Q9K867,0,0,0,0,0,0,9,2,0,0,0,0
Q9K907,0,1,0,0,0,0,0,1,2,0,0,0
Q9KBI9,0,0,0,0,5,1,0,0,1,2,1,1
Q9KCQ5,0,0,0,0,0,0,2,0,0,0,0,0
Q9KCZ4,0,0,0,0,0,0,0,1,0,18,8,7
Q9KDD8,34,78.004,0,52.996,183,99,222,225,4,182,84,45
Q9KF10,0,0,0,0,0,0,0,0,0,0,0,0
Q9KG32,0,1,0,0,0,0,0,0,1,0,0,0
Q9KHI5,2,6,0,9,27,11,5,8,3,14,4,0
Q9KL16,22,37,0,31,228,81,131,183,2,157.101,47,55
Q9KN00,14,26,1,40,141,46,126,115,4,127,79,60
Q9KQH0,0,0,0,0,0,0,0,0,0,0,2,0
Q9KQH7,0,0,2,1,5,1,1,2,1,1,0,1
Q9KRP1,0,0,0,0,0,0,0,0,0,0,0,0
Q9KUS0,0,0,0,0,0,0,0,0,0,0,0,0
Q9KUW9,0,0,0,0,0,0,3,0,0,0,0,0
Q9KVU5,3,2,0,0,1,0,1,0,0,2,0,0
Q9KX40,0,4,0,2,2,4,4,0,1,0,0,0
Q9L0L6,0,0,0,2,0,0,0,0,1,0,0,3
Q9L4K0,0,0,0,0,0,0,0,0,0,0,0,0
Q9L4Q7,3,3,0,0,0,0,0,0,0,0,0,3
Q9L7R4,5,8,0,6,3,4,1,0,1,48,19,10
Q9L9D7,12,4,13,1,1,2,14,4,0,21,4,5
Q9L9F4,5,0,0,1,0,0,0,1.196,0,4,2,2
Q9LBG2,0,1,0,1,7,0,0,0,0,84,22,13
Q9LBV3,0,1,0,25,74,36,62,87.887,0,0,0,0
Q9LCQ4,0,0,0,0,1,0,5,0,0,22,7,10
Q9LD55,1,2,0,0,3,0,0,0,3,1,0,0
Q9LDC0,0,0,0,0,2,0,1,1,1,9,1,4
Q9LDH3,0,0,0,1,0,3,0,0,1,4,0,0
Q9LDI3,0,0,0,28,52,102,95,100,0,25,18,12
Q9LDK9,47,67,3,1,1,6,8,10,5,19,9,3
Q9LDM2,0,0,0,0,0,0,0,1,0,0,0,0
Q9LDN0,0,1,0,0,10,0,4,3,0,144,54,39
Q9LDY5,0,0,0,3,12,5,5,9,0,0,0,0
Q9LEB4,0,0,0,0,0,1,0,0,0,6,0,0
Q9LEJ0,0,2,4,0,1,1,3,4,2,8,3,9
Q9LEK8,1,2,4,1,16,6,14,14,9,10,3,6
Q9LEN0,0,0,0,0,3,4,2,0,4,5,10,8
Q9LEU4,0,0,0,1,0,3,2,0,0,1,1,0
Q9LEV7,2,3,0,0,4,6,8,18,2,28,15,3
Q9LEW8,1,4,1,11,4,4,8,15,1,2,0,0
Q9LEY9,0,0,0,0,0,0,1,0,0,0,0,0
Q9LF54,1,1,0,29,92,77,76,123,0,20,13,8
Q9LFB8,0,0,0,0,0,3,1,0,0,39,8,9
Q9LFC5,19,20,1,45,164,118,138,191,0,231,116,106
Q9LFE0,3,9,0,0,1,1,0,2,1,16,8,7
Q9LFE2,0,0,0,0,0,0,0,0,0,0,0,0
Q9LFF1,0,4,0,0,0,3,0,0,2,10,2,1
Q9LFH6,0,0,0,0,1,1,0,0,1,1,1.12,0
Q9LFN3,0,0,0,0,2,0,8,1,2,5,7,24
Q9LFN6,0,0,0,0,0,1,0,1,5,15,11,10
Q9LFQ4,0,0,0,0,0,0,0,0,0,0,0,0
Q9LFV6,0,0,0,0,0,0,2,0,0,0,0,0
Q9LG23,0,0,0,0,0,0,0,0,0,0,0,0
Q9LG26,0,0,0,53,152,109,166,173,0,0,1,0
Q9LGZ2,0,0,0,6,7,13,1,15,0,9,7,13
Q9LH39,0,0,0,0,0,0,9,0,0,0,0,0
Q9LH76,0,0,0,0,0,0,1,0,0,0,0,0
Q9LHD2,0,0,0,0,2,1,5,0,1,12,5,1
Q9LHE5,0,0,0,0,0,0,0,1,6,8,10,4
Q9LHG8,0,0,0,0,0,0,2,0,0,0,0,0
Q9LHH7,26,30,0,30,95,42,93,212,0,154,98,49
Q9LHN7,0,0,0,0,21,4,6,9,0,2,1,0
Q9LI61,10,13,0,10,33,16,53,62,0,91,40,39
Q9LI84,0,0,0,0,0,0,0,0,0,0,0,0
Q9LIA8,0,0,0,0,0,0,0,0,0,0,0,0
Q9LIC2,0,8,0,0,7,3,20,12,7,96,43,50
Q9LIC6,0,0,0,0,0,0,8,0,0,0,0,0
Q9LIG0,0,0,0,0,0,0,1,2,0,4,0,0
Q9LIK5,0,1,0,1,6,9,5,8,0,16,13,11
Q9LIQ7,0,0,0,0,0,0,0,0,0,0,0,0
Q9LIR9,1,0,0,0,8,1,14,1,3,4,2,0
Q9LIS2,0,0,0,0,0,0,0,0,0,2,0,0
Q9LJ45,11,28,0,33,161,23,134,147,2,53,30,21
Q9LJD8,0,0,0,9,7,11,9,6,1,22,15,5
Q9LJI2,0,0,0,0,0,2,3,0,0,1,0,0
Q9LJL3,1,4,0,1,0,0,8,0,19,1,2,2
Q9LJN4,0,0,0,0,0,0,0,0,0,0,0,0
Q9LJU7,0,0,0,6.975,15,7,14,7,1,14.742,18.4,5.681
Q9LJX4,12,39,1,70.017,314,110.341,275,280,12,148,68,59
Q9LJX8,7,1,0,3,5,4,3,9,0,129,49,66
Q9LK09,0,0,0,0,0,0,6,0,0,0,0,0
Q9LK16,2,4,0,5,4,1,6.04,15,47,177,113,87
Q9LK23,0,0,0,0,0,0,8,0,0,0,0,0
Q9LK25,0,1,0,0,0,0,2,1,2,13,7,0
Q9LK58,15,8,0,9,30.997,21,25,44,0,41,13,9
Q9LK65,0,0,0,0,0,0,1,0,0,1,0,7
Q9LK90,2,8,0,5,25,8,5,12,1,259,100,73
Q9LK94,16,9,62,0,0,0,0,2,1,0,0,0
Q9LKA3,0,0,0,0,0,0,4,2,0,0,0,0
Q9LKB9,12,28,0,20,64,26,102,80,14,75,28,48.001
Q9LKJ3,0,0,0,0,0,0,13,0,0,0,0,0
Q9LKR3,0,0,0,0,0,0,18,1,0,0,0,0
Q9LKW9,0,3,0,0,1,5,8,4,0,45,9,29
Q9LL84,0,0,0,0,0,0,0,0,0,0,0,0
Q9LLY4,0,0,0,0,0,0,4,0,1,3,0,2
Q9LM02,0,37,0,5,10,2,18,17,17,0,5,2
Q9LM25,0,0,0,0,0,0,2,0,0,0,3,0
Q9LM66,0,0,0,0,0,0,11,0,5,0,0,0
Q9LM92,0,0,0,0,0,0,0,0,0,106,85,45
Q9LMA1,35,51,1,85,350,117,228,256,12,107,47,33
Q9LMI0,0,3,0,0,9,0,0,2,4,2,1,1
Q9LMI7,0,0,0,0,0,0,3,0,0,0,0,0
Q9LMJ7,0,0,0,0,1,1,0,0,0,0,1,0
Q9LML7,0,0,0,0,0,0,18,0,0,0,0,0
Q9LMN7,0,0,0,0,0,0,1,3,3,41,20,6
Q9LMR3,0,0,0,0,0,0,5,0,0,0,0,0
Q9LMT1,0,1,0,0,2,0,1,0,6,19,11,6
Q9LMT2,10,6,0,0,8,3,19,5,10,6,9,8
Q9LN20,1,0,0,0,2,0,4,0,0,35,10,15
Q9LN49,0,0,0,0,0,1,3,0,5,2.459,4,2
Q9LN71,0,1,7,4,8,0,6,2,1.139,1.273,2.797,2.821
Q9LNB6,1,0,0,0,0,0,2,1,0,0,0,0
Q9LNC5,0,0,0,0,0,0,6,2,0,0,0,0
Q9LND7,0,2,1,0,1,0,5,0,0,5,0,0
Q9LNQ4,0,0,0,0,0,0,0,0,0,0,0,0
Q9LP45,35,53,1,23,49,29,6,3,8,155,65,55
Q9LPC1,15,20,0,61,266,107,202,284,6,131,68,56
Q9LPC5,0,1,0,0,2,0,1,1,0,0,2,0
Q9LPC7,0,3,0,0,0,0,0,1,2,5,0,0
Q9LPL5,0,0,0,0,0,0,2,0,0,0,0,0
Q9LPN5,0,0,0,0,0,0,0,0,0,0,0,0
Q9LPT6,0,0,0,0,0,0,0,0,0,6,1,0
Q9LPV5,318.002,670.006,199.278,1234,5496.865,2011.999,5270,5704,77.999,5391.998,1404.999,1311
Q9LPX2,20,30,69,5,15,6,10,22,5,137,67,60
Q9LQ04,1,12,0,0,0,0,0,0,0,13,0,1
Q9LQ14,28,30,0,0,15,5,17,7,12,90,40,30
Q9LQ16,0,0,0,0,1,0,0,0,1,7,15.302,7
Q9LQK0,0,0,0,0,1,0,1,0,0,8,2,1
Q9LQK7,0,0,0,2,39,11,19,48,0,11,3,8
Q9LQV2,0,9,0,1,2,2,1,4,1,7,3,0
Q9LR64,9,1,0,0,0,0,0,4,3,1,0,1
Q9LR75,24,37,0,0,7,11,10,6,2,54,5,2
Q9LR78,2,0,0,74,296,91,234.001,285,5,63,29,19.121
Q9LR91,1,1,0,0,2,0,6,8,1,14,5,7
Q9LRE5,0,0,0,0,0,0,4,0,0,0,0,0
Q9LRE6,37,89,3,52,153,92,146,216,6,22,8,2
Q9LRI8,0,0,0,0,0,0,0,0,0,0,0,0
Q9LRN8,0,0,0,4,8,4,11,4,0,0,1,7
Q9LS88,0,0,0,0,2,2,0,1,0,4,2,1
Q9LSE4,23,53,2,53,223,123,206,223,3,247,141,135
Q9LSJ5,0,0,0,0,0,0,1,0,0,0,0,0
Q9LSL9,0,0,0,2,2,0,2,1,2,22,9,12
Q9LSM5,0,1,0,6,17,5,13,14,0,25,1,6
Q9LSQ2,0,0,0,0,0,0,0,0,1,2,0,0
Q9LSQ5,11,5,29,0,0,0,0,0,0,0,0,0
Q9LSS3,0,0,0,0,0,1,0,8,0,5,2,1
Q9LSV0,0,0,0,0,0,0,7,0,0,0,0,1
Q9LSX4,0,0,0,0,0,0,0,0,0,30,6,6
Q9LSX7,0,0,0,0,0,0,0,0,0,0,0,0
Q9LT02,10,14,0,11,16,23,54,28,5,31,14,26
Q9LT25,0,0,0,0,5,0,0,0,1,9,1,0
Q9LT31,1,0,0,0,6,1,3,6,1,8,4,1
Q9LT35,0,0,0,0,0,0,0,0,0,0,0,0
Q9LT68,27,33,48,102,440,215,427,514,20,212.014,153,106
Q9LT77,0,0,0,0,0,0,0,0,0,0,0,0
Q9LT78,3,4,6,0,0,0,0,0,0,0,0,0
Q9LTD8,12,13,0,13,18,4,22,16,7,50,29,14
Q9LTG5,0,0,0,0,4,0,0,0,1,6,1,0
Q9LTI3,0,0,0,0,4,1,0,0,0,22,5,10
Q9LTR9,0,0,0,0,0,0,2,2,0,1,0,0
Q9LTS6,0,0,0,3,13,7,7,12,0,1,0,1
Q9LTV6,0,0,0,12,32,16,40,56,0,0,0,0
Q9LTX4,2,15,0,17,107,18,70,106,0,28,16,15
Q9LTX9,0,0,0,0,1,0,0,0,1,0,0,0
Q9LU44,0,1,0,0,0,0,12,0,3,75,47,25.973
Q9LU46,0,0,0,1,1,6,5,4,6,0,0,0
Q9LU85,0,0,0,0,0,0,7,4,0,7,3,0
Q9LU89,0,0,0,0,0,0,1,0,2,2,0,0
Q9LUD7,0,0,0,0,0,0,4,0,0,0,0,0
Q9LUG1,0,0,0,0,0,0,0,0,0,0,0,0
Q9LUH2,0,0,0,0,0,0,0,0,0,0,0,0
Q9LUT2,114,246,18,92,302,174,259,305,10,544,311,219
Q9LUW6,0,0,0,0,0,0,0,0,0,0,0,0
Q9LV09,0,0,0,8,12,4,14.866,24,1,13,6,9
Q9LV16,0,0,0,1,4,0,0,3.007,0,9,11,6
Q9LV77,0,0,0,0,0,0,0,6,0,0,3,0
Q9LV93,0,2,0,5,34,8,22,18,2,3,0,5
Q9LVD0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LVE0,0,0,0,0,0,0,0,0,0,0,0,0
Q9LVE2,0,0,0,0,0,0,3,0,0,0,0,0
Q9LVE4,4,2,0,0,0,3,17,6,2,28,11,4
Q9LVJ0,5,0,1,0,1,2,0,1,1,6,4,5
Q9LVM1,1,0,0,0,0,0,0,6,0,5,0,0
Q9LVN1,0,1,0,4,18,8,9,12,0,0,4,2
Q9LVN7,0,2,0,0,8,2,0,4,0,7,3,8
Q9LVQ5,0,2,0,0,0,0,3,0,0,0,0,0
Q9LVQ8,12,25.001,19,11,27.688,14,22.013,21.665,10,58.549,27,34
Q9LVV5,0,0,0,3,0,0,2,0,0,15,25,5
Q9LW07,0,0,0,0,0,0,0,0,0,0,0,0
Q9LW15,28,51,0,11,38,31,69,45,1,208,69,66
Q9LW26,0,0,0,26,51,30,14,41,0,28,13,12
Q9LX30,1,0,0,2,14,3,3,18,2,7,7,2
Q9LX31,0,0,0,0,0,0,13,2,3,68,14,36
Q9LX45,0,0,0,0,0,0,2,0,0,0,0,0
Q9LX90,0,0,0,0,7,4,11,9,2,0,1,0
Q9LXA5,0,0,0,0,0,0,0,0,0,1,1,0
Q9LXC9,62,144,0,168,487,258,544,616,16,16,9,1
Q9LXF8,0,4,0,3,2,2,16,1,0,8,5,3
Q9LXG1,85,129,1,1,9,17.298,4,10,18,220,114,118
Q9LXI4,1,0,0,0,1,1,4,3,4,57,11,13
Q9LXT3,0,2,0,6,2,11,2,4,20,63.001,42,34
Q9LXT9,0,0,0,79,171,135,170,232,5,171,39,57
Q9LY32,0,0,0,0,0,0,38,1,0,0,0,0
Q9LY75,2,5,0,2,0,6,12,6,1,16,9,5
Q9LY82,0,0,0,0,0,0,0,0,0,0,1,0
Q9LYA9,0,0,0,0,0,0,9,0,4,3,0,0
Q9LYG9,6,9,0,11,20,9,25,41,0,13,5,3
Q9LYJ9,0,1,0,93.332,387.377,162.477,227.829,357.619,5,35.407,66.585,368.146
Q9LYN0,0,0,0,17,39,34,64,63,1,7,1,3
Q9LYN7,38.356,81.604,0,101.423,508.097,124.383,381.637,447.23,8,449.03,264.905,131.914
Q9LYR5,0,1,0,0,1,0,6,4,0,0,0,1
Q9LYS6,0,0,0,0,0,1,6,1,0,1,0,0
Q9LYT1,0,0,0,26,188,85,118,173,1,0,0,0
Q9LYU8,0,0,1,0,3,1,12,0,0,28,0,4
Q9LYW5,2,3,0,5,22,8,16,24,2,3,0,0
Q9LYZ7,0,0,0,0,0,0,2,0,0,0,0,0
Q9LYZ9,32,30,1,6,17,7,93,30,7,16,11,8
Q9LZ06,0,0,0,0,3,0,3,0,0,1,0,0
Q9LZ17,32.498,42,0,30.673,120.779,120.334,127.857,108.502,3,1.001,0,0
Q9LZ82,0,1,0,13,31,9,23,32,6,48,42,21
Q9LZ98,0,0,0,9,69,23,0,10,2,302,161,134
Q9LZA6,2,0,0,2,0,4,5,10,0,29,39,10
Q9LZF6,0,0,0,0,0,0,25,0,1,0,0,0
Q9LZG0,0,0,0,0,0,0,1,0,0,0,0,0
Q9LZK5,26,21,3,37,157,88,104,158,3,207,123,95
Q9LZQ9,1,0,0,1,0,7,15,5.002,5,11,3,7
Q9LZS3,1,0,1,4,5.002,2,1,5,3,2.005,2,0
Q9LZX6,0,0,0,0,0,0,6,0,0,0,0,0
Q9M001,0,0,0,0,0,0,0,0,0,2,2,0
Q9M041,0,0,0,10,40,8,38,26,1,20.997,4,10
Q9M076,0,0,0,0,0,0,0,0,0,0,0,0
Q9M081,0,0,0,11,65,10,26,41,1,20,0,3
Q9M092,0,0,0,0,0,0,5,0,0,0,0,0
Q9M0C3,0,0,0,0,2,0,0,0,0,0,0,0
Q9M0E5,0,0,0,1,18,3,1,1,0,29,2,16
Q9M0F9,0,0,0,0,0,0,0,0,0,0,0,0
Q9M0M4,0,0,0,0,0,0,9,0,0,0,0,0
Q9M0N1,2,0,0,4,1,0,1,4,1,33,12,11
Q9M0S5,0,0,0,0,26,4,8,13,5,42,25,22
Q9M0V0,0,0,0,0,0,0,0,0,1,12.41,0,8
Q9M0V6,0,5.395,0,0,0,0,0,18.009,1,0,0,15.885
Q9M0Y8,0,1,0,1,6,0,21,3,1,4,9,0
Q9M0Z3,0,0,0,1,1,3,0,0,1,25,11,11
Q9M0Z9,0,0,0,32,0,44,0,0,0,0,0,0
Q9M1H3,15,19,0,8,38,25,50,39.148,37,73.016,52,22
Q9M1I6,0,0,0,0,0,0,0,0,0,0,0,0
Q9M1K2,35,106,5,105,472,200,477.99,518,12,457,303,194
Q9M1K5,0,0,0,0,3,2,2,1,0,2,0,6
