Entry,UVI_092_C,UVI_094_C,UVI_096_C,UVI_100_C,UVI_102_C,UVI_104_C,UVI_106_C,UVI_108_C,USVI_118_C,UVI_132_C,UVI_136_C,UVI_138_C
A0A011QK89,13,24,1,19,103,58,82,107,0,160,138,111
A0A023I7E1,1.266,13.977,0,1,57.861,3,7,55.634,1,16,4,5
A0A024SH76,1,0,0,0,13,2,1,2,2,25,8,8
A0A024SNB7,0,0,0,0,0,0,8,0,0,0,0,0
A0A060A682,0,1,0,0,1,0,1,4,2,11,2,7
A0A067XMP1,153,163,50,344,976,655,1010,1260,16,2084.768,1090.273,1081
A0A067YMX8,0,0,0,0,7,0,13,2,0,0,1,3
A0A068FIK2,0,0,0,0,0,0,8,0,0,0,0,0
A0A075HNX4,0,1,0,3,12,0,2,1,0,7,2,0
A0A075TJ05,0,0,0,0,0,0,1,0,0,0,0,0
A0A076FF10,0,0,0,0,0,0,5,0,0,0,0,0
A0A078CGE6,0,0,0,0,8,0,0,3,0,4,0,8
A0A078IS66,0,0,0,0,0,0,28,1,0,0,0,0
A0A078ISJ6,0,0,0,5,6,0,8,0,0,1,3,5
A0A084R1J7,1,0,0,0,0,0,0,7,4,46,12,8
A0A089QRB9,0,0,0,0,0,0,0,0,0,0,0,0
A0A096X8J7,0,0,0,0,0,0,0,0,0,0,0,0
A0A0A0RM07,21,36,0,2,4.061,1,15,1,3,312.019,177,224
A0A0A6ZFR4,0,0,0,0,0,0,0,0,0,0,0,0
A0A0B4KGY6,10,4,0,40,114,77,118,93.502,2,74,39,44
A0A0B5KU17,0,0,0,1,2,0,5.595,1,0,2,0,0
A0A0B6VQ48,1,0,0,11,22,24,71,28,0,46,29,27
A0A0B7P9G0,39,115,3,1.271,12.163,7.689,4.298,11.467,6,103,47,26
A0A0C5URS1,0,0,0,0,0,0,0,0,0,0,0,0
A0A0D1BUH6,0,0,0,0,5,0,0,3,0,4,3,3
A0A0D2XVZ5,0,0,0,0,2,1,2,0,1,7,0,0
A0A0G2JDV3,59,121,3,152,401.998,254,419,531,4,450,168,131
A0A0G2JEB6,2,6,0,4,9,0,10,7,0,158,68,47
A0A0G2K047,3,2,0,2,6,0,0,3,0,5,2,7
A0A0H2VDN9,17,3,13,10,6,3,8,6,4,64.601,53,44
A0A0H3AL67,0,0,0,0,0,0,0,0,0,0,0,0
A0A0H3JQ59,0,0,0,0,0,0,0,0,0,0,0,0
A0A0H3JRU9,0,0,0,0,0,0,2,0,0,0,0,0
A0A0I9QGZ2,1,1,0,1,9,0,17,5,7,88,42,30
A0A0K2JKU1,4,5,0,13,36,26,60,49,0,0,0,0
A0A0K9RDW0,3,4,0,50,229,115,199,202,0,18,2,8
A0A0L0P6P7,0,0,0,0,0,0,0,0,0,0,0,0
A0A0M5K865,46,94,42,48,97.204,57.186,169.442,124.366,3,94,33,47
A0A0P0WGX7,0,0,0,0,0,0,12,0,0,0,0,0
A0A0P0X004,0,3,0,3,3,1,0,0,1,0,0,0
A0A0P6JG37,0,0,0,0,0,0,0,0,0,0,0,0
A0A0R4I9Y1,0,0,0,0,0,0,5,0,0,0,0,0
A0A0R4IBK5,20.067,25.448,1.002,35.054,365.935,116.636,232.405,331.631,6,80.767,24.188,25.857
A0A0R4IC37,0,0,0,0,0,0,4,0,0,0,0,0
A0A0R4IKJ1,15,34,0,41,143,88,146,184,6,273,163.579,99
A0A0R8YWJ7,3,5,0,15,71,4,43,61,3,33,24,8
A0A0S6XAW4,0,0,0,0,1,0,1,2,4,6,2,3
A0A125YHX7,1,7,0,0,4,4,4,2,2,20,12,9
A0A125YZN2,4,8,0,1,5,1,14,3,6,32,9,6
A0A140JWS7,3,9,1,0,8.699,5,14,8,0,9.276,23.774,4
A0A140LI88,0,0,0,0,2,3,10,8,1,2,1,4
A0A140N890,0,0,0,0,0,0,0,0,0,4,3,7
A0A166YZW0,0,0,0,0,0,0,0,0,0,0,0,0
A0A166YZY4,1,0,0,0,2,0,1,0,3,4,0,1
A0A166YZY9,0,0,0,0,0,0,0,0,0,7,0,3
A0A167LUQ4,0,0,0,0,0,0,0,0,0,1,0,2
A0A168WVR6,0,0,0,0,0,0,0,0,0,4,0,1
A0A172J1S0,0,0,0,0,0,0,0,0,0,6,1,6
A0A1B2CTA9,0,0,0,0,0,0,0,0,0,0,0,0
A0A1B3PEJ0,0,0,0,4,0,2,0,1,0,8,3,1
A0A1B4XBG9,0,6,0,20,59,33,34,36,1,17.135,5,5
A0A1B5L6A5,0,5,0,2,14,9,8,6,0,9,4,5
A0A1C3YKE0,0,0,0,0,0,0,0,0,0,3,0,0
A0A1D3PCM3,0,0,0,0,0,0,0,0,0,0,0,0
A0A1D5P556,0,1,0,0,1,0,0,1,0,7,2,5
A0A1D6LAB7,0,0,0,0,0,0,0,0,0,0,0,0
A0A1D8PDZ1,25,28,0,178,413,308,327,363,14,711,394,342
A0A1D8PH78,2,1,0,2,1,2,11,7,3,4,1,4
A0A1L5YRA2,0,0,0,0,0,0,18,0,0,0,0,0
A0A1L7TZY0,0,0,1,72,183,135,146,188,5,4,0,0
A0A1L8G016,0,0,0,0,0,0,1,0,0,0,0,0
A0A1L8GXY4,0,0,0,0,0,0,9,0,0,0,0,0
A0A1L8HCK2,0,0,0,0,0,0,6,0,0,0,0,0
A0A1P8AUY4,1,4,0,2,53,0,11,31,0,25,1,7
A0A1P8AW69,0,0,0,0,0,0,0,0,0,1.052,0,0
A0A1S4F020,0,3,0,0,3,0,0,0,3,26,19,6
A0A1U8QWA2,0,0,0,0,0,0,2,0,0,0,0,0
A0A1U8QYZ5,0,0,0,0,0,0,0,0,0,0,0,0
A0A1W2P872,1,0,0,0,1,1,5,2,0,16,10,5
A0A1X9QDU5,0,0,0,0,13,1,0,1,0,6,0,0
A0A1Z3GBS4,0,0,0,0,0,1,0,0,7,3,1,4
A0A250YGJ5,1,0,0,0,6,1,2,4,1,2,6,1
A0A286R227,0,0,0,1,3,3,8,3,3,20,5,5
A0A287B8J2,0,0,0,0,0,0,1,0,0,0,0,0
A0A2A5K5H4,0,0,0,0,0,0,3,0,0,0,0,0
A0A2G5I8W0,0,0,0,0,0,0,0,0,0,21.966,12,10
A0A2H5AIZ9,0,0,0,0,0,0,0,0,0,0,0,0
A0A2I0BVG8,20,47,6,27.637,171.117,38.842,133.716,140.271,6,189.422,68.121,70
A0A2I2F262,0,0,0,0,0,0,0,0,0,0,0,0
A0A2K1ZPK4,0,0,0,0,0,0,1,0,0,0,0,0
A0A2K5TU92,0,0,0,6,4,4,9,6,1,29,17,18
A0A2N6JFX7,49,99,3,109,328,208,346.996,342,5,694,377,286
A0A2P1DP91,0,0,0,0,0,0,0,0,0,0,0,0
A0A2R8Q1W5,0,0,0,0,4,3,0,3,0,6,4,4
A0A2U8QPE6,1,0,0,0,1,0,4,0,2,4,1,0
A0A2Z4HPZ8,0,0,0,0,0,0,0,1,0,9,0,3
A0A2Z5CVA1,0,0,0,0,0,0,3,0,0,0,0,0
A0A2Z5VKM8,2,0,0,0,0,1,0,0,0,1,0,0
A0A383ZFX3,0,0,0,0,0,0,27,0,0,0,1,0
A0A384JL97,11,10,5,0,1,0,12,0,1,17,2,7
A0A396ISC0,0,0,0,0,0,1,0,0,0,0,0,0
A0A3G9GQ29,0,0,0,0,0,0,7,0,0,0,0,0
A0A3G9H185,0,0,0,0,0,0,0,1,0,1,0,0
A0A3G9H990,0,0,0,0,0,1,0,0,0,0,0,0
A0A3S5YBC7,0,1,0,0,9,0,2,3,6,109,74,49
A0A411EW25,0,0,0,3,37,4.003,7,17,2,3,0,3
A0A411PQP8,0,1,0,0,4,2,2,4,2,7,1,1
A0A455R5H4,0,0,0,0,1,5,2,3,11,11,1,3
A0A482NAR8,0,0,0,0,0,0,1,0,0,32,2,25
A0A4D6Q440,0,0,0,0,0,0,0,0,0,0,0,0
A0A4V8H042,7,5,1,12,33,38,86,78,15,105,108,48
A0A4X1TZW7,39,37,2,78,156.997,135,235,246,1,177,111,79
A0A4Y1YQ38,356.78,577.072,10.433,211.107,720.143,540.654,907.253,905.07,47.703,2917.984,1246.352,1325.689
A0A4Y1YTM1,381.999,507,82,298,1068,825.001,985.002,1153,31.001,1763.001,1034.001,1045
A0A509ADH4,2,0,0,5,1,9,11,11,8,13,7,2
A0A509AFG4,1,8,0,21,36,28,28,24,3,42,34,40
A0A509AHB6,2,7,0,23,128.37,30,147.736,112.744,5,61.508,18.307,17
A0A509AI82,26,14,21,1,10,4,19,2,19,482,328,212
A0A509AKB8,0,1,0,0,0,0,0,0,0,0,0,0
A0A509AKL0,18,35,0,35,262,83,162,229,5,149,90,53
A0A509ALV6,0,0,0,7,28.003,41,32,17,0,13,0,2
A0A509AMC3,0,0,0,90,248,121,264,295,0,32,7,11
A0A509AQE6,14,9,0,7,27,12,37,23.133,7,48,33,18
A0A509AWX2,0,0,0,0,0,0,0,0,0,0,0,0
A0A517FNC7,0,0,0,0,0,0,0,0,0,0,0,0
A0A5B8YWJ2,0,5,0,1,18,4,11,19,7,26,38,27
A0A5C1RDG7,0,0,0,0,0,0,0,1,0,0,0,0
A0A5K1K8H0,2,4,0,17,67,3,107,86,16,68,25,16
A0A6B9KZ79,24,49,2,82,336,101,275,372,3,329,166,129
A0A6P3HVI0,6,3,0,0,0,0,0,0,0,2,0,4
A0A7H0DN16,0,0,0,0,1,0,8,2,0,0,0,4
A0A8C2MDK8,0,0,0,0,0,0,0,0,0,0,0,0
A0A8V1ABE9,0,0,0,0,0,0,4,0,0,0,1,0
A0A8X8M4W6,1,0,0,0,1,0,0,0,0,18,5,4
A0AUS0,0,0,0,0,21.107,14.348,0,14,0,0,0,0
A0AUV4,0,0,0,0,0,0,8,0,0,0,0,0
A0AVI2,0,0,0,0,0,0,9,0,0,0,0,0
A0B5R0,0,0,0,0,0,0,9,0,0,0,0,0
A0B6S6,0,0,0,0,0,0,2,5,0,6,1,2
A0BD92,0,1,0,2,4,1,8,3,0,32,24,8
A0BLX0,6,7,6,0,0,1,1,1,2,44,9,9
A0BQL0,54,125,1,136,514,277,492,503,4,567,307,243
A0CCD2,0,0,0,0,0,0,1,0,0,0,0,0
A0CUB5,23,29,2,7,8,3,12,8,5,363,187,194
A0DSB3,3,0,0,3,1,8,0,3,0,30,19,19
A0DTY1,0,0,0,0,6,1,17,8,2,1,3,1
A0FGR9,0,9,1,3,11,10,7,10,0,55,21.018,23
A0FKG7,1,1,0,3,8,7,3,9,1,3,1,1
A0JJX5,0,1,0,2,6,0,1,5,0,20,0,4
A0JM08,1,3,0,0,0,0,1,6,3,0,0,0
A0JM23,0,0,0,1,2,0,7,0,1,10,2,6
A0JM51,0,1,0,1,2.039,3,5,8,0,6,16,16
A0JM56,0,0,0,3,0,16,17,14,4,0,2,2
A0JMG9,2,2,0,0,3,2,3,1,6,159,78,60
A0JMH0,0,0,0,0,0,0,0,0,0,0,0,0
A0JMH2,0,0,0,0,0,0,0,0,0,0,0,0
A0JMQ0,0,0,0,0,0,0,2,0,0,0,0,0
A0JMW2,1,8,0,4,24,22,22,39,8,100,55,55
A0JN41,0,3,0,0,1,0,2,0,0,0,0,0
A0JNA8,0,0,0,0,0,0,0,0,0,0,0,0
A0JNC4,2,0,0,4,8,10,6,1,2,9,1,4
A0JND4,11,15,0,19,65,51,75,36,2,152,68,59
A0JP26,0,3,0,0,0,1,2,0,0,65,38,18
A0JP85,0,0,0,0,0,0,0,0,0,0,0,0
A0JPA0,0,0,0,5,35,16,34,38,0,35,16,14
A0JPI9,0,7,0,0,4,1,2,2,1,29,15,13
A0KKF0,0,0,0,0,0,0,0,0,0,1,1,0
A0L4B2,3,0,0,0,0,0,0,1,0,5,0,0
A0LMC1,0,0,0,0,0,0,15,0,0,0,0,0
A0LTX3,0,3,0,0,0,0,0,0,1,3,1,0
A0LWS7,0,0,0,0,0,0,4,1,0,0,0,0
A0MFS9,0,0,0,1,4,0,4,6,6,17,8,10
A0MQA3,0,1,0,2,6,1,2,12,1,106,53,44
A0MSJ1,0,0,0,0,0,0,0,0,0,1,2,2
A0PDV5,2,3,0,59,186,82,168,202,0,32.002,19,13
A0PGB3,97,182,5,244,634,452,692,731.982,19,1032,479,436
A0PJK1,0,0,0,0,0,0,2,0,0,0,0,0
A0PJX2,0,0,0,0,0,0,0,1,0,0,0,0
A0PQ21,21,55,0,49,165,61,134,160,1,7,1,1
A0PQ29,0,0,0,0,0,2,0,0,0,0,0,0
A0Q1R3,0,0,0,0,0,0,0,0,0,0,0,0
A0QKY9,0,0,0,0,0,0,1,0,1,4,1,1
A0QNM2,4,6,0,0,1,0,0,1,0,3,3,0
A0QNZ7,0,0,0,5,3,2,0,3,0,17,4,12
A0QP18,1,0,1,0,0,2,9,1,0,55,24,8
A0QP27,0,0,0,3,12,0,7,2,0,14,0,1
A0QQ37,0,0,0,1,0,0,2,2,0,6,0,0
A0QV09,0,0,0,1,3,0,0,3,2,30,10,0
A0QV10,0,0,0,0,0,0,1,0,1,0,0,0
A0QYL8,0,0,0,0,0,0,0,2,1,4,2,0
A0R0B0,1,0,0,4,2,0,9,2,2,2,4,3
A0R1E8,1,1,0,0,0,0,2,0,0,0,0,0
A0R4Q0,0,0,0,0,0,0,12,0,0,0,0,0
A0R566,0,0,0,0,6,0,1,5,1,247,128.513,88
A0R665,0,9,0,1,0,0,6,0,0,9,0,0
A0T0C6,355,524,11,485,614.999,918.001,1364,1373.019,47,2799.024,1632.999,1269
A0T0D1,0,0,0,0,0,0,0,0,0,0,0,0
A0T0L2,101,130,2,26,101,60,71,110,21,1807.998,1125,1004
A0T0T7,100,182,50,224,262,139,596,395,6,780,149,162
A0T2M3,2,5,0,0,7,1,22,4,3,24,11,10
A1A1I4,0,0,0,0,0,0,0,0,0,13,1,4
A1A442,0,0,0,0,0,0,0,0,0,61,22,18
A1A5G0,0,0,0,0,0,0,0,2,0,5,3,3
A1A5G2,0,2,0,3,53,14,8,28,0,8,0,0
A1A5G6,0,0,0,0,0,0,0,0,0,0,0,0
A1A5H6,0,1,0,21,183,70,156,175,6,23,5,20
A1A5K6,0,0,0,0,0,0,2,0,0,0,0,0
A1A6H3,0,0,0,1,5,3,5,1,1,8,0,1
A1APP9,0,0,0,0,2,2,1,2,0,0,0,12
A1BEV6,0,0,0,0,0,0,0,0,0,2,0,0
A1CCN4,69,89,2,95,421,193,308,433,3,292,150,118
A1CQZ0,0,1,0,9,20,4,15,23,7,168,139,73
A1CRV0,3,2,0,3,37,13,18,42,5,59,31,29
A1CTZ6,0,0,0,0,0,0,6,0,0,0,0,0
A1CUK5,23,20,1,0,1,1,3,4,1,20,1,5
A1DE13,0,0,0,0,1,0,1,0,2,3,0,0
A1DG68,0,2,0,3,0,7,2,3,0,3,3,7
A1DHW1,13,0,0,1,1,0,6,3,1,6,4,4
A1DLC1,0,0,0,0,0,0,0,2,11,7,3,1
A1E295,0,1,0,0,2,0,1.006,0,12,9,16,7
A1JHR5,0,0,0,0,5,0,2,0,0,0,0,0
A1JJB8,0,0,0,1,1,4,0,0,0,0,0,0
A1K8Q1,0,0,0,0,7,6,15,5,0,7,10,13
A1L0Y2,2,0,0,6,19,5,23.481,22,1,8,11,2
A1L0Z6,0,1,1,0,0,3,2,0,0,16,0,2
A1L1G1,0,0,0,0,0,0,13,0,0,0,0,0
A1L1K7,0,0,0,0,0,0,0,0,0,0,0,0
A1L1M4,0,0,0,0,0,4,1,0,0,13,5,3
A1L1P9,2,1,1,0,53,2,12,16,3,27,8,5
A1L258,0,0,0,4,8,11,6,7,2,5,2,2
A1L3X0,0,0,0,0,0,0,0,0,0,0,0,0
A1L4X0,2,0,0,1,12,4,8,13,2,4,1,3
A1R083,0,2,0,2,4,1,2,6,3,1,0,0
A1RRV9,1,0,0,1,0,3,0,1,3,2,1,0
A1RTZ6,0,1,0,0,5,0,2,1,4,31,19,10
A1RU92,15,46,0,17,83,38,45,47,2,39,30,30
A1RY08,0,0,0,2,3,6,4,2,0,19,1,1
A1S1Z8,0,0,0,0,0,0,1,0,0,1,0,0
A1SJ61,0,2,1,11,29,29,22,15,9,171,68,51
A1SPV1,0,0,0,0,0,0,1,0,0,0,0,0
A1SWV0,0,0,0,0,1,5,0,0,0,14,0,7
A1T726,0,0,0,0,5,0,11,0,0,9,2,0
A1TRV8,0,0,0,0,0,0,0,0,0,0,0,0
A1TZV5,0,0,0,1,0,0,1,0,1,10,3,2
A1U0K1,4,8,0,14,89,26,87,75,0,13,5,1
A1U1Q7,0,0,0,29,33,33,46.053,42,0,7,6,2
A1U2U4,0,0,0,0,6,3,10,2,6,96,43,22
A1U613,0,0,0,0,0,0,0,0,2,0,2,3
A1UEC5,0,0,0,0,0,0,0,0,0,0,0,0
A1UEC6,0,0,0,0,0,0,0,0,0,0,0,0
A1UUC9,0,0,0,0,0,0,0,0,0,0,0,0
A1VC40,0,0,0,0,0,0,3,0,0,0,0,0
A1VN54,0,0,0,47,139,140,127,218,0,0,0,0
A1VYV7,5.79,32.6,0,18.041,83.225,36.341,56.668,93.171,0,39.178,13.583,4.945
A1WHV6,0,0,0,0,0,0,0,0,2,0,0,0
A1WX30,0,9,0,4,12,7,10,9,7,23,20,13
A1X154,0,0,0,0,0,0,5,0,0,0,0,0
A1X157,8,8,0,6,2,3,0,2,1,28,7,31
A1XQU3,0,0,0,0,0,0,12,0,0,0,0,0
A1YFX9,0,0,0,0,0,0,0,0,0,0,0,0
A1Z6M6,1,0,0,0,6,0,0,2,0,6,0,1
A1Z9G2,17,31,2,0,3,0,3,0,0,1,5,3
A1ZAU8,0,0,0,4,9,6,6,10,1,0,0,4
A2A259,2,0,0,1,34,16,24,25,7,65,11,13
A2A2Z9,1,0,0,3,5,16,0,9,0,4,1,2
A2A4P0,0,1,0,0,4,1,2,0,2,4,1,1
A2A5Z6,0,0,0,0,0,0,0,0,0,0,0,0
A2A690,12,40,0,63,121,108,104,246,0,101,105,67
A2ACG1,0,0,0,0,2,2,3,5,6,5,6,3
A2ACP1,0,0,0,0,0,0,0,0,0,0,0,0
A2ADU8,0,0,0,8,2,6,1,3,0,58,29,15
A2AFS3,3,7,0,5,101,21,5,19.395,1,66,42,33
A2AJ88,0,0,0,0,2,0,2,1,0,13,11,7
A2AKX3,0,0,0,2,7,7,4,3,0,0,1,3
A2APC3,0,0,0,0,0,0,11,0,0,0,0,0
A2APV2,0,0,0,0,0,0,1,0,0,6,3,10
A2ASI5,0,1,0,1,0,0,1,2,0,0,0,0
A2ASS6,15,12,24,32,164,54,139,152,1,27,5,12
A2AT37,0,0,0,0,0,0,0,0,0,0,0,0
A2AVA0,175,228,4,49,191,82,65,77,20,138,64,56
A2AWA9,1,0,0,1,10,2,4,12,1,22,6,12
A2BFC9,66.983,137,0,2,16,4,26,10,2,175.099,99.28,72.176
A2BGR3,0,0,0,0,0,0,1,0,0,0,0,0
A2BN41,20,3,28,0,0,0,0,1,0,0,0,0
A2BR65,19,18,0,32.934,80.346,65.843,61.92,121.418,0,87,54,36
A2BXM8,0,0,0,2,11,1,3,2,0,7,3,0
A2CER7,0,0,0,0,0,0,6,0,0,0,0,0
A2Q8F7,0,1,0,0,3,4,7,15,1,1,0,0
A2Q9T6,0,0,0,0,0,0,0,0,0,0,0,0
A2QK68,0,0,0,72,394,214,356,414,12,88,52,23
A2QYU7,4,6,0,5,44,18,25,55,1,43,28,17
A2RHI9,1,0,0,0,1,0,4,1,0,2,0,0
A2RRH5,0,0,0,0,2,0,2,1,0,3,4,0
A2RSJ4,0,0,0,0,0,0,3,0,0,0,0,0
A2RT60,1,9,0,9,16,9,21,23,0,13,4,4
A2RV01,0,0,0,0,0,0,2,1,0,0,0,0
A2RVM0,0,0,1,2,15,3,13,23,4,2,0,0
A2SFL0,0,0,0,0,0,0,0,0,0,0,0,0
A2VDD2,2,0,0,1,0,0,8,1,1,135,90,72
A2VDP2,0,0,0,0,8,1,7,1,2,10,0,0
A2VDR2,22,25,36,2,7,2,16,1,2,1,3,0
A2VDT6,0,0,0,0,0,0,0,0,0,0,0,0
A2VDZ4,0,0,0,0,0,0,0,0,0,0,0,0
A2VE52,0,0,0,0,0,0,0,0,0,8,0,3
A2VEC9,0,0,0,0,0,0,0,0,0,0,0,0
A2VEY9,0,0,0,0,0,0,4,0,0,0,0,0
A2WY46,0,0,0,0,0,0,2,0,0,0,2,0
A2XBT1,0,0,0,0,0,0,8,0,0,0,0,0
A2XDG4,40,61,0,2,10,1,8,15,1,0,14,10
A2XIP9,0,0,0,0,1,0,0,0,3,19,4,22
A2XLM6,0,0,0,0,5,0,14,4,0,0,0,0
A2XQE8,60,113,1,152,430,340,472,575,17,728.324,437,383
A2XRZ0,0,0,0,0,0,0,0,0,0,1,0,0
A2Y8B9,0,0,0,0,0,0,0,0,3,36,14,4
A2Y9M4,0,0,0,0,1,3,7,4,2,3,0,0
A2YGP6,0,0,0,0,0,0,1,0,0,0,0,0
A2YH41,1,4,0,2,13,10,15,26,4,22,1,5
A2YZ24,0,0,0,0,0,0,6,0,0,0,3,0
A2ZVI7,1,4,6,9,21,25,18,3,4,38,20,27
A3AF13,0,0,0,0,0,0,13,0,0,0,0,0
A3AVH5,0,0,0,0,8,6,8,15,3,25,3,4
A3AWA4,3,0,0,3,4,4,1,7,0,29,9,7
A3AYR1,0,0,0,0,0,4,0,1,0,3,4,0
A3B529,0,0,0,0,0,0,0,0,0,0,0,0
A3BN26,2,1,0,0,0,0,3,1,4,17,3,0
A3CUG3,0,0,0,1,3,2,5,5,0,0,0,0
A3DBX3,0,0,0,0,0,0,0,0,0,0,0,0
A3DC22,0,0,0,0,0,0,18,0,0,0,0,0
A3DC75,0,3,0,2,48,9,15,22,0,4,3,0
A3DF24,0,0,0,0,0,0,0,0,0,0,0,0
A3E4D8,2,0,0,0,0,0,0,0,0,20,16,6
A3EWL3,0,0,1,0,0,0,4,0,3,3,0,1
A3KFF6,0,0,0,10,14,17,0,3,0,3,0,0
A3KFU9,0,2,1,0,8,1,9,7,5,39,6,8
A3KGB4,0,0,0,0,1,0,0,0,0,7,0,1
A3KGK3,1,0,0,41,157,77,149,185,5,31,14,12
A3KGW5,1,0,0,0,4.952,1.953,9,14,0,0,1,0
A3KMH1,17,39,0,26,112,63,56,99,3,57.635,20,27
A3KMI0,0,0,0,0,0,0,0,0,1,0,2,0
A3KMP2,0,0,0,0,0,0,11,0,0,0,0,0
A3KPE8,17,9,1,37,48,53,84,111,0,139.62,56,39
A3KPP3,0,0,0,15,28,16,40,43,0,1,0,0
A3KQS4,0,0,0,0,0,0,6,0,0,0,0,0
A3LNF8,12,30,0,0,1,0,1,3,6,16,13,8
A3LSY7,0,0,0,0,0,0,5,0,0,0,0,0
A3LSZ2,0,0,0,0,0,0,0,0,1,1,0,0
A3M008,0,0,3,0,0,0,0,0,0,0,0,0
A3M0J3,0,0,0,0,0,0,0,1,0,0,0,0
A3PBH4,0,0,0,0,0,0,0,0,0,0,0,0
A3PCY8,0,0,0,14.066,62.654,37.157,93.08,61.582,0,0,0,0
A3PF30,2,5,0,0,6.011,0,2,0,9,2,1,0
A3PN16,0,1,0,0,3,1,3,2,3,43,20,16
A3PXS9,0,2,0,0,0,0,0,0,0,4,0,1
A3QM97,0,0,0,0,0,0,1,1,0,0,0,0
A3RCV9,5,6,0,2,5,3,23,5,3,44,4,17
A3SK19,0,1,0,16.442,42.89,23.734,34.067,70.349,0,49,20,10
A3SR25,5,1,7,0,2,4,38,5,1,946,577,592
A3UNN4,0,0,0,0,0,0,0,0,0,0,0,0
A4FLW9,0,0,0,0,8,9,3,16,0,0,0,2
A4FV84,0,0,0,1,1,2,12,4,0,4,1,0
A4FV98,0,0,0,0,0,0,6,0,0,0,0,0
A4G7G5,0,1,0,0,1,0,0,0,0,6,0,3
A4GGE7,0,0,0,0,0,0,2,0,0,0,0,0
A4GRC6,0,0,0,0,0,0,0,0,0,0,0,0
A4H452,0,0,0,0,0,0,0,0,4,18,8,3
A4IFF3,6,3,3,1,1,3,6,0,1,0,0,0
A4IG42,0,2,0,0,0,2,0,0,1,1,0,1
A4IG53,0,0,0,1,2,6,3,1,0,0,2,1
A4IG72,0,0,0,6,34,8,22,23,1,13,6,2
A4IGM9,0,0,0,0,0,0,0,0,0,0,0,0
A4IGU3,1,4,2,4,12,15,8,22,1,17,5,15
A4IH82,0,0,0,0,0,0,2,0,0,0,0,0
A4IHR1,7,20,1,0,9,3,8,8,2,58,14,14
A4II73,51,57.001,0,135,261.999,222,363,422,7,721,575.999,471.001
A4III8,0,0,0,0,1,4,6,3,12,27,2,6
A4IIS8,0,0,0,0,0,0,0,0,0,0,0,0
A4IJ15,6,31,0,28,106,58,75,93,0,372,159,145
A4IJ21,2,10,2,61,200,147,1,9,7,8,5,2
A4IQ63,0,0,0,0,0,0,0,3,0,2,5,1
A4IR30,0,0,0,0,0,0,0,0,0,0,0,0
A4J474,0,4,0,0,6,3,7,12,1,19,8,11
A4J5U0,1,0,0,8,58,44,57,79.217,1,15,5,7
A4JB86,0,0,0,0,0,0,0,0,0,0,0,2
A4K2V0,0,0,0,3,12,4,7.549,9,2.201,6,1,0
A4PBL4,0,0,0,0,4,1,4,4,3,7,0,0
A4Q9E5,0,0,0,0,0,0,2,1,0,0,2,0
A4Q9F3,0,4,0,1,2,1,4,4,1,133,82,56
A4Q9F4,0,2,0,4,3,2,11,9,0,54,27,20
A4Q9F6,0,0,0,0,0,0,0,0,0,0,0,0
A4QN56,0,1,0,3,1,0,1,3,0,3,0,0
A4QND0,0,0,0,0,0,0,1,0,0,0,0,0
A4QNG5,2,1,0,0,4,0,2,0,1,13,12,2
A4QNR8,0,0,0,6,9,10,0,2,0,7,0,3
A4QP78,0,3,0,145,412,206,343,395,8,58,25,12
A4QVH4,0,0,0,0,0,0,1,0,0,0,0,0
A4R1D5,0,0,0,0,0,0,0,0,0,0,0,0
A4R606,0,0,0,31.035,37.602,29.3,7.105,51.705,5,6,0,0
A4RF35,0,0,0,0,0,0,0,1,0,0,0,0
A4RM69,0,0,0,0,0,0,6,0,0,0,0,0
A4RW83,0,0,0,0,0,0,3,0,0,0,0,0
A4S6Y4,0,0,0,0,0,0,2,0,0,0,0,0
A4SGY4,0,0,0,0,4,0,2,1,0,9,2,7
A4SIE1,0,0,0,1,0,0,0,0,0,2,2,0
A4SMI9,0,0,0,0,0,0,0,2,2,5,1,9
A4SML8,0,0,0,1,0,0,0,1,0,0,0,0
A4STK9,0,0,0,2,1,2,0,0,0,1,0,0
A4SYW3,0,0,0,0,0,0,0,0,0,0,0,0
A4TC13,0,0,0,0,0,0,6,0,0,0,0,0
A4TE41,0,3,0,12,16,4,6,12,3,2,2,0
A4TED9,0,0,0,0,0,0,0,3,0,1,0,0
A4UUI3,0,0,0,0,0,0,4,0,0,0,0,0
A4VGS1,0,0,0,0,0,0,3,0,0,0,0,0
A4VL72,3,5,0,17,33,20,31,28,0,20,4,4
A4VMI8,0,0,0,0,5,0,0,4,1,0,2,0
A4VQH7,0,0,0,0,0,0,0,0,0,0,0,0
A4W6B3,0,0,0,0,0,0,0,1,1,6,0,0
A4WCP8,0,1,5,3,9,2,1,4,1,6,5,4
A4WDA8,0,0,0,0,0,0,0,0,0,0,0,0
A4WKK8,0,0,0,0,1,2,5,0,0,1,3,0
A4XQR6,0,0,0,0,0,0,0,0,1,10,1,3
A4XVG2,0,13,0,2,8,5,15,9,0,0,1,0
A4YGN0,0,0,0,0,0,0,0,0,0,5,0,0
A4YI89,0,0,0,116,419,219,368.052,323,5,48,7,24
A4YJX9,0,0,0,4,1,0,30,4,0,0,0,0
A5A6P2,0,0,0,0,0,0,1,0,0,0,0,0
A5A779,0,0,0,0,0,0,3,0,0,0,0,0
A5CPE3,0,0,0,0,0,0,8,0,0,0,0,0
