Entry,M_c1_C,M_c3_C,M_c5_C,M_c6_C,M_c7_C,M_c8_C,O_c1_C,O_c2_C,O_c3_C,O_c6_C,O_c7_C,O_c8_C,Past_c1_C,Past_c5_C,Past_c6_C,Past_c7_C,Pstr_c3_C,Pstr_c5_C,Pstr_c7_C,Pstr_c8_C,UVI_081_C,UVI_083_C,UVI_085_C,UVI_087_C,UVI_089_C,UVI_091_C,UVI_093_C,UVI_095_C,UVI_097_C,UVI_099_C,UVI_103_C,UVI_105_C,UVI_107_C,USVI_109_C,USVI_111_C,USVI_117_C,UVI_129_C,UVI_131_C,UVI_133_C,UVI_135_C,UVI_137_C
A0A011QK89,68,322,166,188,190,145,214,175,298,155,115,245,0,0,0,0,0,0,0,0,176,140,84,109,114,25,9,0,24,81,65,38,105,0,0,0,147,168,168,185,120.994
A0A023I7E1,0,0,0,1,0,1.537,26.797,40.781,32.304,35.594,30.132,161.061,1,0,0,0,0,0,1,0,2.938,0,0,2,0,8.68,2.818,0,9.031,5,3,40.934,13,0,0,0,8,25,36,9,20
A0A024SH76,0,0,0,1,0,5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,2,0,0,0,12,10.604,14,8,15
A0A024SNB7,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
A0A060A682,0,0,0,0,0,0,2,0,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,4,3,0,0,0,5,2,11,20,9
A0A067XMP1,20,7,12,4,13,22,1037,626,1834,1059,482,1557,0,0,0,6,26,34,144,48,10,10,7,3,2,163,126,66,320,844,601,621,1235,0,0,2,1482,1866.622,1748,1803.032,1538
A0A067YMX8,19,89,45,36,59,40,0,54,0,0,0,0,0,0,0,0,0,0,0,0,9,7,19,17,12,0,0,0,0,0,0,5,23,0,0,0,11,2,0,6,0
A0A068FIK2,0,0,0,0,0,0,0,136,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
A0A075HNX4,31,56,38,13,57,43,7,8,11,5,6,38,0,0,0,0,0,0,0,0,13,3,32,25,22,4,2,0,0,4,3,9,8,0,0,0,7,12,17,10,2
A0A075TJ05,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
A0A076FF10,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
A0A078CGE6,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,4,0,1,1,0
A0A078IS66,0,0,0,0,0,0,0,313,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0
A0A078ISJ6,0,0,0,0,0,0,1,170,1,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,24,0,0,0,2,1,2,1,0
A0A084R1J7,0,5,1,3,0,1,2,2,1,0,1,3,0,0,0,4,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,2,0,0,1,11,33,29,22,27
A0A089QRB9,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
A0A096X8J7,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
A0A0A0RM07,6,11.002,14,4,19,10,506,386,647,464,279,638,1,0,0,0,0,0,0,7,17,7,5,12,14,45,27,0,65,0,1,2,12,0,0,0,230,318,380,306,252
A0A0A6ZFR4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A0B4KGY6,10,27,11,14,18,19,105,204,172,106,90,120,1,0,0,0,1,0,0,0,27,5,6,4,4,10,7,0,11,74,71,51,125,4,0,0,83,53,25,86,43
A0A0B5KU17,0,0,0,0,0,0,2,3,1,1,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,7.464,0,0,0,2,0,0,6,1
A0A0B6VQ48,77,224,82,74,139,125,77,483,80,90,36,129,4,0,0,0,0,0,0,0,64,36,34,50,26,8,0,0,7,29,24,19,66,0,0,0,44,53,65,70,45
A0A0B7P9G0,42.53,261.355,258.542,118.061,269.026,176.644,841.472,535.94,1261.248,864.956,437,1269.126,1,0,0,0,0,0,0,0,69.369,54.755,51.057,93.443,64.67,66,55,0,155.334,0,9.135,7.355,10.005,0,0,0,77,114.997,160.849,96,44
A0A0C5URS1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
A0A0D1BUH6,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,0,1,4,2,5,1
A0A0D2XVZ5,16,21,12,14,38,27,2,0,1,0,0,0,0,0,0,0,0,0,0,0,9,7,2,17,5,0,0,0,0,0,0,0,0,0,0,0,1,2,4,2,3
A0A0G2JDV3,686,1803,1038,1058,1215,1080,1707,1002,2358,1497,891,2065,0,0,0,0,2,0,1,0,545,530.383,340,585,441.261,142,75,0,193,262,193,342,384,0,0,0,314,465,375,368,293
A0A0G2JEB6,5,5,8,2,6,15,4,58,9,13,10,29,0,0,0,0,0,5,0,0,10,2,1,2,1,0,0,0,5,5,1,7,0,0,0,0,147,179,288,203,124.589
A0A0G2K047,24,65,25,35,25,11,14,3,24,10,10,11,0,0,0,0,0,0,0,0,6,12,6,6,4,1,0,0,0,3,1,6,6,0,0,0,8,11,13,6,3
A0A0H2VDN9,1,1,8,1,8,6,26,111,9,23,3,13,1,0,0,1,22,12,26,39,3,4,1,2,4,9,6,15,9,2,4,4,10,0,0,0,53,84.418,73,87,61
A0A0H3AL67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A0H3JQ59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A0H3JRU9,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0
A0A0I9QGZ2,6,6,7,5,4,2,12,146,6,6,3,9,1,0,10,0,0,0,0,0,8,4,5,2,3,2,4,0,1,1,1,10,37,0,0,0,90,77.003,106,118,67
A0A0K2JKU1,53,150,88,100,122,78,124,103,157,120,46,194,0,0,0,0,0,0,0,0,53,62,22,65,32,9,1,0,18,32,9,30,33,0,0,0,1,0,0,6,0
A0A0K9RDW0,6,17,3,16,3,6,37,27,65,58,29,103,0,0,0,0,0,0,0,0,0,2,3,9,0,4,5,0,10,108,146,152,282,0,0,0,16,13,18,6,7
A0A0L0P6P7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A0M5K865,115.685,143.526,84.221,92.521,80.72,93.871,227.634,716.408,234.484,231.222,120,299.962,4,0,0,0,124,53,238,101,20.498,54.601,23.011,57.992,25.593,44,38,56,74,100,75.236,96.34,165.998,0,0,0,67,82.37,67.048,69,58
A0A0P0WGX7,0,0,0,0,0,0,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
A0A0P0X004,16,93,17,25,5,9,18,25,51,33,16,9,0,0,0,0,0,0,0,0,7.009,4,2,3,1,0,0,0,7,0,0,0,6,0,0,0,0,0,6,2,0
A0A0P6JG37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A0R4I9Y1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A0R4IBK5,10.918,1.401,2.265,6.826,0,6.063,163.811,78.821,146.436,194.897,94.781,382.016,0,0,0,15,0,0,0,0,10.54,1.05,4.401,1,7.056,8.701,21.375,0,20.742,97.248,113.686,274.664,239.989,0,0,1,34.596,50.919,122.369,45.037,35.069
A0A0R4IC37,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
A0A0R4IKJ1,531,516,402,272,465,299,220,112,306,165,141,337,0,0,0,0,0,0,0,0,160,183,101,197,125,19,17,0,51,91.909,79,101,172,0,0,0,157,329,265,272,139
A0A0R8YWJ7,1109,2511,1421,749,914,846,42,30,20,53,19,199,0,0,0,0,0,0,0,0,886,445,407,1006,495.88,6,5,0,3,16,14,49,49,0,0,0,17,42,80,38,45
A0A0S6XAW4,23,40,9,11,30,25,0,0,0,0,0,1,1,0,0,0,0,0,2,0,10,6,3,10,3,0,0,0,0,0,0,2,3,0,0,0,5,8,6,8,13
A0A125YHX7,0,2,0,0,0,0,13,138,32,50,6,45,0,0,0,0,0,0,0,0,0,0,0,5,4,2,7,0,27,2,0,3,10,0,0,0,24,17,23,56,24
A0A125YZN2,10,32,23,14,24,22,33,423,46,45,25,59,3,0,0,0,0,0,0,0,24,15,7,12,13,3,6,2,3,1,4,5,30,0,0,0,19,15,25,35,29
A0A140JWS7,8,39.999,10.932,13,23.001,25.001,68.697,64.415,82,56.968,17.893,39.889,0,0,0,0,0,0,0,0,6,5.999,3,7.875,6.907,3,2,0,1.256,7.742,1,6.586,14.012,0,0,0,4.084,7,2,10.349,0
A0A140LI88,3,13,16,2,9,9,0,0,0,2,1,2,0,0,0,0,0,0,0,0,1,3,0,4,2,1,0,0,0,1,1,4,2,0,0,0,0,1,1,3.984,1
A0A140N890,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,12,3,2,5,1
A0A166YZW0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
A0A166YZY4,0,5,6,1,3,10,1,9,0,1,0,3,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,2,0,0,2,0,0,0,2,1,1,0,0
A0A166YZY9,13,21,5,16,19,3,0,0,0,4,1,0,0,0,0,0,0,0,0,0,2,5,1,7,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
A0A167LUQ4,1,5,9,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,5,2,0,0,0,0,0,0,1,6,0,0,0,0,2,1,2,0
A0A168WVR6,0,3,1,1,2,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1,1,3,2,0,0,0,4,19,7,9,4
A0A172J1S0,0,4,3,0,3,0,0,1,1,4,2,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,0,1,0,0,0,0,9,9,2,4,2
A0A1B2CTA9,0,0,0,0,0,0,0,5.593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A1B3PEJ0,38,66,47,23.046,42,27,1,0,3,7,9,3,0,0,0,0,0,0,0,0,24,19,3,17,14,1,0,0,4,5,4,0,8,0,0,0,7,8,2,14,1
A0A1B4XBG9,17,36,31,8,34.564,14,40,121,116,36,66,46,1,0,0,1,0,0,1,15,22,16,8,9,14,1,2,0,8,27,26,41,57,0,0,0,22,15,10,22,1
A0A1B5L6A5,0,19,11,6,16,5,11,59,17,20,15,9,0,0,0,0,0,0,0,0,0,8,4,3,2,3,1,0,4,5,5,2,11,0,0,0,20,11,3,14,5
A0A1C3YKE0,0,0,0,1,0,0,3,0,0,2,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,0
A0A1D3PCM3,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
A0A1D5P556,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,5,10,2
A0A1D6LAB7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A1D8PDZ1,5643,4592.986,2710,2657,4252,3102,571,422,1412,608,417,1117,1,4,0,4,0,0,0,0,1210,1560.821,826,1107,1023,21,39,0,67,465,338,280,536,0,0,4,405,1046,377,680,456
A0A1D8PH78,9,3,2,1,3,4,8,102,14,4,2,20,0,0,0,0,0,3,0,5,4,5,0,5,2,6,0,0,0,0,1,0,10,0,0,0,13,1,2,3,2
A0A1L5YRA2,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
A0A1L7TZY0,3,0,2,0,5,5,0,0,4,2,5,3,0,0,0,2,0,0,0,0,3,5,1,6,2,1,0,0,0,152,92,103,207,0,0,1,3,3,2,1,0
A0A1L8G016,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
A0A1L8GXY4,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
A0A1L8HCK2,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
A0A1P8AUY4,12,62,16,31,11,10,18,22,33,32,4,109,0,0,0,0,0,0,0,0,3,2,5,14,8,6,1,0,0,0,4,29,7,0,0,0,17,25,54,45,14
A0A1P8AW69,0,0,0.997,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A1S4F020,7,2,2,11,5,10,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,5,0,4,0,0,1,0,1,1,0,0,0,16,20,23,45,18
A0A1U8QWA2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A1U8QYZ5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A1W2P872,0,1,2,0,1,1,5,74,0,4,0,12,0,0,0,0,0,0,4,8,1,0,2,2,0,0,0,2,2,0,2,5,13,0,0,0,20,19,9,22,21
A0A1X9QDU5,0,2,1,4,2,4,0,1,4,13,3,6,0,0,0,0,0,0,0,0,6,0,2,2,4,0,4,0,0,1,0,0,8,0,0,0,7,3,4,6,6
A0A1Z3GBS4,7,1,0,2,5,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,4,0,4,0,0,0,0,0,0,0,4,6,0,0,0,4,4,6,4,2
A0A250YGJ5,3,4,3,2,7,7,10,2,13,3,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,1,0,4,4,0,4,7,0,0,0,8,10,9,6,3
A0A286R227,0,0,2,0,4,3,8,25,3,6,1,10,1,0,0,0,0,0,0,0,5,8,3,9,1,0,0,0,0,6,1,1,18,0,0,0,16,11,25,15,17
A0A287B8J2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A2A5K5H4,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A2G5I8W0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,11,30,18,23,3
A0A2H5AIZ9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A2I0BVG8,81.121,256.042,199.82,140.414,167.316,141.256,246.751,216.759,397.488,357.794,170,524.292,0,0,0,0,11,23,4,0,70,32,37.011,148.132,63.929,28,28.188,10,71.844,48,60.518,128.443,179.033,0,0,0,138,135.372,161.631,206.03,103
A0A2I2F262,2,8,0,1,1,1,0,60.77,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0
A0A2K1ZPK4,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A2K5TU92,1,3,6,2,1,7,4,1,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,2,4,0,0,0,0,4,3,4,6,0,0,0,29,33,35,46,29.914
A0A2N6JFX7,2324,1990,1030,922,1448,1254,728,757,965,552,223,831,0,0,0,0,0,0,0,0,721,684,370,540,460,73,68,0,140,254,211,249,456,0,0,0,478,841,605,730,379
A0A2P1DP91,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0
A0A2R8Q1W5,0,2,2,4,4,1,8,0,4,10,7,18,1,0,0,0,0,0,0,0,3,2,1,2,3,0,1,0,0,1,1,2,0,0,0,0,14,8,28,15,3
A0A2U8QPE6,0,0,0,0,2,1,0,6,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,3,5,4,2,0
A0A2Z4HPZ8,14,49,26,43,41,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,8,8,14,0,0,0,0,0,0,0,4,0,0,0,4,3,5,9,0
A0A2Z5CVA1,0,0,1.494,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
A0A2Z5VKM8,0,2,1,1,2,2,2,0,5,2,1,2,0,0,0,0,0,8,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,3,0,1,0,0
A0A383ZFX3,0,0,0,0,0,0,0,689,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,1,0,0,0,0
A0A384JL97,0,1,1,0,1,4,0,259,0,1,0,0,0,0,0,0,4,6,21,2,6,0,2,2,0,5,2,6,3,2,0,0,17,0,0,0,2,8,2,5,17
A0A396ISC0,10,23.736,20.716,19.221,21.393,28.733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.193,3.889,7.162,7.661,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.407
A0A3G9GQ29,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
A0A3G9H185,6,0,0,0,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A3G9H990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,3,4
A0A3S5YBC7,137,97,72,90,110,72,4,1,0,0,0,1,2,0,0,0,0,0,0,0,42,51,50,77,47,0,3,0,3,0,0,0,1,0,0,2,86,116,187,147,106.003
A0A411EW25,0,0,0,1,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,3,0,0,0,0,7,5,16,17,0,0,0,12,5,9,2,8
A0A411PQP8,7,2,4,1,2,3,9,1,2,2,5,8,0,0,0,5,0,0,0,0,0,2,0,3,2,0,1,0,0,0,0,0,3,0,0,0,2,4,5,0,1
A0A455R5H4,0,0,0,0,1,3,0,3,5,5,0,2,2,0,0,0,0,6,6,0,5,0,0,1,1,0,1,0,2,0,0,1,6,0,0,1,22,11,6,9,3
A0A482NAR8,0,0,0,0,0,0,0,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,13,9,13,5,31
A0A4D6Q440,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A4V8H042,173,114,191,73,181,262,119,137,75,85,51,168,1,0,0,0,0,4,0,0,106,108,75,84,74,14,5,3,36,35.006,9,43,79,0,0,0,146.992,127,115,101,121
A0A4X1TZW7,279,892,518,455,654,442,644,539,913,608,370,798,1,0,0,0,0,0,0,0,233,238,119,225,190,45,24,3,91,142,108,150,199,0,0,0,163,225,202,229,132
A0A4Y1YQ38,6210.294,7885.866,3176.083,3373.999,3294.307,3279.99,4613.092,3425.316,9083.329,4370.578,2633.461,10039.809,4,0,9,4,0,6,0,2,1989.982,1853.903,817.031,1607.931,1023.665,467.75,438.33,6,932.106,564.095,501.318,703.479,957.631,0,0,0,1751.451,3075.88,2378.652,2192.572,1546.941
A0A4Y1YTM1,6633,6691,3067.001,3627.936,3683.999,3109,5058.001,3936,10477.001,5051.001,3036.001,10520,5,1,0,8,85,32,122,35,2033.588,2296.024,1053.999,2016,1278,449,342,41,750.001,834.999,734,777,1374.999,0,0,3,1089.563,2218,1412.906,1681.621,1099.001
A0A509ADH4,260,353,205.999,198,319.001,250,10,3,13,6,0,1,0,0,0,0,3,0,0,0,148,149.001,85,153.062,111,0,2,0,1,5,5,5,6,0,0,1,16,17,12,15,9
A0A509AFG4,4,21,5,11,6,2,16,33,32,52,16,131,1,0,0,0,11,0,0,0,4,2,4,3,1,5,3,0,5,17,13,16,26,0,0,1,48,69,90,54,35
A0A509AHB6,21,126,100.404,85,200,197.556,17,520,16.296,32,13,51.888,2,0,0,0,0,5,4,0,45,40,54.542,64,69.33,3,2,0,1,32,40,80.999,154,0,0,2,43.899,70.083,94.993,56.503,41
A0A509AI82,105,148,131,90,128,98,250,369,435,227,165,321,1,0,0,2,26,11,23,15,65.316,82,56,63,46,24,20,10,39,5,3,12,30,0,0,1,351,389,504.96,515,383
A0A509AKB8,0,0,0,0,0,0,10,5,5,11,7,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
A0A509AKL0,128,793.001,365,384,473,433,277,173,262,298,109,575,0,0,0,0,0,0,0,0,212,128,168,223.958,184,25,40,0,60,62,93,162,199,0,0,0,140,169,196,155,96
A0A509ALV6,5,30,20,18,17,14,6,156,5,17,11,29,0,0,0,0,0,0,0,0,7,10,4,11,11,0,1,0,0,18,14,10,22,0,0,0,7,2,15,6,3
A0A509AMC3,72,205,19,101,28,17,1,140,5,1,0,8,1,0,0,0,0,0,0,0,3,12,4,8,4,0,0,0,0,149,109,174,258,0,0,2,15,27,35,20,24
A0A509AQE6,47,149.709,109.85,49,90.828,47,65,319,98,82.221,77,160,1,0,0,2,0,0,5,0,13,16,17,25,27,2,6,1,15,15,12,15,74,0,0,0,48,50.794,55,63.18,46
A0A509AWX2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A517FNC7,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
A0A5B8YWJ2,0,4,1,0,1,3,3,2,6,1,1,2,1,0,0,0,0,0,0,0,7,3,9,14,7,0,0,0,3,1,0,11,5,0,0,0,45,58,85,109,40
A0A5C1RDG7,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
A0A5K1K8H0,23,53,47,29,65,45.006,8,856,6,21.002,3,23,2,0,0,3,2,4,2,0,73.087,19.002,23,69,31,6,1,0,0,20,3,41,146,0,0,3,76,89,80,81,23
A0A6B9KZ79,639,1648,613,605,488,419,389,192,489,543,175,1009,0,0,0,0,0,0,0,0,227,250,143,306,172,46,54,0,63,125,158,237,338,0,0,0,234,362,545,336.037,225
A0A6P3HVI0,0,4,0,0,1,1,28,83,39,8,9,21,0,0,0,0,0,0,0,0,0,1,0,0,0,7,1,0,2,2,3,0,2,0,0,0,0,0,4,1,0
A0A7H0DN16,15,12,13,8,9.819,13,0,0,0,3,0,8,1,0,0,0,0,0,0,0,6,11,9,6,3,0,0,0,0,1,1,5,0,0,0,0,8,0,5,11,0
A0A8C2MDK8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
A0A8V1ABE9,0,1,0,0,0,0,0,19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,1
A0A8X8M4W6,0,2,0,1,0,4,3,3,1,2,0,4,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,3,1,1,3,0,0,0,19,19,13,29,16
A0AUS0,0,0,0,0,0,1.107,30.609,0,0,0,0,40.876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.015,8,10,4,1.862,0,0,0,0,3.165,0,0,8.657
A0AUV4,0,0,0,0,0,0,0,137,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0
A0AVI2,0,0,0,0,0,0,0,80.835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
A0B5R0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
A0B6S6,0,5,4,0,2,3,4,2,0,1,9,2,0,0,0,0,0,0,0,0,5,0,0,4,1,2,0,0,6,0,0,3,3,0,0,0,3,5,9,3,2
A0BD92,2,50,38,27,50,51,19,11,2,19,8,36,0,0,0,0,0,0,0,0,21,29,28,31,24,0,2,0,0,1,4,4,2,0,0,0,47.001,53,48,31,28
A0BLX0,1,2,1,0,1,0,29,19,22,9,16,56,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,7,0,2,1,1,0,0,0,24,40,52,42,28
A0BQL0,831,1963,1622,1038,1760,1347,1290,946,1681,1169,774,2016,0,0,0,0,0,0,0,6,740,558,413,670,536,69,81,1,135,293,243,356,476.894,0,0,0,471,679,631,559,396
