Entry,M_c1_C,M_c3_C,M_c5_C,M_c6_C,M_c7_C,M_c8_C,O_c1_C,O_c2_C,O_c3_C,O_c6_C,O_c7_C,O_c8_C,Past_c1_C,Past_c5_C,Past_c6_C,Past_c7_C,Pstr_c3_C,Pstr_c5_C,Pstr_c7_C,Pstr_c8_C,UVI_081_C,UVI_083_C,UVI_085_C,UVI_087_C,UVI_089_C,UVI_091_C,UVI_093_C,UVI_095_C,UVI_097_C,UVI_099_C,UVI_103_C,UVI_105_C,UVI_107_C,USVI_109_C,USVI_111_C,USVI_117_C,UVI_129_C,UVI_131_C,UVI_133_C,UVI_135_C,UVI_137_C
P52086,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,5,0
P52115,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
P52186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,2,8,8,3
P52187,0,6,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1
P52274,20,67,42,39,58,42,62,28,75,55,29,93,1,0,0,3,5,5,0,0,24,16,14,14,20,4,2,0,7,15,21,71.236,61,0,0,1,10,23,30,10,16
P52279,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P52303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P52410,0,0,2,0,7,1,88.214,81,0,0,0,13.323,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15.171,16.434,0,0,0,47.553,197,203,168,78
P52414,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0
P52425,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
P52493,0,0,1,1,0,0,2,0,1,0,0,1,0,0,0,5,0,3,1,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,15,16,15,18,6
P52555,1,21,20,32,25,27,25,18,70,15,4,10,0,0,0,0,0,0,0,0,9,17,13,4,6,0,1,0,0,0,0,0,0,0,0,0,9,39,39,52,24
P52649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,32,201,53,0,0,0,0,0,3,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0
P52709,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P52760,0,0,0,0,0,0,0,143,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,2,0,0,0
P52842,33,86,32,32,20,32,10,5,28,1,4,2,0,0,0,0,0,0,0,0,11,16,10,16,9,1,0,0,1,15,10,28,29,0,0,1,24,11,15,20,24
P52917,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P52922,6,29,28,19,29,26,11,51,5,6,4,0,0,0,0,0,0,0,0,0,21,14,16,21,4,2,0,0,0,2,0,4,8,0,0,0,18,9,2,6,1
P52948,939,1170,622,531,663,581,536,264,786,452,348,803,0,0,0,0,0,0,0,0,369,383,156,298,197,18,48,0,46,146,141,114,205,0,0,0,208,308,381,312,240
P53041,0,3,1,0,2,4,0,1,0,1,1,3,0,0,0,1,14,0,0,0,3,2,1,5,5,0,0,0,1,4,0,2,2,0,0,0,21,3,3,12,4
P53042,436,627,201,311,175,174,261,282,507,197,147,376,0,0,0,0,0,0,0,0,73,119,55,69,63,22,12,1,36,61,42,47,132,0,0,0,274,275.995,243.992,242,126
P53043,0,0,2,0,2,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,15,9,10,16,1
P53052,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
P53078,0,23,19,6,9,13,0,26,0,0,0,2,0,0,0,1,0,0,0,0,4,0,5,8,2,0,0,0,0,1,0,1,6,0,0,0,0,5,0,3,0
P53091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
P53152,76,223,147,95,158,164,2,7,0,1,0,0,0,0,0,0,45,37,124,24,65,41,27,69,55,0,0,0,0,0,0,0,0,0,0,0,1,4,6,2,1
P53273,0,21,5,7,19,8,0,3,1,5,0,0,0,0,0,0,0,0,0,0,1,5,3,9,6,0,0,0,0,20,10,25,18,0,0,0,157,167,195.091,148,107
P53354,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P53355,354,1017,613,532,738,517,106,70.785,121,133,46,243,0,0,0,0,0,0,3,0,181,135,152,218,162,7,10,1,5,4,0,13,2.827,0,0,0,32,43,56,51,30
P53356,0,11,47,16,15,19,34,107,13,37,4,60,0,0,0,0,1,0,0,0,25,13,6,16,12,3,2,0,6,44,26,96,98,0,0,0,78,102,124,112,62
P53396,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P53472,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,2,0,0,0,0
P53476,0,0,0,0,0,0,0,140,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0
P53487,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
P53488,230,463,174,225,258,221,237,152,287,160,125,255,0,0,0,0,0,0,2,0,73,80,62,90,72,20,15,0,17,26,24,44,69,0,0,0,116,133,106,114,102
P53496,0,0,1,2,2,2,0,4,0,3,2,0,2,0,0,0,0,0,0,0,2,1,1,3,0,0,0,0,0,2,0,2,2,0,0,0,11,3,6,4,2
P53500,0,4,0,0,1,2,6,0,0,3,2,13,0,0,5,0,0,0,0,0,1,2,0,0,3,8,7,0,9,1,0,2,0,0,0,0,21,15,18,14,7
P53526,0,15,3,17,5,10,44,144,33,31,12,58,0,0,0,0,0,0,0,0,4,10,4,1,2,4,2,0,2,11,1,15,27,0,0,0,5,10,7,8,6
P53585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P53605,21,86,45,68,72,54,64,60,58,71,27,57,1,0,0,0,0,0,0,0,35,40,18,41,18,10,6,0,5,0,0,0,0,0,0,0,2,7,8,1,1
P53607,0,0,1,6,0,0,0,24,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,3,4,3,0
P53610,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,4,0,0,0,3,0,3,2,1
P53624,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P53632,6,0,0,0,0,1,7,12,33,7,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,10,3,0,0,0,8,3,0,2,3
P53634,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
P53681,14,22,4,8,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,3,0,0,0,79,159,125.999,136,64
P53682,2,8,10,2,7,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,1,0,1,2,0,0,0,22,43,102,37,32
P53683,97,203,113,105,144,96,51.459,8.522,47.309,45.11,12,85.888,0,0,0,6,0,0,3,0,38,44,40,80,46,2,5.622,0,5.042,3.809,11.414,40.977,19.881,0,0,0,10.051,23.852,36.126,13.883,33.496
P53699,3,5,3,3,2,1,2,0,1,0,5,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,3,1,1,7,0,0,0,3,0,14,5,2
P53729,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,10,4,5
P53739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
P53780,0,6,5,1,9,5,1,84,3,10,6,7,1,0,0,0,0,0,0,0,6,2,9,4,6,2,1,0,0,0,0,4,7,0,0,1,21,33,63,28,23
P53791,21,38,43,36,81,94,0,7,1,4,0,0,0,0,0,0,4,0,0,0,33,29,17,27,29,0,0,0,0,3,0,2,3,0,0,0,2,1,4,0,0
P53798,3,3,8,10,8,7,2,6,7,15,4,8,0,0,0,0,0,0,0,0,4,3,4,12,2,2,0,0,0,0,3,3,2,0,0,0,26,19,10,32,1
P53804,0,0,0,0,0,0,14,1,3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
P53834,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0
P53838,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P53844,1,0,2,1,0,1,0,16,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,2,0,3,5,0,0,0,4,2,0,0,7
P53849,0,37,8,18,7,13,13,75,1,9,11,16,1,0,0,0,0,0,0,0,6,3,3,3,2,0,1,0,1,7,11,22,32,0,0,0,3,0,4,4,2
P53852,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,4,0,0,0
P53871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P53914,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
P53933,145,330,141,166,180,107,88,202,66,79,28,126,1,0,0,0,15,1,0,0,65,72,51,78,59,6,6,0,7,135,115,147,224,0,0,0,24,33,45,38,20
P53978,0,0,0,0,0,0,1,0,0,7,0,12.893,0,0,0,1,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.198,0
P53989,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P53992,0,0,0,3.159,1.508,3.704,24.817,35.224,37.399,59.398,13.427,133.755,0,0,0,0,0,0,0,0,3.297,0,0,0,3.278,5.271,5.392,0,0,0,0,0,1,0,0,0,4.588,19.925,33.537,18.765,11.519
P53994,0,0,1,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
P53995,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
P54072,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0
P54073,0,1,0,1,0,0,0,15,2,3,0,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0
P54086,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
P54113,0,0,2,1,0,1,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,5,0,0,0,0,0,0,2,0
P54137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
P54144,507.563,1535.807,1062.802,654.683,1173.175,958.482,32.922,378.164,15,64.929,10,86,1,0,0,0,0,0,0,0,734,543.998,346.733,721.458,471.581,1,5,0,9.261,9,10,17,57,0,0,1,753.697,1233.103,1359.497,1068.536,671.883
P54145,0,1,1,0,1,1,0,21,1,0,0,0,0,0,0,0,0,0,5,0,0,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,2,1,0,0,0
P54147,2140.197,1823.701,1264.391,707.8,1300.279,884.979,199.465,100.376,224.529,213.113,117.989,361.639,1,0,0,0,0,0,0,0,800.679,707.967,329.716,607.964,495.4,15,18.717,1,29,94.912,5,81.477,128.375,0,0,0,132.345,161.537,144.206,166.005,89.81
P54176,0,3,4,1,1,0,6,1,0,10,0,4,0,0,0,0,0,0,5,0,3,3,0,0,0,1,0,0,0,2,1,1,13,0,0,0,72,109,81,97,57
P54212,0,0,0,0,0,0,0,33,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
P54213,5,15,7,12,9,1,1,0,5,6,0,1,0,0,0,0,0,0,0,0,3,2,3,0,2,0,0,0,2,0,0,0,3,0,0,0,0,3,1,1,1
P54215,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,42,61,38,45,23
P54223,0,0,0,0,0,0,9,0,3,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P54235,0,0,0,1,0,0,3,0,12,9,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
P54236,0,1,0,0,0,0,11,2,13,7,7,20,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,4,3,1
P54243,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
P54252,1,8,7,2,7,11,1,2,0,1,5,1,0,0,0,0,0,0,0,0,11,9,5,9,3,0,0,0,3,1,0,0,2,0,0,0,322.548,496,343,450.042,338
P54260,1218,1843,989,887,1093,863,735,292,1089,739,359,1323,0,0,0,0,0,0,0,0,268,374,240,491,300,42,57,0,110,170,138,288,384,0,0,0,386,666,537,498,367
P54345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P54353,0,0,0,0,1,0,4,31,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,1,20,22,0,0,0,3,0,5,4,0
P54362,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P54399,0,5,9,9,7,2,153,223,270,106,75,204,0,0,0,0,0,0,0,0,4,9,1,6,1,17,11,1,37,1,0,1,5,0,0,0,6,7,0,3,0
P54433,0,4,3,1,2,0,1,2,12,2,7,6,0,0,0,0,0,0,0,0,4,3,1,0,2,0,0,0,0,53,36,10,12,0,0,0,41,23,37,35,27
P54453,0,1,3,5,0,4,0,96,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,6,0,0,0,0,0,0,1,5,0,0,0,19,36,44,33,28
P54493,19,19,16,14,11,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P54543,1,3,0,0,4,1,69,128,151,42,31,65,0,0,0,0,0,0,0,0,0,2,1,2,1,4,0,0,4,13,1,13,36,0,0,2,0,0,0,1,0
P54563,0,0,0,1,3,1,6,0,3,5,1,3,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,2,0,0,0,0,0,1,1,2,0
P54567,139,295,285,163,200,226,226,502,388,306,170,445,1,0,0,0,0,0,0,0,94,98,60,151,88,16,27,0,36,41,25,38,52,0,0,0,95,91,161,146,39
P54569,1,1,1,0,0,1,12,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,47,35,17,50,0,0,0,2,1,0,0,4
P54583,0,0,1,0,0,0,86,25,15,84,41,171,0,0,0,0,0,0,0,0,0,2,0,0,2,5,6,0,3,1,0,2,6,0,0,0,1,2,0,1,4
P54609,642,1403,790,515,781,550,8,43,7,29,5,102,1,0,0,0,0,0,1,0,364,199.005,195,349,259,1,4,0,0,36,45,156,133,0,0,0,90,174,166,172,118
P54641,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
P54644,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,10,10,0,0,0,5,8,6,10,1
P54659,3,3,1,1,3,2,0,56,8,6,2,9,0,0,0,0,0,0,0,0,2,1,1,3,1,0,0,0,0,0,0,0,27,0,0,0,6,18,15,27,11
P54672,0,20,8,0,8,8,1,0,2,2,0,6,0,0,0,0,0,0,0,0,5,2,0,1,7,6,1,0,0,0,0,0,0,0,0,0,1,2,3,0,0
P54673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,68,61,62,40
P54676,7,9,7,16,6,7,0,55,6,0,2,2,1,0,0,0,0,0,0,0,1,1,0,6,2,0,1,0,0,2,1,0,2,0,0,0,3,3,4,8,0
P54677,3,35,16,14,26,9,7,37,0,0,0,3,1,0,0,0,0,0,0,0,1,6,2,8,4,0,1,0,0,96,69,84,134,0,0,0,27,26,20,31,13
P54679,2,2,4,1,8,1,4,222,0,2,0,15,0,0,0,0,0,0,3,0,6,4,3,5,2,0,0,0,1,6,6,4,35,0,0,0,9,0,2,4,14
P54680,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
P54685,0,2,0,0,0,0,0,219,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,11,10,10,13,7
P54689,2,19,3,8,10,4,8,90,20,7,1,10,2,0,0,0,0,0,0,0,9,17,10,15,6,1,1,0,3,0,6,3,12,0,0,3,15,19,13,5,5
P54703,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P54705,0,0,0,0,0,0,0,5.299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
P54708,32,76,75,21,125,52,67,26,111,81,38,78,0,0,0,0,8,0,0,0,33,37,23,69,21,3,2,0,13,15,5,18,15,0,0,0,58,77,59,66.008,22
P54736,0,0,0,0,4,3,1,0,12,2,0,6,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,2,2,0,0,0,1,5,2,7,1
P54739,1,4,9,5,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,9,1,2,1,0,0,0,0,1,0,0,0,0,0,0,2,4,2,3,0
P54750,2,12,5,5,7,22,99,58,191,167,63,231,0,0,0,0,7,0,0,0,20,9,3,2,3,1,9,0,12,2,1,1,0,0,0,0,5,11,22,16,4
P54774,0,0,0,1,0,1,1052,784,1739,1154,512,1412,0,0,0,0,0,5,0,11,0,2,1,0,0,60,75,1,152,9,1,7,35,0,0,0,8,19,28,15,10
P54818,0,3,4,7,5,5,7,1,2,6,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,6,4,9,0,0,0,13,4,4,3,1
P54856,196,559.994,280,279,304,353,291,200,470,342,255,500,0,0,0,0,0,0,0,0,158,113,58,128,87,20,28,0,24,103,79,79,124,0,0,0,44.979,33,46.002,36.186,41
P54861,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,6,11,15,0,0,0,10,10,7,7,8
P54872,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P54873,0,27,37.873,11.789,27,37,40,30,51,44,31,15,1,0,0,0,0,0,2,4,20,12.351,2,24.528,14,3,3,0,8,27,7,27,32,0,0,0,34,12.387,20,35.001,20
P54904,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
P54927,0,1,1,1,2,5,0,31,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,0,0,0,0,1,2,1,4,0,0,0,4.005,0,2,2,1
P54937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P54948,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,1,2
P54961,7,0,3.127,3.211,8,0,0,1,7,0,0,0,1,0,0,0,0,0,0,5,8,5.649,1,5.471,0,0,0,0,2,1,0,0,2,0,0,0,0,3.612,4,0,2
P54967,0,5,0,4,11,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,0,0,2,2,0,12,0,0,0,0,3,0,0,1
P54979,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P54982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,6,0,1,5,0
P54985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2.489,0,0,0,73,131,102,106,63
P55004,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
P55037,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P55038,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
P55080,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0
P55096,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
P55115,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,1
P55142,674,679,396,425,557,395,301,565,565,337,156,414,0,0,0,0,0,0,0,0,280.998,395,148,297,161,22,26,0,83,102,109,148,219,0,0,1,250,362,241,269,218.991
P55143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P55180,0,0,0,0,0,0,3,39,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0
P55189,4125.942,5834,4761,2854.092,5950,4499,2325,1780,3060,2439,1096,4198,2,0,0,0,0,0,3,0,3215.943,2640.132,1680,2581,2083,229,172,2,397,747,504,1019,1438,0,0,1,1447,2095.817,1584.994,1766,651
P55192,1,18,0,3,9,5,24,29,32,17,21,13,0,0,0,0,0,0,0,0,1,2,8,4,1,3,0,0,2,3,5,1,2,0,0,0,20,6,4,19,7
P55200,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P55251,0,2,1,2,2,3,1,103,4,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,5,17,17,29,0,0,0,12,2,0,3,7
P55263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P55265,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
P55390,12,15,9,11,10,8,12,188,23,13,9,18,1,0,0,0,0,0,0,0,15,14,7,8,12,1,3,0,1,14,6,3,21,0,0,0,13,20,21,18,20
P55469,2,97,57,44,102,58,50,21,38,52,32,89,0,0,0,0,0,0,0,0,17,38,17,20,21,8,1,0,4,3,12,8,15,0,0,0,21,16,6,12,7
P55473,7,8,18,10,23,14,1,12,0,0,0,1,0,0,0,0,28,4,30,5,9,13,3,5,7,9,5,24,11,3,6,9,6,0,0,0,25,27,11,17,16
P55474,6,49,16,18,14,14,17,2,9,11,20,19,0,0,0,2,0,0,0,0,3,6,4,8,5,0,0,0,0,19,18,43,56,0,0,0,14,8,7,5,9
P55577,4,8,7,4,6,5,15,41,10,11,12,6,0,0,0,0,0,0,0,0,0,1,0,2,7,5,0,0,1,11,11,22,13,0,0,0,33,32,27,38,20
P55667,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
P55735,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0
P55738,782.706,1102.948,645,361,502,543.421,243.129,187,602,456.044,99,1824.067,0,0,0,0,5,4,3,0,168.164,113,156,210.315,194,39,33,0,32,59,67,167,153,0,0,5,20.915,25.008,43,21.018,23
P55786,1180,2320,1619,1015,1930,1196,830,429,1134,863,458,1759,0,0,0,0,0,0,0,0,828,695,431,948,660,86,60,0,129,256,232,435,473,0,1,0,92,190,172,141,95
