Filename
AMHP5_NP_G4_2
AMHP11_NP_G2
AMHP11_NP_G5
AMHP5_NP_G3
AMHP5_NP_G4
AMKO2_NP_G6
AMKO11_NP_G2
AMKO13_NP_G2
AMKO19_NP_G3
AMKO3_NP_G5
APHP7_NP_G2
APHP16_NP_G4
APHP12_NP_G5
APHP1_NP_G3
APHP16_NP_G6
APKO9_NP_G4
APKO8_NP_G4
APKO8_NP_G3
APKO18_NP_G5
APKO9_NP_G3
