"","UVI_092_A","UVI_094_A","UVI_096_A","UVI_100_A","UVI_102_A","UVI_104_A","UVI_106_A","UVI_108_A","USVI_118_A","UVI_132_A","UVI_136_A","UVI_138_A","UVI_092_B","UVI_094_B","UVI_096_B","UVI_100_B","UVI_102_B","UVI_104_B","UVI_106_B","UVI_108_B","USVI_118_B","UVI_132_B","UVI_136_B","UVI_138_B","UVI_092_C","UVI_094_C","UVI_096_C","UVI_100_C","UVI_102_C","UVI_104_C","UVI_106_C","UVI_108_C","USVI_118_C","UVI_132_C","UVI_136_C","UVI_138_C","UVI_092_D","UVI_094_D","UVI_096_D","UVI_100_D","UVI_102_D","UVI_104_D","UVI_106_D","UVI_108_D","USVI_118_D","UVI_132_D","UVI_136_D","UVI_138_D","M_d1_A","M_d3_A","M_d6_A","O_d1_A","O_d3_A","O_d6_A","O_d7_A","O_d8_A","Past_d1_A","Past_d2_A","Past_d3_A","Past_d6_A","Past_d7_A","Pstr_d7_A","M_d1_B","M_d3_B","M_d6_B","O_d1_B","O_d3_B","O_d6_B","O_d7_B","O_d8_B","Past_d1_B","Past_d2_B","Past_d3_B","Past_d6_B","Past_d7_B","Pstr_d7_B","M_d1_C","M_d3_C","M_d6_C","O_d1_C","O_d3_C","O_d6_C","O_d7_C","O_d8_C","Past_d1_C","Past_d2_C","Past_d3_C","Past_d6_C","Past_d7_C","Pstr_d7_C","M_d1_D","M_d3_D","M_d6_D","O_d1_D","O_d3_D","O_d6_D","O_d7_D","O_d8_D","Past_d1_D","Past_d2_D","Past_d3_D","Past_d6_D","Past_d7_D","Pstr_d7_D"
"A0T0T7",0,0,0,0,0,0,1,0,81,1,0,0,180,366,107,1002,863,462,1715,1100,3,1288,363,257,12,21,9,29,21,12,67,36,1,79,11,13,0,0,0,0,1,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,8091,732,94,3945,65,0,908,3126,1013,601,1338,4975,1052,1385,0,0,0,0,0,0,1318,3696,1123,332,884,2494,779,889,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0
"A0T2M3",0,0,0,0,0,0,0,0,110,0,0,0,228,164,392,1,2,0,1,24,3,2,1,0,1,2,0,0,2,1,9,1,2,8,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1264,1139,385,505,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,11,0,1,117,260,200,126,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A1A6H3",0,0,0,0,0,0,0,0,3,0,0,0,114,6,50,0,0,0,0,4,1,0,0,0,0,0,0,1,3,3,3,1,1,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,49,24,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,13,11,1,12,1,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A1CRV0",0,0,0,0,0,0,0,0,16,0,0,0,4,3,11,0,1,0,0,0,0,0,0,0,2,1,0,1,22,7,7,26,4,35,19,19,0,0,0,0,0,0,6,3,0,0,2,0,0,0,0,0,0,0,0,0,258,199,82,96,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,83,26,8,12,16,26,26,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A1L1P9",0,0,0,0,0,0,0,0,38,0,0,0,57,37,117,0,0,0,0,0,0,0,0,0,2,1,1,0,38,2,9,12,3,20,7,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,151,213,86,10,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,13,34,30,17,41,34,27,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A1L4X0",0,0,0,0,0,0,0,0,1,0,0,0,57,22,83,0,2,0,0,2,0,0,0,0,1,0,0,1,4,1,2,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,57,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,9,0,11,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A1S1Z8",0,0,0,0,0,0,0,0,29,0,0,0,9,6,117,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,117,133,84,17,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,2,0,3,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A1VC40",0,0,0,0,0,0,0,0,2,0,0,0,7,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,36,31,14,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A1VYV7",0,0,0,0,0,0,0,0,0,0,0,0,6,6,17,0,0,0,0,0,0,0,0,0,2,10,0,5,22,9,13,25,0,7,2,1,1,0,0,0,3,1,18,4,0,0,2,0,0,0,0,0,0,0,0,0,7,37,15,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,119,327,513,409,341,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
"A1WX30",0,0,0,0,0,0,2,0,100,0,0,0,121,72,181,0,0,0,0,1,0,1,0,0,0,5,0,2,4,3,3,3,7,8,10,6,0,0,0,0,0,0,12,0,0,0,5,0,0,0,0,0,0,0,0,0,515,552,251,111,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,9,12,23,22,23,41,23,16,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"A1Z9G2",0,0,0,0,0,0,0,0,154,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,26,47,3,0,7,0,7,0,0,1,10,7,0,0,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,246,349,198,61,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,27,33,254,298,420,337,477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A2ASI5",0,0,0,0,0,0,0,0,58,0,0,0,31,44,61,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,121,166,55,68,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A2ASS6",0,0,0,0,0,0,0,0,78,0,0,0,137,72,451,0,0,3,2,3,2,0,0,0,8,5,21,19,104,30,84,92,1,7,1,4,1,0,0,0,0,0,16,0,0,0,0,0,0,0,0,5,0,0,0,0,1037,1032,487,295,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,46,54,35,61,176,290,170,270,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"A2AVA0",0,0,0,0,0,0,0,0,11,0,0,0,466,391,1259,0,2,1,2,17,3,1,0,0,368,427,2,27,117,42,8,11,24,26,11,10,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1071,780,301,246,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,128,146,92,1849,2827,3122,1624,3154,3,1,0,0,0,5,0,1,0,0,8,0,0,0,0,0,0,0,0,0
"A2BFC9",0,0,0,0,0,0,0,0,63,0,0,0,143,80,32,0,3,0,0,5,0,0,0,0,75,160,0,1,5,1,11,3,2,139,82,56,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,528,582,201,238,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,15,16,18,669,1107,902,654,992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A2Q8F7",0,0,0,0,0,0,0,0,2,2,0,0,51,26,82,0,0,0,0,2,0,0,0,0,0,1,0,0,2,3,4,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,8,23,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,5,26,51,27,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A2VDD2",0,0,0,0,0,0,0,0,28,0,0,0,46,40,37,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,3,1,1,79,56,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,276,135,204,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A2VDR2",0,0,0,0,0,0,0,0,2,0,0,0,39,29,35,0,1,0,0,1,0,0,0,0,12,7,112,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,451,461,193,132,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,1,0,0,30,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A2VE52",0,0,0,0,0,0,0,0,11,0,0,0,28,53,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,57,63,39,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A2WY46",0,0,0,0,0,0,0,0,2056,0,0,0,46,18,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,8,0,0,0,0,0,1,1,1,0,0,0,0,0,2886,2559,1213,3141,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A2Y9M4",0,0,0,0,0,0,0,0,80,0,0,0,87,73,118,0,0,0,0,4,4,0,0,0,0,0,0,0,1,2,5,3,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,474,289,165,185,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,5,14,9,4,0,1,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A2YZ24",0,0,0,0,0,0,0,0,2,0,0,0,11,10,18,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47,74,12,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A2ZVI7",0,0,0,0,0,0,0,0,330,0,0,0,51,70,173,0,1,0,0,3,0,0,0,0,1,2,11,7,10,31,7,1,6,20,11,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,616,627,313,244,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,56,57,50,35,37,30,37,33,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A3AYR1",0,0,0,0,0,0,0,0,57,0,0,0,56,27,101,0,0,0,1,5,0,0,0,0,0,0,0,0,0,5,0,1,0,4,5,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,273,293,102,92,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,30,24,38,3,2,4,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"A3E4D8",1,6,0,0,2,0,0,14,1392,9,8,2,2180,1589,2529,116,513,150,355,443,35,2839,1420,1259,1,0,0,0,0,0,0,0,0,8,7,3,34,27,0,0,0,0,88,0,0,90,121,85,0,4,7,2,12,12,9,4,7183,6593,2952,4401,1275,0,1735,1709,1678,2647,3606,2979,3942,1750,0,0,0,0,4,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,107,66,218,339,276,435,159,0,5,0,0,0,0
"A3KFU9",0,0,0,0,0,0,0,0,19,0,0,0,37,50,166,0,0,0,0,0,3,0,0,0,0,2,1,0,7,1,7,6,4,28,5,7,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,160,234,104,10,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,8,13,8,17,19,70,12,44,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A3KMH1",0,0,0,0,0,0,0,0,8,0,0,0,4,6,17,0,0,0,0,1,1,0,0,0,19,49,0,28,134,78,48,109,3,36,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,129,48,33,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,157,248,236,284,382,278,125,377,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A3KPE8",0,0,0,0,0,0,0,0,5,0,0,0,95,134,173,0,0,0,0,1,2,0,0,0,14,4,1,35,26,46,65,94,0,108,38,24,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,214,218,96,50,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,182,181,220,278,382,417,276,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A3KPP3",0,0,0,0,0,0,0,0,26,0,0,0,49,32,59,0,0,0,0,0,0,0,0,0,0,0,0,11,17,11,27,29,0,1,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,225,198,96,122,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,1,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0
"A3LSY7",0,0,0,0,0,0,0,0,631,3,0,0,10,13,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1440,1264,534,488,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A3LSZ2",0,0,0,0,0,0,0,0,112,0,0,0,24,30,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,301,262,71,75,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,2,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A3RCV9",0,0,0,0,0,0,0,0,1,0,0,0,28,10,22,0,0,0,0,4,0,0,0,0,4,5,0,1,2,2,18,2,3,37,2,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35,70,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,15,69,120,85,69,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A4FV84",0,0,0,0,0,0,0,0,44,0,0,0,34,30,79,0,0,0,0,4,0,0,0,0,0,0,0,1,1,2,10,4,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,179,53,88,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,4,3,14,1,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A4IFF3",0,0,0,0,0,0,0,0,9,0,0,0,43,28,72,0,0,0,0,1,0,0,0,0,4,2,2,1,1,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,126,41,40,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A4IG53",0,0,0,0,0,0,0,0,1,0,0,0,17,13,20,2,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,24,36,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A4IG72",0,0,0,0,0,0,0,0,2,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,4,25,4,14,14,1,4,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,114,95,59,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A4IH82",0,0,0,0,0,0,0,0,148,0,0,0,86,80,170,0,2,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,684,542,225,351,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A4IHR1",0,0,0,0,0,0,0,0,17,0,0,0,71,55,151,0,0,0,3,0,0,1,0,0,6,21,1,0,3,1,3,3,2,48,8,8,0,0,0.855,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,214,239,116,68,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,1,1,141,240,252,196,216,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A4II73",0,0,0,0,0,0,0,0,1,0,0,0,15,15,21,1,1,0,1,0,0,0,0,0,34,30,0,110,160,176,265,315,4,571,535,434,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,93,146,87,26,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,814,1037,805,1307,2170,2269,1484,1677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A4III8",0,0,0,0,0,0,0,0,0,0,0,0,6,5,18,0,0,0,0,1,1,0,0,1,0,0,0,0,1,2,2,1,4,6,1,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,29,7,16,20,15,11,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A4IIS8",0,0,0,0,0,0,0,0,26,0,0,0,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,62,39,28,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A4Q9F3",0,0,0,0,0,0,0,0,84,0,0,0,23,8,21,0,2,0,0,1,0,0,0,0,0,3,0,1,1,1,2,2,1,134,85,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,351,147,135,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,11,9,15,6,6,17,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
"A4R606",0,0,0,0,0,0,0,0,27,0,0,0,51,27,100,0,0,0,0,2,0,0,0,0,0,0,0,24,21,19,3,31,4,2,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,3,0,0,0,0,309,400,198,108,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,21,33,0,0,0,7,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A4TE41",0,0,0,0,0,0,0,0,20,0,0,0,44,29,77,0,0,0,0,1,1,0,0,0,0,2,0,8,10,3,4,8,3,2,2,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,195,222,87,46,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,24,32,33,13,15,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A4YGN0",0,0,0,0,0,0,0,0,4,0,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A4YI89",0,0,0,0,0,0,0,0,20,0,0,0,85,47,105,0,2,0,0,3,0,0,0,0,0,0,0,44,156,83,134,112,2,8,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,525,599,288,161,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,1,0,0,18,12,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A5CQ46",0,0,0,0,0,0,0,0,29,0,0,0,32,16,31,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,133,122,51,46,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A5D9W7",0,0,0,0,0,0,0,0,105,0,0,0,7,12,22,0,0,0,0,1,0,0,0,0,11,25,0,16,32,5,38,45,37,12,6,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,307,231,85,111,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,335,238,262,432,402,448,285,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A5K0N4",1,2,0,2,13,7,16,20,57,80,38,32,22,17,62,0,0,0,0,1,0,0,0,0,2,4,0,6,24,9,12,15,1,27,8,12,0,0,0,0,0,0,1,0,0,0,0,0,111,126,114,6,111,82,22,40,3196,3469,1323,579,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,238,246,213,24,24,48,12,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A5PK19",0,0,0,0,0,0,0,0,32,0,0,0,20,18,55,0,0,0,0,0,0,0,0,0,0,2,0,2,14,9,6,18,0,87,60,33,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,125,209,62,52,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,12,5,40,67,51,23,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"A5PK71",0,0,0,0,0,0,0,0,115,0,0,0,195,238,446,0,1,0,0,16,0,0,0,0,84,138,0,7,74,49,6,2,17,42,24,28,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,739,762,346,241,97,0,0,3,0,0,0,0,0,0,0,0,0,0,0,34,86,112,67,526,1111,969,820,1001,3,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"A5PMF6",0,0,0,0,0,0,0,0,75,0,0,0,26,16,30,0,0,0,0,0,0,0,0,0,1,0,0,0,12,4,2,3,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,134,161,96,37,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,8,1,14,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A5PMU4",0,0,0,0,0,0,0,0,64,0,0,0,66,38,92,0,0,0,0,5,0,0,0,0,3,2,0,0,15,14,11,27,0,19,14,19,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,310,298,137,163,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,26,21,38,44,44,68,40,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A5WVX1",0,0,0,0,0,0,0,0,19,0,0,0,26,4,28,0,0,0,0,0,0,0,0,0,4,7,0,9,8,30,23,44,0,70,51,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,105,45,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,69,52,128,112,196,129,72,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A5WVX9",0,0,0,0,0,0,0,0,1,0,0,0,28,29,84,0,0,0,0,4,0,0,0,0,9,5,0,30,159,30,83,182,0,87,99,33,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,66,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,288,396,295,258,502,554,266,603,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"A6H6A9",0,0,0,0,0,0,0,0,31,0,0,0,7,4,28,0,0,0,0,0,0,0,0,0,0,0,1,4,4,0,1,0,1,14,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,149,54,40,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,16,4,0,4,6,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A6H759",0,0,0,0,0,0,0,0,23,0,0,0,46,37,86,0,2,1,0,0,0,0,0,0,3,0,0,7,0,26,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294,382,138,98,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,0,1,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A6H8H5",0,0,0,0,0,0,0,0,8,0,0,0,4,2,9,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,148,155,57,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A6LAP3",0,0,0,0,0,0,0,0,4,0,0,0,58,34,76,0,0,0,0,1,0,0,0,1,3,3,0,3,0,0,4,0,0,33,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,44,15,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,39,39,18,43,38,25,39,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A6MVW9",0,0,0,0,0,0,1,0,75,0,0,0,1006,764,2848,1,2,0,0,48,15,1,0,0,186,512,10,1,1,1,1,1,20,1883,1156,714,0,0,0,0,0,0,2,1,0,1,4,0,0,0,0,0,0,0,0,0,1412,1306,549,685,162,0,0,0,0,0,0,0,0,5,0,0,0,0,0,37,470,628,478,782,1834,1585,1366,1506,18,14,12,10,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
