Filename
AMKO2_NP_G6
AMKO11_NP_G2
AMKO13_NP_G2
AMKO19_NP_G3
AMKO3_NP_G5
APKO9_NP_G4
APKO8_NP_G4
APKO8_NP_G3
APKO18_NP_G5
APKO9_NP_G3
