Filename
AMHP5_NP_G4_2
AMHP11_NP_G2
AMHP11_NP_G5
AMHP5_NP_G3
AMHP5_NP_G4
AMKO2_NP_G6
AMKO11_NP_G2
AMKO13_NP_G2
AMKO19_NP_G3
AMKO3_NP_G5
